Tid,GodkjenteProsent,PolitParti,Region
2025 2025,6.4,05 Senterpartiet,3230 Gjerdrum
2021 2021,,06 Sosialistisk Venstreparti,3230 Gjerdrum
2025 2025,3.1,06 Sosialistisk Venstreparti,3230 Gjerdrum
2021 2021,,07 Venstre,3230 Gjerdrum
2025 2025,3.2,07 Venstre,3230 Gjerdrum
2021 2021,,08 Miljøpartiet de Grønne,3230 Gjerdrum
2025 2025,3.8,08 Miljøpartiet de Grønne,3230 Gjerdrum
2021 2021,,55 Rødt,3230 Gjerdrum
2025 2025,3.1,55 Rødt,3230 Gjerdrum
2021 2021,,01 Arbeiderpartiet,3232 Nittedal
2025 2025,30.3,01 Arbeiderpartiet,3232 Nittedal
2021 2021,,02 Fremskrittspartiet,3232 Nittedal
2025 2025,23.7,02 Fremskrittspartiet,3232 Nittedal
2021 2021,,03 Høyre,3232 Nittedal
2025 2025,17.0,03 Høyre,3232 Nittedal
2021 2021,,04 Kristelig Folkeparti,3232 Nittedal
2025 2025,2.5,04 Kristelig Folkeparti,3232 Nittedal
2021 2021,,05 Senterpartiet,3232 Nittedal
2025 2025,2.8,05 Senterpartiet,3232 Nittedal
2021 2021,,06 Sosialistisk Venstreparti,3232 Nittedal
2025 2025,6.0,06 Sosialistisk Venstreparti,3232 Nittedal
2021 2021,,07 Venstre,3232 Nittedal
2025 2025,4.3,07 Venstre,3232 Nittedal
2021 2021,,08 Miljøpartiet de Grønne,3232 Nittedal
2025 2025,5.7,08 Miljøpartiet de Grønne,3232 Nittedal
2021 2021,,55 Rødt,3232 Nittedal
2025 2025,4.3,55 Rødt,3232 Nittedal
2021 2021,,01 Arbeiderpartiet,3234 Lunner
2025 2025,32.8,01 Arbeiderpartiet,3234 Lunner
2021 2021,,02 Fremskrittspartiet,3234 Lunner
2025 2025,24.9,02 Fremskrittspartiet,3234 Lunner
2021 2021,,03 Høyre,3234 Lunner
2025 2025,12.3,03 Høyre,3234 Lunner
2021 2021,,04 Kristelig Folkeparti,3234 Lunner
2025 2025,2.7,04 Kristelig Folkeparti,3234 Lunner
2021 2021,,05 Senterpartiet,3234 Lunner
2025 2025,7.3,05 Senterpartiet,3234 Lunner
2021 2021,,06 Sosialistisk Venstreparti,3234 Lunner
2025 2025,3.9,06 Sosialistisk Venstreparti,3234 Lunner
2021 2021,,07 Venstre,3234 Lunner
2025 2025,2.7,07 Venstre,3234 Lunner
2021 2021,,08 Miljøpartiet de Grønne,3234 Lunner
2025 2025,3.9,08 Miljøpartiet de Grønne,3234 Lunner
2021 2021,,55 Rødt,3234 Lunner
2025 2025,5.0,55 Rødt,3234 Lunner
2021 2021,,01 Arbeiderpartiet,3236 Jevnaker
2025 2025,33.1,01 Arbeiderpartiet,3236 Jevnaker
2021 2021,,02 Fremskrittspartiet,3236 Jevnaker
2025 2025,28.7,02 Fremskrittspartiet,3236 Jevnaker
2021 2021,,03 Høyre,3236 Jevnaker
2025 2025,11.8,03 Høyre,3236 Jevnaker
2021 2021,,04 Kristelig Folkeparti,3236 Jevnaker
2025 2025,1.8,04 Kristelig Folkeparti,3236 Jevnaker
2021 2021,,05 Senterpartiet,3236 Jevnaker
2025 2025,6.4,05 Senterpartiet,3236 Jevnaker
2021 2021,,06 Sosialistisk Venstreparti,3236 Jevnaker
2025 2025,4.1,06 Sosialistisk Venstreparti,3236 Jevnaker
2021 2021,,07 Venstre,3236 Jevnaker
2025 2025,2.0,07 Venstre,3236 Jevnaker
2021 2021,,08 Miljøpartiet de Grønne,3236 Jevnaker
2025 2025,2.5,08 Miljøpartiet de Grønne,3236 Jevnaker
2021 2021,,55 Rødt,3236 Jevnaker
2025 2025,4.8,55 Rødt,3236 Jevnaker
2021 2021,,01 Arbeiderpartiet,3238 Nannestad
2025 2025,26.9,01 Arbeiderpartiet,3238 Nannestad
2021 2021,,02 Fremskrittspartiet,3238 Nannestad
2025 2025,32.9,02 Fremskrittspartiet,3238 Nannestad
2021 2021,,03 Høyre,3238 Nannestad
2025 2025,11.4,03 Høyre,3238 Nannestad
2021 2021,,04 Kristelig Folkeparti,3238 Nannestad
2025 2025,3.2,04 Kristelig Folkeparti,3238 Nannestad
2021 2021,,05 Senterpartiet,3238 Nannestad
2025 2025,6.2,05 Senterpartiet,3238 Nannestad
2021 2021,,06 Sosialistisk Venstreparti,3238 Nannestad
2025 2025,4.4,06 Sosialistisk Venstreparti,3238 Nannestad
2021 2021,,07 Venstre,3238 Nannestad
2025 2025,2.2,07 Venstre,3238 Nannestad
2021 2021,,08 Miljøpartiet de Grønne,3238 Nannestad
2025 2025,2.9,08 Miljøpartiet de Grønne,3238 Nannestad
2021 2021,,55 Rødt,3238 Nannestad
2025 2025,4.4,55 Rødt,3238 Nannestad
2021 2021,,01 Arbeiderpartiet,3240 Eidsvoll
2025 2025,29.5,01 Arbeiderpartiet,3240 Eidsvoll
2021 2021,,02 Fremskrittspartiet,3240 Eidsvoll
2025 2025,28.4,02 Fremskrittspartiet,3240 Eidsvoll
2021 2021,,03 Høyre,3240 Eidsvoll
2025 2025,11.3,03 Høyre,3240 Eidsvoll
2021 2021,,04 Kristelig Folkeparti,3240 Eidsvoll
2025 2025,2.7,04 Kristelig Folkeparti,3240 Eidsvoll
2021 2021,,05 Senterpartiet,3240 Eidsvoll
2025 2025,5.7,05 Senterpartiet,3240 Eidsvoll
2021 2021,,06 Sosialistisk Venstreparti,3240 Eidsvoll
2025 2025,5.5,06 Sosialistisk Venstreparti,3240 Eidsvoll
2021 2021,,07 Venstre,3240 Eidsvoll
2025 2025,2.2,07 Venstre,3240 Eidsvoll
2021 2021,,08 Miljøpartiet de Grønne,3240 Eidsvoll
2025 2025,3.4,08 Miljøpartiet de Grønne,3240 Eidsvoll
2021 2021,,55 Rødt,3240 Eidsvoll
2025 2025,5.5,55 Rødt,3240 Eidsvoll
2021 2021,,01 Arbeiderpartiet,3242 Hurdal
2025 2025,24.4,01 Arbeiderpartiet,3242 Hurdal
2021 2021,,02 Fremskrittspartiet,3242 Hurdal
2025 2025,29.4,02 Fremskrittspartiet,3242 Hurdal
2021 2021,,03 Høyre,3242 Hurdal
2025 2025,7.5,03 Høyre,3242 Hurdal
2021 2021,,04 Kristelig Folkeparti,3242 Hurdal
2025 2025,4.6,04 Kristelig Folkeparti,3242 Hurdal
2021 2021,,05 Senterpartiet,3242 Hurdal
2025 2025,11.4,05 Senterpartiet,3242 Hurdal
2021 2021,,06 Sosialistisk Venstreparti,3242 Hurdal
2025 2025,3.2,06 Sosialistisk Venstreparti,3242 Hurdal
2021 2021,,07 Venstre,3242 Hurdal
2025 2025,2.3,07 Venstre,3242 Hurdal
2021 2021,,08 Miljøpartiet de Grønne,3242 Hurdal
2025 2025,5.0,08 Miljøpartiet de Grønne,3242 Hurdal
2021 2021,,55 Rødt,3242 Hurdal
2025 2025,5.8,55 Rødt,3242 Hurdal
2021 2021,23.0,01 Arbeiderpartiet,0301 Oslo - Oslove
2025 2025,25.7,01 Arbeiderpartiet,0301 Oslo - Oslove
2021 2021,6.0,02 Fremskrittspartiet,0301 Oslo - Oslove
2025 2025,14.3,02 Fremskrittspartiet,0301 Oslo - Oslove
2021 2021,23.5,03 Høyre,0301 Oslo - Oslove
2025 2025,18.5,03 Høyre,0301 Oslo - Oslove
2021 2021,1.8,04 Kristelig Folkeparti,0301 Oslo - Oslove
2025 2025,2.1,04 Kristelig Folkeparti,0301 Oslo - Oslove
2021 2021,3.1,05 Senterpartiet,0301 Oslo - Oslove
2025 2025,0.8,05 Senterpartiet,0301 Oslo - Oslove
2021 2021,13.3,06 Sosialistisk Venstreparti,0301 Oslo - Oslove
2025 2025,10.7,06 Sosialistisk Venstreparti,0301 Oslo - Oslove
2021 2021,10.0,07 Venstre,0301 Oslo - Oslove
2025 2025,7.3,07 Venstre,0301 Oslo - Oslove
2021 2021,8.5,08 Miljøpartiet de Grønne,0301 Oslo - Oslove
2025 2025,10.3,08 Miljøpartiet de Grønne,0301 Oslo - Oslove
2021 2021,8.3,55 Rødt,0301 Oslo - Oslove
2025 2025,7.2,55 Rødt,0301 Oslo - Oslove
2021 2021,,01 Arbeiderpartiet,3301 Drammen
2025 2025,30.4,01 Arbeiderpartiet,3301 Drammen
2021 2021,,02 Fremskrittspartiet,3301 Drammen
2025 2025,26.5,02 Fremskrittspartiet,3301 Drammen
2021 2021,,03 Høyre,3301 Drammen
2025 2025,16.3,03 Høyre,3301 Drammen
2021 2021,,04 Kristelig Folkeparti,3301 Drammen
2025 2025,2.7,04 Kristelig Folkeparti,3301 Drammen
2021 2021,,05 Senterpartiet,3301 Drammen
2025 2025,2.1,05 Senterpartiet,3301 Drammen
2021 2021,,06 Sosialistisk Venstreparti,3301 Drammen
2025 2025,5.3,06 Sosialistisk Venstreparti,3301 Drammen
2021 2021,,07 Venstre,3301 Drammen
2025 2025,3.6,07 Venstre,3301 Drammen
2021 2021,,08 Miljøpartiet de Grønne,3301 Drammen
2025 2025,4.2,08 Miljøpartiet de Grønne,3301 Drammen
2021 2021,,55 Rødt,3301 Drammen
2025 2025,4.7,55 Rødt,3301 Drammen
2021 2021,,01 Arbeiderpartiet,3303 Kongsberg
2025 2025,32.5,01 Arbeiderpartiet,3303 Kongsberg
2021 2021,,02 Fremskrittspartiet,3303 Kongsberg
2025 2025,24.3,02 Fremskrittspartiet,3303 Kongsberg
2021 2021,,03 Høyre,3303 Kongsberg
2025 2025,14.9,03 Høyre,3303 Kongsberg
2021 2021,,04 Kristelig Folkeparti,3303 Kongsberg
2025 2025,2.5,04 Kristelig Folkeparti,3303 Kongsberg
2021 2021,,05 Senterpartiet,3303 Kongsberg
2025 2025,5.3,05 Senterpartiet,3303 Kongsberg
2021 2021,,06 Sosialistisk Venstreparti,3303 Kongsberg
2025 2025,4.5,06 Sosialistisk Venstreparti,3303 Kongsberg
2021 2021,,07 Venstre,3303 Kongsberg
2025 2025,3.5,07 Venstre,3303 Kongsberg
2021 2021,,08 Miljøpartiet de Grønne,3303 Kongsberg
2025 2025,4.3,08 Miljøpartiet de Grønne,3303 Kongsberg
2021 2021,,55 Rødt,3303 Kongsberg
2025 2025,3.9,55 Rødt,3303 Kongsberg
2021 2021,,01 Arbeiderpartiet,3305 Ringerike
2025 2025,30.4,01 Arbeiderpartiet,3305 Ringerike
2021 2021,,02 Fremskrittspartiet,3305 Ringerike
2025 2025,29.2,02 Fremskrittspartiet,3305 Ringerike
2021 2021,,03 Høyre,3305 Ringerike
2025 2025,13.6,03 Høyre,3305 Ringerike
2021 2021,,04 Kristelig Folkeparti,3305 Ringerike
2025 2025,2.4,04 Kristelig Folkeparti,3305 Ringerike
2021 2021,,05 Senterpartiet,3305 Ringerike
2025 2025,5.2,05 Senterpartiet,3305 Ringerike
2021 2021,,06 Sosialistisk Venstreparti,3305 Ringerike
2025 2025,4.0,06 Sosialistisk Venstreparti,3305 Ringerike
2021 2021,,07 Venstre,3305 Ringerike
2025 2025,2.4,07 Venstre,3305 Ringerike
2021 2021,,08 Miljøpartiet de Grønne,3305 Ringerike
2025 2025,2.9,08 Miljøpartiet de Grønne,3305 Ringerike
2021 2021,,55 Rødt,3305 Ringerike
2025 2025,4.9,55 Rødt,3305 Ringerike
2021 2021,,01 Arbeiderpartiet,3310 Hole
2025 2025,24.0,01 Arbeiderpartiet,3310 Hole
2021 2021,,02 Fremskrittspartiet,3310 Hole
2025 2025,25.2,02 Fremskrittspartiet,3310 Hole
2021 2021,,03 Høyre,3310 Hole
2025 2025,23.0,03 Høyre,3310 Hole
2021 2021,,04 Kristelig Folkeparti,3310 Hole
2025 2025,3.9,04 Kristelig Folkeparti,3310 Hole
2021 2021,,05 Senterpartiet,3310 Hole
2025 2025,4.9,05 Senterpartiet,3310 Hole
2021 2021,,06 Sosialistisk Venstreparti,3310 Hole
2025 2025,3.8,06 Sosialistisk Venstreparti,3310 Hole
2021 2021,,07 Venstre,3310 Hole
2025 2025,3.8,07 Venstre,3310 Hole
2021 2021,,08 Miljøpartiet de Grønne,3310 Hole
2025 2025,3.7,08 Miljøpartiet de Grønne,3310 Hole
2021 2021,,55 Rødt,3310 Hole
2025 2025,3.4,55 Rødt,3310 Hole
2021 2021,,01 Arbeiderpartiet,3312 Lier
2025 2025,28.0,01 Arbeiderpartiet,3312 Lier
2021 2021,,02 Fremskrittspartiet,3312 Lier
2025 2025,26.7,02 Fremskrittspartiet,3312 Lier
2021 2021,,03 Høyre,3312 Lier
2025 2025,20.3,03 Høyre,3312 Lier
2021 2021,,04 Kristelig Folkeparti,3312 Lier
2025 2025,2.3,04 Kristelig Folkeparti,3312 Lier
2021 2021,,05 Senterpartiet,3312 Lier
2025 2025,3.5,05 Senterpartiet,3312 Lier
2021 2021,,06 Sosialistisk Venstreparti,3312 Lier
2025 2025,4.0,06 Sosialistisk Venstreparti,3312 Lier
2021 2021,,07 Venstre,3312 Lier
2025 2025,4.1,07 Venstre,3312 Lier
2021 2021,,08 Miljøpartiet de Grønne,3312 Lier
2025 2025,4.5,08 Miljøpartiet de Grønne,3312 Lier
2021 2021,,55 Rødt,3312 Lier
2025 2025,3.3,55 Rødt,3312 Lier
2021 2021,,01 Arbeiderpartiet,3314 Øvre Eiker
2025 2025,26.6,01 Arbeiderpartiet,3314 Øvre Eiker
2021 2021,,02 Fremskrittspartiet,3314 Øvre Eiker
2025 2025,34.4,02 Fremskrittspartiet,3314 Øvre Eiker
2021 2021,,03 Høyre,3314 Øvre Eiker
2025 2025,12.5,03 Høyre,3314 Øvre Eiker
2021 2021,,04 Kristelig Folkeparti,3314 Øvre Eiker
2025 2025,4.3,04 Kristelig Folkeparti,3314 Øvre Eiker
2021 2021,,05 Senterpartiet,3314 Øvre Eiker
2025 2025,6.4,05 Senterpartiet,3314 Øvre Eiker
2021 2021,,06 Sosialistisk Venstreparti,3314 Øvre Eiker
2025 2025,3.4,06 Sosialistisk Venstreparti,3314 Øvre Eiker
2021 2021,,07 Venstre,3314 Øvre Eiker
2025 2025,2.3,07 Venstre,3314 Øvre Eiker
2021 2021,,08 Miljøpartiet de Grønne,3314 Øvre Eiker
2025 2025,2.3,08 Miljøpartiet de Grønne,3314 Øvre Eiker
2021 2021,,55 Rødt,3314 Øvre Eiker
2025 2025,2.9,55 Rødt,3314 Øvre Eiker
2021 2021,,01 Arbeiderpartiet,3316 Modum
2025 2025,30.0,01 Arbeiderpartiet,3316 Modum
2021 2021,,02 Fremskrittspartiet,3316 Modum
2025 2025,34.1,02 Fremskrittspartiet,3316 Modum
2021 2021,,03 Høyre,3316 Modum
2025 2025,10.2,03 Høyre,3316 Modum
2021 2021,,04 Kristelig Folkeparti,3316 Modum
2025 2025,2.0,04 Kristelig Folkeparti,3316 Modum
2021 2021,,05 Senterpartiet,3316 Modum
2025 2025,8.0,05 Senterpartiet,3316 Modum
2021 2021,,06 Sosialistisk Venstreparti,3316 Modum
2025 2025,2.9,06 Sosialistisk Venstreparti,3316 Modum
2021 2021,,07 Venstre,3316 Modum
2025 2025,1.7,07 Venstre,3316 Modum
2021 2021,,08 Miljøpartiet de Grønne,3316 Modum
2025 2025,2.5,08 Miljøpartiet de Grønne,3316 Modum
2021 2021,,55 Rødt,3316 Modum
2025 2025,4.1,55 Rødt,3316 Modum
2021 2021,,01 Arbeiderpartiet,3318 Krødsherad
2025 2025,29.0,01 Arbeiderpartiet,3318 Krødsherad
2021 2021,,02 Fremskrittspartiet,3318 Krødsherad
2025 2025,31.3,02 Fremskrittspartiet,3318 Krødsherad
2021 2021,,03 Høyre,3318 Krødsherad
2025 2025,12.9,03 Høyre,3318 Krødsherad
2021 2021,,04 Kristelig Folkeparti,3318 Krødsherad
2025 2025,1.7,04 Kristelig Folkeparti,3318 Krødsherad
2021 2021,,05 Senterpartiet,3318 Krødsherad
2025 2025,11.8,05 Senterpartiet,3318 Krødsherad
2021 2021,,06 Sosialistisk Venstreparti,3318 Krødsherad
2025 2025,2.7,06 Sosialistisk Venstreparti,3318 Krødsherad
2021 2021,,07 Venstre,3318 Krødsherad
2025 2025,1.1,07 Venstre,3318 Krødsherad
2021 2021,,08 Miljøpartiet de Grønne,3318 Krødsherad
2025 2025,1.5,08 Miljøpartiet de Grønne,3318 Krødsherad
2021 2021,,55 Rødt,3318 Krødsherad
2025 2025,3.3,55 Rødt,3318 Krødsherad
2021 2021,,01 Arbeiderpartiet,3320 Flå
2025 2025,26.4,01 Arbeiderpartiet,3320 Flå
2021 2021,,02 Fremskrittspartiet,3320 Flå
2025 2025,29.7,02 Fremskrittspartiet,3320 Flå
2021 2021,,03 Høyre,3320 Flå
2025 2025,12.0,03 Høyre,3320 Flå
2021 2021,,04 Kristelig Folkeparti,3320 Flå
2025 2025,2.5,04 Kristelig Folkeparti,3320 Flå
2021 2021,,05 Senterpartiet,3320 Flå
2025 2025,17.1,05 Senterpartiet,3320 Flå
2021 2021,,06 Sosialistisk Venstreparti,3320 Flå
2025 2025,2.2,06 Sosialistisk Venstreparti,3320 Flå
2021 2021,,07 Venstre,3320 Flå
2025 2025,1.1,07 Venstre,3320 Flå
2021 2021,,08 Miljøpartiet de Grønne,3320 Flå
2025 2025,0.8,08 Miljøpartiet de Grønne,3320 Flå
2021 2021,,55 Rødt,3320 Flå
2025 2025,3.2,55 Rødt,3320 Flå
2021 2021,,01 Arbeiderpartiet,3322 Nesbyen
2025 2025,33.4,01 Arbeiderpartiet,3322 Nesbyen
2021 2021,,02 Fremskrittspartiet,3322 Nesbyen
2025 2025,21.8,02 Fremskrittspartiet,3322 Nesbyen
2021 2021,,03 Høyre,3322 Nesbyen
2025 2025,12.7,03 Høyre,3322 Nesbyen
2021 2021,,04 Kristelig Folkeparti,3322 Nesbyen
2025 2025,3.7,04 Kristelig Folkeparti,3322 Nesbyen
2021 2021,,05 Senterpartiet,3322 Nesbyen
2025 2025,13.8,05 Senterpartiet,3322 Nesbyen
2021 2021,,06 Sosialistisk Venstreparti,3322 Nesbyen
2025 2025,2.7,06 Sosialistisk Venstreparti,3322 Nesbyen
2021 2021,,07 Venstre,3322 Nesbyen
2025 2025,1.8,07 Venstre,3322 Nesbyen
2021 2021,,08 Miljøpartiet de Grønne,3322 Nesbyen
2025 2025,1.6,08 Miljøpartiet de Grønne,3322 Nesbyen
2021 2021,,55 Rødt,3322 Nesbyen
2025 2025,3.9,55 Rødt,3322 Nesbyen
2021 2021,,01 Arbeiderpartiet,3324 Gol
2025 2025,27.0,01 Arbeiderpartiet,3324 Gol
2021 2021,,02 Fremskrittspartiet,3324 Gol
2025 2025,28.2,02 Fremskrittspartiet,3324 Gol
2021 2021,,03 Høyre,3324 Gol
2025 2025,15.7,03 Høyre,3324 Gol
2021 2021,,04 Kristelig Folkeparti,3324 Gol
2025 2025,3.2,04 Kristelig Folkeparti,3324 Gol
2021 2021,,05 Senterpartiet,3324 Gol
2025 2025,12.0,05 Senterpartiet,3324 Gol
2021 2021,,06 Sosialistisk Venstreparti,3324 Gol
2025 2025,3.8,06 Sosialistisk Venstreparti,3324 Gol
2021 2021,,07 Venstre,3324 Gol
2025 2025,2.2,07 Venstre,3324 Gol
2021 2021,,08 Miljøpartiet de Grønne,3324 Gol
2025 2025,1.9,08 Miljøpartiet de Grønne,3324 Gol
2021 2021,,55 Rødt,3324 Gol
2025 2025,3.0,55 Rødt,3324 Gol
2021 2021,,01 Arbeiderpartiet,3326 Hemsedal
2025 2025,21.3,01 Arbeiderpartiet,3326 Hemsedal
2021 2021,,02 Fremskrittspartiet,3326 Hemsedal
2025 2025,21.7,02 Fremskrittspartiet,3326 Hemsedal
2021 2021,,03 Høyre,3326 Hemsedal
2025 2025,16.0,03 Høyre,3326 Hemsedal
2021 2021,,04 Kristelig Folkeparti,3326 Hemsedal
2025 2025,6.8,04 Kristelig Folkeparti,3326 Hemsedal
2021 2021,,05 Senterpartiet,3326 Hemsedal
2025 2025,14.9,05 Senterpartiet,3326 Hemsedal
2021 2021,,06 Sosialistisk Venstreparti,3326 Hemsedal
2025 2025,5.6,06 Sosialistisk Venstreparti,3326 Hemsedal
2021 2021,,07 Venstre,3326 Hemsedal
2025 2025,3.6,07 Venstre,3326 Hemsedal
2021 2021,,08 Miljøpartiet de Grønne,3326 Hemsedal
2025 2025,4.1,08 Miljøpartiet de Grønne,3326 Hemsedal
2021 2021,,55 Rødt,3326 Hemsedal
2025 2025,2.7,55 Rødt,3326 Hemsedal
2021 2021,,01 Arbeiderpartiet,3328 Ål
2025 2025,29.1,01 Arbeiderpartiet,3328 Ål
2021 2021,,02 Fremskrittspartiet,3328 Ål
2025 2025,20.7,02 Fremskrittspartiet,3328 Ål
2021 2021,,03 Høyre,3328 Ål
2025 2025,11.5,03 Høyre,3328 Ål
2021 2021,,04 Kristelig Folkeparti,3328 Ål
2025 2025,5.8,04 Kristelig Folkeparti,3328 Ål
2021 2021,,05 Senterpartiet,3328 Ål
2025 2025,17.8,05 Senterpartiet,3328 Ål
2021 2021,,06 Sosialistisk Venstreparti,3328 Ål
2025 2025,4.4,06 Sosialistisk Venstreparti,3328 Ål
2021 2021,,07 Venstre,3328 Ål
2025 2025,2.3,07 Venstre,3328 Ål
2021 2021,,08 Miljøpartiet de Grønne,3328 Ål
2025 2025,3.5,08 Miljøpartiet de Grønne,3328 Ål
2021 2021,,55 Rødt,3328 Ål
2025 2025,2.0,55 Rødt,3328 Ål
2021 2021,,01 Arbeiderpartiet,3330 Hol
2025 2025,23.1,01 Arbeiderpartiet,3330 Hol
2021 2021,,02 Fremskrittspartiet,3330 Hol
2025 2025,27.4,02 Fremskrittspartiet,3330 Hol
2021 2021,,03 Høyre,3330 Hol
2025 2025,16.4,03 Høyre,3330 Hol
2021 2021,,04 Kristelig Folkeparti,3330 Hol
2025 2025,3.0,04 Kristelig Folkeparti,3330 Hol
2021 2021,,05 Senterpartiet,3330 Hol
2025 2025,14.5,05 Senterpartiet,3330 Hol
2021 2021,,06 Sosialistisk Venstreparti,3330 Hol
2025 2025,4.0,06 Sosialistisk Venstreparti,3330 Hol
2021 2021,,07 Venstre,3330 Hol
2025 2025,2.8,07 Venstre,3330 Hol
2021 2021,,08 Miljøpartiet de Grønne,3330 Hol
2025 2025,2.9,08 Miljøpartiet de Grønne,3330 Hol
2021 2021,,55 Rødt,3330 Hol
2025 2025,2.3,55 Rødt,3330 Hol
2021 2021,,01 Arbeiderpartiet,3332 Sigdal
2025 2025,23.4,01 Arbeiderpartiet,3332 Sigdal
2021 2021,,02 Fremskrittspartiet,3332 Sigdal
2025 2025,30.1,02 Fremskrittspartiet,3332 Sigdal
2021 2021,,03 Høyre,3332 Sigdal
2025 2025,10.1,03 Høyre,3332 Sigdal
2021 2021,,04 Kristelig Folkeparti,3332 Sigdal
2025 2025,1.5,04 Kristelig Folkeparti,3332 Sigdal
2021 2021,,05 Senterpartiet,3332 Sigdal
2025 2025,23.3,05 Senterpartiet,3332 Sigdal
2021 2021,,06 Sosialistisk Venstreparti,3332 Sigdal
2025 2025,2.1,06 Sosialistisk Venstreparti,3332 Sigdal
2021 2021,,07 Venstre,3332 Sigdal
2025 2025,0.8,07 Venstre,3332 Sigdal
2021 2021,,08 Miljøpartiet de Grønne,3332 Sigdal
2025 2025,0.9,08 Miljøpartiet de Grønne,3332 Sigdal
2021 2021,,55 Rødt,3332 Sigdal
2025 2025,2.7,55 Rødt,3332 Sigdal
2021 2021,,01 Arbeiderpartiet,3334 Flesberg
2025 2025,23.4,01 Arbeiderpartiet,3334 Flesberg
2021 2021,,02 Fremskrittspartiet,3334 Flesberg
2025 2025,36.3,02 Fremskrittspartiet,3334 Flesberg
2021 2021,,03 Høyre,3334 Flesberg
2025 2025,9.5,03 Høyre,3334 Flesberg
2021 2021,,04 Kristelig Folkeparti,3334 Flesberg
2025 2025,2.3,04 Kristelig Folkeparti,3334 Flesberg
2021 2021,,05 Senterpartiet,3334 Flesberg
2025 2025,13.7,05 Senterpartiet,3334 Flesberg
2021 2021,,06 Sosialistisk Venstreparti,3334 Flesberg
2025 2025,2.8,06 Sosialistisk Venstreparti,3334 Flesberg
2021 2021,,07 Venstre,3334 Flesberg
2025 2025,1.9,07 Venstre,3334 Flesberg
2021 2021,,08 Miljøpartiet de Grønne,3334 Flesberg
2025 2025,1.3,08 Miljøpartiet de Grønne,3334 Flesberg
2021 2021,,55 Rødt,3334 Flesberg
2025 2025,3.7,55 Rødt,3334 Flesberg
2021 2021,,01 Arbeiderpartiet,3336 Rollag
2025 2025,31.8,01 Arbeiderpartiet,3336 Rollag
2021 2021,,02 Fremskrittspartiet,3336 Rollag
2025 2025,21.3,02 Fremskrittspartiet,3336 Rollag
2021 2021,,03 Høyre,3336 Rollag
2025 2025,7.4,03 Høyre,3336 Rollag
2021 2021,,04 Kristelig Folkeparti,3336 Rollag
2025 2025,4.2,04 Kristelig Folkeparti,3336 Rollag
2021 2021,,05 Senterpartiet,3336 Rollag
2025 2025,21.4,05 Senterpartiet,3336 Rollag
2021 2021,,06 Sosialistisk Venstreparti,3336 Rollag
2025 2025,2.1,06 Sosialistisk Venstreparti,3336 Rollag
2021 2021,,07 Venstre,3336 Rollag
2025 2025,1.2,07 Venstre,3336 Rollag
2021 2021,,08 Miljøpartiet de Grønne,3336 Rollag
2025 2025,1.5,08 Miljøpartiet de Grønne,3336 Rollag
2021 2021,,55 Rødt,3336 Rollag
2025 2025,5.0,55 Rødt,3336 Rollag
2021 2021,,01 Arbeiderpartiet,3338 Nore og Uvdal
2025 2025,24.2,01 Arbeiderpartiet,3338 Nore og Uvdal
2021 2021,,02 Fremskrittspartiet,3338 Nore og Uvdal
2025 2025,27.0,02 Fremskrittspartiet,3338 Nore og Uvdal
2021 2021,,03 Høyre,3338 Nore og Uvdal
2025 2025,8.2,03 Høyre,3338 Nore og Uvdal
2021 2021,,04 Kristelig Folkeparti,3338 Nore og Uvdal
2025 2025,3.2,04 Kristelig Folkeparti,3338 Nore og Uvdal
2021 2021,,05 Senterpartiet,3338 Nore og Uvdal
2025 2025,23.5,05 Senterpartiet,3338 Nore og Uvdal
2021 2021,,06 Sosialistisk Venstreparti,3338 Nore og Uvdal
2025 2025,2.8,06 Sosialistisk Venstreparti,3338 Nore og Uvdal
2021 2021,,07 Venstre,3338 Nore og Uvdal
2025 2025,0.6,07 Venstre,3338 Nore og Uvdal
2021 2021,,08 Miljøpartiet de Grønne,3338 Nore og Uvdal
2025 2025,2.3,08 Miljøpartiet de Grønne,3338 Nore og Uvdal
2021 2021,,55 Rødt,3338 Nore og Uvdal
2025 2025,3.3,55 Rødt,3338 Nore og Uvdal
2021 2021,35.9,01 Arbeiderpartiet,3401 Kongsvinger
2025 2025,35.6,01 Arbeiderpartiet,3401 Kongsvinger
2021 2021,11.4,02 Fremskrittspartiet,3401 Kongsvinger
2025 2025,27.2,02 Fremskrittspartiet,3401 Kongsvinger
2021 2021,12.6,03 Høyre,3401 Kongsvinger
2025 2025,9.9,03 Høyre,3401 Kongsvinger
2021 2021,1.3,04 Kristelig Folkeparti,3401 Kongsvinger
2025 2025,1.7,04 Kristelig Folkeparti,3401 Kongsvinger
2021 2021,20.9,05 Senterpartiet,3401 Kongsvinger
2025 2025,7.8,05 Senterpartiet,3401 Kongsvinger
2021 2021,6.1,06 Sosialistisk Venstreparti,3401 Kongsvinger
2025 2025,3.8,06 Sosialistisk Venstreparti,3401 Kongsvinger
2021 2021,2.3,07 Venstre,3401 Kongsvinger
2025 2025,1.8,07 Venstre,3401 Kongsvinger
2021 2021,1.4,08 Miljøpartiet de Grønne,3401 Kongsvinger
2025 2025,2.1,08 Miljøpartiet de Grønne,3401 Kongsvinger
2021 2021,3.2,55 Rødt,3401 Kongsvinger
2025 2025,4.9,55 Rødt,3401 Kongsvinger
2021 2021,34.4,01 Arbeiderpartiet,3403 Hamar
