kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,d_sp_frp,kv_sp_t0,kv_d_sp,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,nettoinnfl_per1000,fodselsovsk_per1000,andel_67p_t0,andel_19_34_t0,d_andel_67p,andel_hoyutd_t0,inntekt_median_t0,andel_primaer_t0,andel_industri_t0,andel_offentlig_t0,reform_2017_20,d_ap_forrige,d_sp_forrige,d_h_forrige,h_resid_forrige,par
1531,Sula,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,4,737,False,4038.0,23.35,15.15,-8.2,19.91,23.39,3.48,11.29,18.8,7.51,30.81,24.51,-6.3,4.48,2.73,-1.75,2.82,6.74,3.92,4.73,3.53,-1.2,0.05,0.0,-0.05,0.4,0.15,-0.25,2.15,5.01,2.86,1.73,5.17,-2.15,6861.0,8.8336,3.0899,5.206,8.8908,21.717,13.5695,21.236,0.5264,13.6054,,,,,0,-4.55,-10.86,-3.45,-1.147639119649357,1993-1997→1997-2001
1532,Giske,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,4,714,False,3570.0,17.25,9.45,-7.8,15.21,21.15,5.94,10.87,19.54,8.67,35.99,30.04,-5.95,7.0,4.11,-2.89,2.52,5.56,3.04,8.49,6.5,-1.99,0.08,0.0,-0.08,0.48,0.25,-0.23,2.1,3.39,1.29,3.05,20.21,-8.89,6198.0,8.732,3.1784,3.0953,2.4201,29.5257,12.8267,21.991,-0.3169,12.3619,,,,,0,-3.16,-19.05,-2.49,-0.5162122558387465,1993-1997→1997-2001
1535,Vestnes,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,5,644,False,3624.0,24.75,16.83,-7.92,15.59,15.45,-0.14,9.66,17.18,7.52,25.91,23.12,-2.79,12.8,8.33,-4.47,2.92,8.65,5.73,6.32,5.22,-1.1,0.08,0.0,-0.08,0.36,0.72,0.36,1.6,4.5,2.9,-4.61,22.13,-3.72,6512.0,8.7814,-0.3993,1.1383,-7.8317,3.8391,14.957,21.7752,-0.5259,11.005,,,,,0,-3.26,-15.58,-0.92,0.3819642993343525,1993-1997→1997-2001
1539,Rauma,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,5,627,False,4473.0,28.26,21.52,-6.74,15.02,16.23,1.21,9.7,14.22,4.52,22.74,21.2,-1.54,13.39,9.06,-4.33,4.0,8.15,4.15,4.92,5.12,0.2,0.22,0.0,-0.22,0.74,0.26,-0.48,1.01,4.23,3.22,-3.12,25.63,-8.44,7646.0,8.9419,-2.9296,-5.1502,-22.2338,-6.5394,17.8656,21.0044,0.2428,11.8605,,,,,0,-0.12,-14.97,-1.94,-0.32911768580783995,1993-1997→1997-2001
1547,Aukra,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,5,616,False,1755.0,22.74,14.58,-8.16,13.11,15.84,2.73,6.84,13.8,6.96,30.37,28.43,-1.94,10.83,5.72,-5.11,4.33,9.34,5.01,9.69,7.59,-2.1,0.0,0.0,0.0,0.63,0.12,-0.51,1.48,4.58,3.1,-2.38,30.37,-9.55,2988.0,8.0024,-0.6693,-0.3693,-15.3949,8.7015,14.5917,20.3146,0.1657,13.4951,,,,,0,-1.34,-16.68,-3.15,-1.9555332101222649,1993-1997→1997-2001
1554,Averøy,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,5,611,False,3262.0,27.77,21.11,-6.66,11.31,14.51,3.2,4.69,10.28,5.59,15.57,14.3,-1.27,9.84,5.86,-3.98,2.33,6.57,4.24,27.31,22.95,-4.36,0.0,0.0,0.0,0.43,0.23,-0.2,0.74,4.19,3.45,-0.78,15.62,5.9,5569.0,8.625,-2.5319,-2.2686,-30.8853,5.5665,15.6761,21.7274,-0.5876,10.6373,,,,,0,-6.92,-17.48,-3.37,-2.6558322407917343,1993-1997→1997-2001
1557,Gjemnes,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,5,576,False,1681.0,23.08,18.05,-5.03,8.63,11.78,3.15,4.34,8.71,4.37,28.55,25.48,-3.07,23.5,16.58,-6.92,3.21,7.43,4.22,7.08,8.64,1.56,0.0,0.0,0.0,0.71,0.26,-0.45,0.89,3.07,2.18,-3.77,39.22,-10.59,2770.0,7.9266,-4.1155,-7.5531,-31.4079,-9.7473,17.2563,20.0,-0.6901,12.9322,,,,,0,-0.11,-20.3,-2.78,-2.2474017257400165,1993-1997→1997-2001
1560,Tingvoll,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,5,568,False,1958.0,33.86,27.7,-6.16,8.68,11.69,3.01,7.41,10.34,2.93,18.64,17.58,-1.06,18.13,14.55,-3.58,4.34,7.7,3.36,7.25,7.19,-0.06,0.2,0.0,-0.2,0.82,0.67,-0.15,0.66,2.58,1.92,-0.57,29.36,1.28,3142.0,8.0526,-0.4456,-9.0962,6.0471,-10.8211,20.3692,19.7327,-1.3155,14.3804,,,,,0,-2.27,-12.65,0.51,1.017298048008275,1993-1997→1997-2001
1563,Sunndal,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,5,640,False,4711.0,51.48,42.19,-9.29,9.23,10.68,1.45,8.98,11.16,2.18,11.82,11.04,-0.78,8.51,7.0,-1.51,4.84,10.94,6.1,3.42,3.71,0.29,0.13,0.0,-0.13,0.68,0.33,-0.35,0.91,2.95,2.04,-0.06,15.42,-4.19,7419.0,8.9118,0.0944,-1.2631,-0.8087,2.0218,16.4847,21.3775,0.3346,14.178,,,,,0,-0.97,-9.26,0.41,1.2360158285133356,1993-1997→1997-2001
1566,Surnadal,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,5,607,False,3629.0,39.85,31.42,-8.43,7.74,8.79,1.05,7.83,12.15,4.32,16.07,12.52,-3.55,19.21,20.49,1.28,3.39,8.24,4.85,4.3,3.48,-0.82,0.11,0.0,-0.11,0.28,0.24,-0.04,1.24,2.66,1.42,2.33,33.82,10.49,6372.0,8.7597,-1.946,-2.2375,-16.6353,-2.511,17.9535,21.6259,-1.0041,11.8889,,,,,0,-0.28,-13.38,0.81,1.2770078100017275,1993-1997→1997-2001
1573,Smøla,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,6,501,False,1509.0,32.67,23.05,-9.62,8.35,9.84,1.49,6.63,11.38,4.75,18.03,17.69,-0.34,15.9,7.86,-8.04,3.78,9.47,5.69,14.12,10.43,-3.69,0.07,0.0,-0.07,0.2,0.29,0.09,0.27,9.99,9.72,-6.55,15.75,-0.4,2526.0,7.8344,-4.711,-10.7527,-32.8583,-14.2518,18.1314,20.2296,0.7718,9.253,,,,,0,-0.17,-16.33,-3.12,-1.8500107384129842,1993-1997→1997-2001
1576,Aure,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,6,501,False,2322.0,30.66,23.74,-6.92,7.49,8.95,1.46,8.7,13.35,4.65,20.03,17.31,-2.72,18.73,13.73,-5.0,2.89,7.35,4.46,9.47,9.48,0.01,0.52,0.0,-0.52,0.73,0.39,-0.34,0.78,5.71,4.93,-3.54,25.71,-7.04,3959.0,8.2837,-4.3445,-2.8476,-34.6047,-7.8303,18.1864,21.0154,0.113,10.712,,,,,0,-0.87,-17.11,-0.74,0.39213371687491394,1993-1997→1997-2001
1577,Volda,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,4,705,False,5703.0,20.29,14.97,-5.32,7.79,10.23,2.44,13.27,15.56,2.29,24.83,24.18,-0.65,20.04,10.15,-9.89,5.44,12.39,6.95,7.01,7.88,0.87,0.19,0.0,-0.19,0.72,0.65,-0.07,0.42,3.99,3.57,-7.45,23.68,-4.98,9474.0,9.1563,0.6966,3.2803,-2.5332,8.7608,15.875,21.6698,-0.8017,22.0676,,,,,1,-0.46,-12.3,-0.57,1.4999545378028007,1993-1997→1997-2001
1578,Fjord,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,6,564,False,1812.0,18.71,12.91,-5.8,10.21,14.78,4.57,6.9,12.03,5.13,25.28,20.89,-4.39,25.33,19.39,-5.94,4.36,8.67,4.31,7.06,5.49,-1.57,0.0,0.0,0.0,0.99,0.62,-0.37,1.16,5.24,4.08,-1.37,32.24,0.65,3082.0,8.0333,-1.8819,-0.885,-23.3615,6.1648,18.5918,22.9396,-0.9662,12.5911,,,,,1,0.75,-17.73,-2.08,-1.110557162259905,1993-1997→1997-2001
1579,Hustadvika,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,5,651,False,6975.0,23.76,16.9,-6.86,16.54,19.44,2.9,6.9,13.8,6.9,25.79,22.75,-3.04,14.12,9.2,-4.92,2.45,6.35,3.9,8.03,8.14,0.11,0.04,0.0,-0.04,0.44,0.21,-0.23,1.92,3.22,1.3,-2.02,35.04,-12.95,12184.0,9.4079,0.6566,2.5504,-8.3716,15.9225,13.132,22.9481,-0.3058,10.6655,,,,,1,-0.66,-21.16,-1.81,-0.9695185959436986,1993-1997→1997-2001
1580,Haram,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,5,625,False,5171.0,21.25,14.06,-7.19,14.31,18.16,3.85,10.38,17.68,7.3,31.5,24.56,-6.94,10.62,7.26,-3.36,3.04,6.92,3.88,6.88,6.28,-0.6,0.12,0.0,-0.12,0.56,0.26,-0.3,1.33,4.82,3.49,0.49,14.18,1.28,8634.0,9.0635,1.83,2.7583,4.8645,13.3194,16.0528,21.6933,-0.061,11.8409,,,,,0,-4.31,-17.06,-0.61,0.8277834011678883,1993-1997→1997-2001
1804,Bodø,1997-2001,1997,2001,Nordland,Nord-Norge,3,793,False,23093.0,39.64,24.86,-14.78,12.67,15.04,2.37,14.57,18.3,3.73,11.69,10.54,-1.15,5.08,4.7,-0.38,7.44,15.13,7.69,3.46,2.42,-1.04,0.26,0.0,-0.26,1.29,0.88,-0.41,3.9,8.13,4.23,1.99,9.36,-2.58,41050.0,10.6225,3.8343,11.6688,7.2594,31.4982,9.9878,25.7905,0.1825,23.1395,,,,,0,0.88,-10.71,-2.84,0.008211539875175866,1993-1997→1997-2001
1806,Narvik,1997-2001,1997,2001,Nordland,Nord-Norge,4,686,True,12705.18,37.73,25.22,-12.51,14.7,15.59,0.89,9.76,15.26,5.5,12.55,11.98,-0.57,7.88,4.65,-3.23,7.8,15.66,7.86,3.2,2.02,-1.18,0.27,0.0,-0.27,1.15,0.62,-0.53,4.95,8.99,4.04,-2.34,10.81,-2.82,22510.4511,10.0217,-1.0885,-2.3755,-15.1964,4.2231,15.7406,22.0958,-0.0454,15.6656,,,,,1,-4.3,-9.55,-1.52,-0.031064772807472885,1993-1997→1997-2001
1811,Bindal,1997-2001,1997,2001,Nordland,Nord-Norge,6,426,False,1214.0,33.36,27.06,-6.3,5.19,7.63,2.44,3.95,6.33,2.38,18.37,16.74,-1.63,20.92,13.96,-6.96,7.83,11.88,4.05,5.27,2.95,-2.32,0.0,0.0,0.0,0.49,0.52,0.03,4.61,12.92,8.31,-4.52,0.0,12.32,2008.0,7.6049,-4.8307,-8.8698,-30.3785,-16.9323,19.7211,17.7291,-1.0398,8.349,,,,,0,4.33,-17.67,-1.86,-1.55992548864347,1993-1997→1997-2001
1812,Sømna,1997-2001,1997,2001,Nordland,Nord-Norge,6,505,False,1259.0,25.58,18.53,-7.05,5.56,6.62,1.06,5.16,7.53,2.37,18.03,13.81,-4.22,27.08,21.42,-5.66,8.74,15.3,6.56,3.26,0.74,-2.52,0.08,0.0,-0.08,0.87,0.66,-0.21,5.64,15.38,9.74,-4.6,0.0,29.09,2119.0,7.6587,-0.9438,-0.6626,-8.0227,-1.4158,16.9891,21.9915,-0.791,10.725,,,,,0,2.89,-21.33,0.19,0.19744939624837432,1993-1997→1997-2001
1813,Brønnøy,1997-2001,1997,2001,Nordland,Nord-Norge,5,613,False,3973.0,31.26,22.27,-8.99,9.97,10.88,0.91,8.1,11.9,3.8,14.1,10.53,-3.57,13.24,8.73,-4.51,10.07,14.4,4.33,3.3,1.92,-1.38,0.15,0.0,-0.15,1.13,0.73,-0.4,8.68,18.63,9.95,-3.6,27.97,-12.81,7206.0,8.8827,3.6497,7.8712,23.1751,14.1549,14.6822,23.4804,-0.6509,12.6068,,,,,0,-0.36,-19.07,-1.81,-0.6812328601854154,1993-1997→1997-2001
1815,Vega,1997-2001,1997,2001,Nordland,Nord-Norge,6,400,False,903.0,26.36,19.24,-7.12,7.53,7.08,-0.45,3.65,6.61,2.96,13.07,10.15,-2.92,24.14,16.88,-7.26,7.53,13.93,6.4,4.98,2.36,-2.62,0.11,0.0,-0.11,0.89,0.35,-0.54,11.74,23.38,11.64,-7.71,35.81,-1.78,1448.0,7.2779,-2.4862,-8.6675,-8.2873,-15.884,18.8536,18.7845,-0.5816,10.0257,,,,,0,1.36,-16.46,-1.99,-1.6970877495999424,1993-1997→1997-2001
1816,Vevelstad,1997-2001,1997,2001,Nordland,Nord-Norge,6,373,False,374.0,30.75,15.9,-14.85,4.81,6.42,1.61,7.75,7.95,0.2,13.1,11.93,-1.17,20.32,17.13,-3.19,7.75,11.62,3.87,2.67,0.61,-2.06,0.0,0.0,0.0,0.27,0.61,0.34,12.57,27.83,15.26,-1.58,39.41,-10.03,624.0,6.4362,-7.6923,-12.5948,-56.0897,-19.2308,19.0705,19.5513,-1.3622,10.7843,,,,,0,-1.12,-13.36,-1.58,-0.3189525621039886,1993-1997→1997-2001
1818,Herøy (Nordland),1997-2001,1997,2001,Nordland,Nord-Norge,6,480,False,1037.0,36.07,24.42,-11.65,10.22,9.85,-0.37,6.65,6.5,-0.15,14.95,11.11,-3.84,10.51,6.81,-3.7,4.73,9.43,4.7,3.18,1.57,-1.61,0.19,0.0,-0.19,0.77,0.84,0.07,12.73,29.45,16.72,-4.07,0.0,0.0,1934.0,7.5673,-3.1024,-8.9407,-8.7901,-23.2678,18.2006,20.424,-1.3917,8.458,,,,,0,-4.99,-15.81,-1.48,-0.6237963112269034,1993-1997→1997-2001
1820,Alstahaug,1997-2001,1997,2001,Nordland,Nord-Norge,5,653,False,3902.0,35.47,22.38,-13.09,13.71,12.23,-1.48,9.46,14.3,4.84,11.25,8.82,-2.43,9.58,7.49,-2.09,6.82,12.6,5.78,3.92,2.34,-1.58,0.21,0.0,-0.21,2.13,2.66,0.53,7.46,17.18,9.72,-3.57,16.06,-3.6,7418.0,8.9117,-0.1887,-1.1614,-12.5371,10.7846,10.8924,24.0226,0.1286,15.9475,,,,,0,-3.21,-11.8,-2.72,-0.9885805597361057,1993-1997→1997-2001
1822,Leirfjord,1997-2001,1997,2001,Nordland,Nord-Norge,6,559,False,1207.0,33.39,22.88,-10.51,9.78,11.49,1.71,4.06,6.82,2.76,12.43,9.41,-3.02,21.79,18.57,-3.22,5.8,13.13,7.33,3.4,1.12,-2.28,0.25,0.0,-0.25,1.57,1.55,-0.02,7.54,15.03,7.49,-1.51,24.26,2.43,2349.0,7.7617,-5.5343,-6.6077,-34.4828,-20.8599,17.9225,19.1997,-0.8878,9.9438,,,,,0,-0.67,-15.02,-2.17,-1.8863679345727513,1993-1997→1997-2001
1824,Vefsn,1997-2001,1997,2001,Nordland,Nord-Norge,4,686,False,7945.0,45.46,32.94,-12.52,11.59,13.02,1.43,7.75,11.72,3.97,10.08,9.23,-0.85,10.5,8.66,-1.84,6.88,13.65,6.77,3.05,1.82,-1.23,0.14,0.0,-0.14,1.07,1.06,-0.01,3.47,7.91,4.44,-0.41,14.8,-3.34,13635.0,9.5204,-0.9828,0.6261,-19.0686,9.2409,13.8907,23.2343,0.6934,14.3041,,,,,0,0.0,-9.8,-1.87,-0.8379582135316594,1993-1997→1997-2001
1825,Grane,1997-2001,1997,2001,Nordland,Nord-Norge,6,494,False,964.0,46.16,39.36,-6.8,8.92,8.2,-0.72,4.05,7.43,3.38,9.65,10.75,1.1,19.5,16.41,-3.09,4.46,8.87,4.41,1.66,0.33,-1.33,0.0,0.0,0.0,0.62,0.44,-0.18,4.98,8.2,3.22,-3.81,24.09,-24.09,1654.0,7.411,-2.5998,-6.0093,-25.393,-0.6046,18.6215,19.5889,0.1246,9.1046,,,,,0,1.22,-8.74,-1.62,-1.398898273734956,1993-1997→1997-2001
1826,Aarborte - Hattfjelldal,1997-2001,1997,2001,Nordland,Nord-Norge,6,453,False,1053.0,41.12,34.72,-6.4,4.46,6.22,1.76,3.23,4.87,1.64,10.45,11.09,0.64,30.58,28.19,-2.39,4.75,7.98,3.23,3.32,1.45,-1.87,0.09,0.0,-0.09,0.47,0.41,-0.06,1.52,5.08,3.56,-0.63,39.73,-2.4,1640.0,7.4025,-0.4878,-5.5556,-1.2195,-3.6585,17.8659,21.8293,-1.1379,9.3423,,,,,0,2.09,-7.37,-0.19,-0.5039549190050591,1993-1997→1997-2001
1827,Dønna,1997-2001,1997,2001,Nordland,Nord-Norge,6,429,False,919.0,27.75,18.83,-8.92,9.9,7.95,-1.95,7.29,7.95,0.66,11.21,8.77,-2.44,17.52,15.2,-2.32,7.73,8.65,0.92,2.18,0.23,-1.95,0.0,0.0,0.0,1.74,1.52,-0.22,14.69,30.88,16.19,-4.27,18.43,7.12,1678.0,7.4254,-4.9464,-11.0429,-35.7569,-13.1108,18.5936,20.441,-0.976,11.0778,,,,,0,-2.32,-14.86,-3.39,-1.8298214548139697,1993-1997→1997-2001
1828,Nesna,1997-2001,1997,2001,Nordland,Nord-Norge,6,494,False,1043.0,32.12,17.91,-14.21,7.09,12.74,5.65,9.68,9.65,-0.03,11.31,9.95,-1.36,14.86,12.44,-2.42,8.72,18.31,9.59,4.12,2.89,-1.23,0.1,0.0,-0.1,1.82,1.09,-0.73,10.16,15.02,4.86,3.23,23.81,-6.48,1836.0,7.5153,4.1939,8.3853,27.2331,14.1612,16.5033,22.3312,-1.9711,18.4898,,,,,0,0.46,-14.79,-0.17,1.0216860924493223,1993-1997→1997-2001
1832,Hemnes,1997-2001,1997,2001,Nordland,Nord-Norge,5,567,False,2874.0,36.88,27.51,-9.37,9.15,11.92,2.77,7.2,9.71,2.51,11.27,10.55,-0.72,18.27,12.42,-5.85,8.35,15.44,7.09,2.4,1.38,-1.02,0.03,0.0,-0.03,1.25,0.46,-0.79,5.18,10.62,5.44,-3.08,20.18,11.44,4733.0,8.4623,-1.479,-3.6968,-7.1836,-7.8175,17.1773,20.0085,-0.0424,10.0157,,,,,0,0.15,-11.65,-1.1,-0.28793377085436567,1993-1997→1997-2001
1833,Rana - Raane,1997-2001,1997,2001,Nordland,Nord-Norge,4,713,False,14193.0,48.4,32.35,-16.05,10.18,11.86,1.68,7.24,12.24,5.0,8.38,7.49,-0.89,5.79,4.39,-1.4,12.13,21.03,8.9,2.62,2.05,-0.57,0.1,0.0,-0.1,1.66,0.91,-0.75,3.49,7.68,4.19,0.28,11.59,-4.42,25261.0,10.137,0.0673,2.5851,-16.3097,16.7848,13.2457,23.5897,0.3946,14.7343,,,,,0,0.04,-7.73,-1.79,-0.8959912062413455,1993-1997→1997-2001
1834,Lurøy,1997-2001,1997,2001,Nordland,Nord-Norge,6,362,False,1263.0,27.4,18.64,-8.76,8.39,6.82,-1.57,6.33,9.1,2.77,15.36,13.65,-1.71,16.47,11.99,-4.48,6.33,9.1,2.77,3.48,2.1,-1.38,0.0,0.0,0.0,0.63,0.26,-0.37,15.6,28.35,12.75,-6.05,30.3,-7.86,2189.0,7.6912,-3.3349,-5.9556,-26.9529,-7.7661,17.4052,21.471,-0.3447,8.9647,,,,,0,-0.29,-19.81,-2.84,-1.6532927116400369,1993-1997→1997-2001
1835,Træna,1997-2001,1997,2001,Nordland,Nord-Norge,6,323,False,290.0,17.59,13.13,-4.46,3.45,4.25,0.8,6.55,6.18,-0.37,15.52,14.29,-1.23,13.45,10.04,-3.41,2.76,5.02,2.26,3.45,0.77,-2.68,0.0,0.0,0.0,0.34,0.0,-0.34,36.9,46.33,9.43,-2.61,31.79,-31.79,520.0,6.2538,-10.7692,-7.7535,-105.7692,-1.9231,17.1154,23.8462,0.9881,10.3194,,,,,0,-1.2,-31.59,-4.8,-3.098283648475199,1993-1997→1997-2001
1836,Rødøy,1997-2001,1997,2001,Nordland,Nord-Norge,6,338,False,894.0,22.26,10.77,-11.49,6.82,6.98,0.16,4.25,4.77,0.52,27.96,23.13,-4.83,16.78,11.38,-5.4,3.91,7.34,3.43,2.57,1.59,-0.98,0.0,0.0,0.0,0.67,0.24,-0.43,14.77,33.78,19.01,-5.24,26.13,9.36,1651.0,7.4091,-7.3289,-11.3043,-85.4028,12.7196,17.3834,20.109,0.0676,9.708,,,,,0,0.43,-25.29,-2.78,-2.116889155958427,1993-1997→1997-2001
1837,Meløy,1997-2001,1997,2001,Nordland,Nord-Norge,6,488,False,3899.0,34.29,22.71,-11.58,9.52,11.92,2.4,9.64,12.74,3.1,18.24,15.75,-2.49,9.93,6.49,-3.44,5.72,11.24,5.52,3.18,2.31,-0.87,0.13,0.0,-0.13,0.77,0.19,-0.58,8.59,16.65,8.06,-1.04,28.47,-12.67,6931.0,8.8438,-1.7025,-3.7984,-27.9902,10.9652,15.5966,22.0747,0.2701,10.8902,,,,,0,0.84,-16.24,-1.8,-0.17754446048424133,1993-1997→1997-2001
1838,Gildeskål,1997-2001,1997,2001,Nordland,Nord-Norge,6,478,False,1460.0,33.15,22.98,-10.17,10.55,13.93,3.38,8.9,12.4,3.5,15.82,13.77,-2.05,12.53,9.59,-2.94,4.79,9.51,4.72,3.97,3.88,-0.09,0.07,0.0,-0.07,0.68,0.53,-0.15,9.52,13.39,3.87,0.44,25.41,-13.01,2458.0,7.8071,-7.7299,-11.7853,-52.4817,-25.2238,21.725,18.2262,-0.2523,11.4737,,,,,0,1.67,-16.28,-2.62,-0.9154991969706896,1993-1997→1997-2001
1839,Beiarn,1997-2001,1997,2001,Nordland,Nord-Norge,6,448,False,836.0,41.87,28.3,-13.57,9.93,11.4,1.47,5.62,8.52,2.9,8.97,10.03,1.06,23.21,16.9,-6.31,4.9,9.48,4.58,0.84,0.82,-0.02,0.0,0.0,0.0,1.2,0.27,-0.93,3.47,14.29,10.82,-4.84,0.0,26.68,1410.0,7.2513,-9.5745,-14.3145,-84.3972,-11.3475,17.7305,19.2199,1.2499,7.754,,,,,0,0.9,-10.04,-1.39,-0.7914397141361104,1993-1997→1997-2001
1840,Saltdal,1997-2001,1997,2001,Nordland,Nord-Norge,5,603,False,2819.0,40.94,26.72,-14.22,12.03,20.98,8.95,9.4,11.25,1.85,9.76,8.42,-1.34,9.08,7.57,-1.51,8.12,14.63,6.51,3.83,2.06,-1.77,0.39,0.0,-0.39,1.92,0.96,-0.96,4.54,7.42,2.88,7.44,19.26,0.91,5067.0,8.5305,-3.809,-5.5975,-29.0112,-9.2757,14.7227,22.163,0.583,14.6712,,,,,0,0.93,-9.85,-1.37,0.04378586959086617,1993-1997→1997-2001
1841,Fauske - Fuossko,1997-2001,1997,2001,Nordland,Nord-Norge,4,679,False,5726.0,44.74,31.36,-13.38,15.98,19.13,3.15,9.08,11.26,2.18,8.84,7.39,-1.45,5.38,5.61,0.23,6.81,14.6,7.79,4.3,2.61,-1.69,0.12,0.0,-0.12,1.14,0.68,-0.46,3.62,7.36,3.74,3.38,7.18,-3.03,9769.0,9.187,-1.1465,-3.43,-20.3706,9.1105,14.7405,22.3257,-0.3779,13.7025,,,,,0,1.98,-9.01,-1.17,0.07229500113875287,1993-1997→1997-2001
1845,Sørfold - Fuolldá,1997-2001,1997,2001,Nordland,Nord-Norge,6,547,False,1486.0,45.9,32.36,-13.54,9.62,9.88,0.26,5.05,6.95,1.9,10.7,10.61,-0.09,11.71,13.98,2.27,6.26,10.83,4.57,1.95,0.88,-1.07,0.0,0.0,0.0,1.21,0.95,-0.26,7.6,13.54,5.94,2.53,27.43,18.08,2536.0,7.8383,-7.2555,-16.7728,-58.7539,-13.4069,17.429,20.0315,-0.5923,10.6582,,,,,0,5.05,-18.0,-0.73,-0.44480769163049266,1993-1997→1997-2001
1848,Steigen,1997-2001,1997,2001,Nordland,Nord-Norge,6,403,False,1730.0,25.61,17.67,-7.94,9.13,9.93,0.8,4.68,6.37,1.69,17.57,17.6,0.03,18.73,15.48,-3.25,4.91,9.49,4.58,4.62,3.0,-1.62,0.06,0.0,-0.06,1.68,0.94,-0.74,13.01,19.54,6.53,-2.45,30.29,-7.98,3091.0,8.0362,-5.0146,-10.0766,-27.1757,-22.9699,20.4788,17.7936,-1.2349,9.5277,,,,,0,0.18,-22.8,-1.68,-1.206188374092141,1993-1997→1997-2001
1851,Lødingen,1997-2001,1997,2001,Nordland,Nord-Norge,6,537,False,1532.0,25.59,15.71,-9.88,9.6,13.34,3.74,10.97,18.15,7.18,16.45,10.83,-5.62,10.57,9.61,-0.96,7.25,11.26,4.01,6.14,5.95,-0.19,0.13,0.0,-0.13,0.65,0.57,-0.08,12.66,14.56,1.9,2.78,11.72,-5.7,2576.0,7.854,-6.7547,-14.1836,-49.3012,-19.4099,18.3618,18.7112,-0.0021,13.6646,,,,,0,-6.5,-12.57,-6.43,-3.257657140703473,1993-1997→1997-2001
1853,Evenes - Evenássi,1997-2001,1997,2001,Nordland,Nord-Norge,6,528,False,935.0,29.63,19.22,-10.41,14.01,15.9,1.89,7.38,11.67,4.29,15.08,12.7,-2.38,17.11,10.98,-6.13,6.31,11.67,5.36,4.28,4.0,-0.28,0.11,0.0,-0.11,0.75,0.46,-0.29,5.35,13.39,8.04,-4.24,42.41,-4.03,1543.0,7.3415,-2.5275,-11.8406,-10.3694,-20.7388,19.8315,19.2482,-0.882,11.2753,,,,,0,-5.39,-11.21,-3.54,-1.9684683045790392,1993-1997→1997-2001
1856,Røst,1997-2001,1997,2001,Nordland,Nord-Norge,6,366,False,375.0,42.67,27.14,-15.53,7.47,8.57,1.1,5.07,11.43,6.36,10.13,8.86,-1.27,7.2,3.14,-4.06,2.67,5.14,2.47,4.27,3.14,-1.13,0.27,0.0,-0.27,0.8,0.57,-0.23,19.47,32.0,12.53,-2.96,0.0,0.0,695.0,6.5439,-6.1871,4.9919,-57.554,-4.3165,15.9712,22.446,0.2864,7.9482,,,,,0,10.64,-26.23,0.33,0.34737790909862554,1993-1997→1997-2001
1857,Værøy,1997-2001,1997,2001,Nordland,Nord-Norge,6,370,False,452.0,28.32,24.63,-3.69,8.19,10.95,2.76,5.53,5.22,-0.31,14.6,11.94,-2.66,10.84,6.72,-4.12,1.99,7.71,5.72,1.77,0.25,-1.52,0.22,0.0,-0.22,0.44,0.0,-0.44,28.1,32.59,4.49,-1.36,0.0,0.0,837.0,6.7298,-7.049,-10.882,-84.8268,15.5317,16.129,23.6559,0.0663,7.8341,,,,,0,-5.25,-19.4,-1.61,-0.9231405829242615,1993-1997→1997-2001
1859,Flakstad,1997-2001,1997,2001,Nordland,Nord-Norge,6,522,False,867.0,18.34,12.98,-5.36,6.69,8.65,1.96,5.77,7.63,1.86,20.18,15.9,-4.28,20.65,19.85,-0.8,5.31,8.91,3.6,1.5,1.4,-0.1,0.12,0.0,-0.12,0.69,0.25,-0.44,20.76,24.43,3.67,1.16,17.26,-4.13,1628.0,7.3951,-4.5455,-3.9555,-49.7543,4.2998,16.4619,20.9459,0.7196,7.7107,,,,,0,0.1,-30.14,-0.42,-0.11351839471473696,1993-1997→1997-2001
