kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,reform_2017_20,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst
1867,Bø,2019-2023,2019,2023,Nordland,Nord-Norge,6,497,False,False,1550.0,8.0,8.24,0.24,4.06,7.43,3.37,57.55,49.49,-8.06,0.0,0.0,0.0,21.03,11.14,-9.89,5.74,0.0,-5.74,3.61,15.94,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77,7.77,2616.0,7.8694,-1.2232,-2.6375
1868,Øksnes,2019-2023,2019,2023,Nordland,Nord-Norge,5,584,False,False,2151.0,25.29,18.97,-6.32,9.9,13.38,3.48,8.32,30.06,21.74,3.35,0.0,-3.35,36.31,21.41,-14.9,7.35,16.17,8.82,7.62,0.0,-7.62,0.0,0.0,0.0,1.86,0.0,-1.86,0.0,0.0,0.0,4449.0,8.4004,1.8881,1.364
1870,Sortland - Suortá,2019-2023,2019,2023,Nordland,Nord-Norge,4,670,False,False,4983.0,17.36,14.54,-2.82,6.8,8.72,1.92,25.91,42.68,16.77,1.3,0.0,-1.3,26.51,8.83,-17.68,8.65,5.98,-2.67,0.9,2.99,2.09,2.81,2.68,-0.13,8.97,9.08,0.11,0.78,4.51,3.73,10518.0,9.2608,0.4088,4.751
1871,Andøy,2019-2023,2019,2023,Nordland,Nord-Norge,6,517,False,False,2682.0,12.9,34.74,21.84,4.21,8.78,4.57,5.74,20.91,15.17,2.35,0.0,-2.35,56.0,12.59,-43.41,9.62,13.13,3.51,0.0,5.42,5.42,7.2,4.43,-2.77,1.98,0.0,-1.98,0.0,0.0,0.0,4771.0,8.4703,-4.0662,-8.8973
1874,Moskenes,2019-2023,2019,2023,Nordland,Nord-Norge,6,442,False,False,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.92,25.23,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.08,74.77,-9.31,1039.0,6.946,-5.7748,-12.4329
1875,Hábmer - Hamarøy,2019-2023,2019,2023,Nordland,Nord-Norge,6,405,False,True,1580.0,22.28,16.23,-6.05,7.41,8.87,1.46,25.13,30.38,5.25,0.0,3.98,3.98,30.38,27.05,-3.33,7.97,5.35,-2.62,6.84,5.8,-1.04,0.0,2.35,2.35,0.0,0.0,0.0,0.0,0.0,0.0,2859.0,7.9582,-6.191,-8.589
3101,Halden,2019-2023,2019,2023,Østfold,Østlandet,3,842,False,False,14844.0,17.54,20.28,2.74,6.97,7.1,0.13,27.9,27.32,-0.58,3.22,3.49,0.27,13.72,5.51,-8.21,5.01,4.71,-0.3,2.65,1.31,-1.34,7.13,3.74,-3.39,7.03,5.55,-1.48,8.84,20.99,12.15,31177.0,10.3474,1.7737,6.1914
3103,Moss,2019-2023,2019,2023,Østfold,Østlandet,2,900,False,True,23864.0,27.62,24.01,-3.61,8.73,13.44,4.71,18.99,26.44,7.45,2.41,2.09,-0.32,7.21,2.47,-4.74,6.0,5.54,-0.46,4.63,3.81,-0.82,5.87,3.67,-2.2,7.04,5.2,-1.84,11.49,13.32,1.83,48871.0,10.7969,4.8475,11.5004
3105,Sarpsborg,2019-2023,2019,2023,Østfold,Østlandet,2,877,False,False,25124.0,34.46,27.63,-6.83,10.36,15.76,5.4,9.8,26.44,16.64,4.0,3.9,-0.1,10.79,3.6,-7.19,2.42,3.37,0.95,1.24,1.44,0.2,3.96,2.35,-1.61,4.21,3.68,-0.53,18.77,11.83,-6.94,55997.0,10.9331,5.4306,9.9486
3107,Fredrikstad,2019-2023,2019,2023,Østfold,Østlandet,2,870,False,False,37497.0,36.31,24.49,-11.82,12.53,14.46,1.93,15.26,24.45,9.19,3.53,2.94,-0.59,6.64,2.44,-4.2,4.43,5.26,0.83,1.46,3.2,1.74,6.93,4.54,-2.39,4.99,3.93,-1.06,7.9,14.29,6.39,81772.0,11.3117,3.2676,9.9431
3110,Hvaler,2019-2023,2019,2023,Østfold,Østlandet,4,723,False,False,2767.0,35.96,38.13,2.17,18.21,16.28,-1.93,8.49,15.63,7.14,0.0,0.0,0.0,13.05,9.0,-4.05,7.23,7.39,0.16,0.0,2.34,2.34,5.42,4.02,-1.4,0.0,0.0,0.0,11.64,7.21,-4.43,4599.0,8.4336,3.5442,11.1578
3112,Råde,2019-2023,2019,2023,Østfold,Østlandet,3,836,False,False,3671.0,15.61,19.21,3.6,8.44,12.85,4.41,37.92,42.03,4.11,6.86,8.94,2.08,21.41,11.23,-10.18,0.0,0.0,0.0,1.91,0.0,-1.91,5.94,5.74,-0.2,1.91,0.0,-1.91,0.0,0.0,0.0,7542.0,8.9282,10.2758,17.9215
3114,Våler (Østfold),2019-2023,2019,2023,Østfold,Østlandet,3,824,False,False,2663.0,11.15,9.82,-1.33,7.29,10.09,2.8,29.85,34.23,4.38,5.03,4.39,-0.64,38.0,40.35,2.35,4.88,0.0,-4.88,0.0,0.0,0.0,0.0,0.0,0.0,3.79,0.0,-3.79,0.0,1.12,1.12,5593.0,8.6293,7.6882,24.0066
3116,Skiptvet,2019-2023,2019,2023,Østfold,Østlandet,3,792,False,False,1865.0,36.57,34.57,-2.0,6.6,12.03,5.43,11.37,23.05,11.68,5.47,6.69,1.22,40.0,23.66,-16.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3797.0,8.242,2.344,5.9433
3118,Indre Østfold,2019-2023,2019,2023,Østfold,Østlandet,3,858,False,True,20012.0,19.89,16.66,-3.23,7.85,12.13,4.28,25.63,24.01,-1.62,3.41,4.15,0.74,31.01,22.36,-8.65,3.58,4.5,0.92,1.97,2.82,0.85,3.73,2.96,-0.77,2.36,2.55,0.19,0.56,7.84,7.28,44320.0,10.6992,4.6525,9.8137
3120,Rakkestad,2019-2023,2019,2023,Østfold,Østlandet,3,785,False,False,3970.0,25.74,20.32,-5.42,7.18,11.21,4.03,10.68,13.25,2.57,7.71,9.4,1.69,45.26,41.59,-3.67,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.0,-3.43,0.0,4.22,4.22,0.0,0.0,0.0,8230.0,9.0155,1.7132,6.5013
3122,Marker,2019-2023,2019,2023,Østfold,Østlandet,4,732,False,False,1888.0,35.38,37.62,2.24,0.0,0.0,0.0,12.08,0.0,-12.08,0.0,0.0,0.0,44.33,31.8,-12.53,0.0,0.0,0.0,8.21,6.67,-1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.91,23.91,3592.0,8.1865,1.3085,1.4497
3124,Aremark,2019-2023,2019,2023,Østfold,Østlandet,5,662,False,False,834.0,21.58,13.96,-7.62,0.0,0.0,0.0,17.15,23.3,6.15,9.35,11.04,1.69,51.92,51.7,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.0,7.213,-2.0634,-6.7368
3201,Bærum,2019-2023,2019,2023,Akershus,Oslo/Akershus,1,966,False,False,68196.0,14.8,12.58,-2.22,7.12,7.05,-0.07,42.41,47.57,5.16,1.75,1.85,0.1,3.38,0.97,-2.41,4.18,4.59,0.41,9.79,11.85,2.06,10.82,5.87,-4.95,2.71,2.33,-0.38,3.04,5.34,2.3,126841.0,11.7507,2.3912,11.3107
3203,Asker,2019-2023,2019,2023,Akershus,Oslo/Akershus,2,910,False,True,48626.0,16.08,12.35,-3.73,7.26,8.08,0.82,43.1,45.79,2.69,1.93,1.84,-0.09,5.97,2.46,-3.51,4.56,5.3,0.74,5.83,7.54,1.71,10.5,7.23,-3.27,2.52,2.54,0.02,2.24,6.86,4.62,93679.0,11.4476,4.382,12.6323
3205,Lillestrøm,2019-2023,2019,2023,Akershus,Oslo/Akershus,1,940,False,True,39411.0,29.91,23.97,-5.94,10.65,12.88,2.23,19.59,28.29,8.7,2.4,2.2,-0.2,11.93,5.47,-6.46,4.97,5.89,0.92,2.88,3.89,1.01,6.39,3.45,-2.94,2.59,2.55,-0.04,8.7,11.41,2.71,85757.0,11.3593,6.7143,17.7723
3207,Nordre Follo,2019-2023,2019,2023,Akershus,Oslo/Akershus,2,923,False,True,31002.0,23.4,18.16,-5.24,8.34,10.58,2.24,29.95,37.7,7.75,2.52,2.52,0.0,7.1,2.67,-4.43,5.39,6.53,1.14,6.09,7.02,0.93,10.15,5.62,-4.53,3.01,2.44,-0.57,4.05,6.77,2.72,58237.0,10.9723,6.8822,12.6199
3209,Ullensaker,2019-2023,2019,2023,Akershus,Oslo/Akershus,2,920,False,False,16278.0,26.95,22.86,-4.09,29.56,29.43,-0.13,14.76,22.04,7.28,1.89,1.8,-0.09,12.6,8.96,-3.64,4.07,3.87,-0.2,3.0,3.85,0.85,3.84,2.57,-1.27,2.91,3.17,0.26,0.42,1.44,1.02,38234.0,10.5515,12.1149,35.0408
3212,Nesodden,2019-2023,2019,2023,Akershus,Oslo/Akershus,3,850,False,False,10810.0,19.7,22.9,3.2,5.94,5.58,-0.36,21.17,23.39,2.22,2.64,2.56,-0.08,5.88,1.98,-3.9,12.46,9.01,-3.45,5.66,7.6,1.94,14.78,12.49,-2.29,11.77,10.87,-0.9,0.0,3.64,3.64,19488.0,9.8776,4.2796,12.9125
3214,Frogn,2019-2023,2019,2023,Akershus,Oslo/Akershus,2,891,False,False,8771.0,16.71,12.61,-4.1,6.54,9.03,2.49,34.86,38.95,4.09,4.4,1.18,-3.22,6.93,6.08,-0.85,6.48,7.69,1.21,7.8,6.31,-1.49,9.52,4.89,-4.63,2.6,2.95,0.35,4.15,10.31,6.16,15761.0,9.6653,2.1889,4.1179
3216,Vestby,2019-2023,2019,2023,Akershus,Oslo/Akershus,2,877,False,False,8790.0,31.26,26.3,-4.96,8.1,10.19,2.09,19.22,27.2,7.98,1.91,1.9,-0.01,8.36,5.43,-2.93,4.86,5.08,0.22,3.44,5.22,1.78,10.16,7.4,-2.76,3.22,3.17,-0.05,9.48,8.11,-1.37,17824.0,9.7883,7.0972,22.3262
3218,Ås,2019-2023,2019,2023,Akershus,Oslo/Akershus,2,895,False,False,9724.0,26.71,18.62,-8.09,9.72,11.2,1.48,18.49,29.08,10.59,2.46,1.92,-0.54,12.46,6.36,-6.1,8.57,9.6,1.03,4.78,5.76,0.98,12.11,7.63,-4.48,4.7,4.16,-0.54,0.0,5.68,5.68,20335.0,9.9201,4.9914,21.5278
3220,Enebakk,2019-2023,2019,2023,Akershus,Oslo/Akershus,3,827,False,False,5204.0,27.42,22.19,-5.23,13.37,18.1,4.73,22.71,27.01,4.3,2.52,3.01,0.49,22.06,14.89,-7.17,4.59,5.61,1.02,2.08,4.54,2.46,2.82,1.96,-0.86,2.42,2.7,0.28,0.0,0.0,0.0,11026.0,9.308,3.3194,7.8788
3222,Lørenskog,2019-2023,2019,2023,Akershus,Oslo/Akershus,1,978,False,False,18674.0,33.65,23.74,-9.91,10.55,12.89,2.34,25.73,33.86,8.13,2.19,1.91,-0.28,7.37,4.25,-3.12,6.34,6.29,-0.05,4.24,6.5,2.26,6.27,4.4,-1.87,3.67,3.04,-0.63,0.0,3.12,3.12,40106.0,10.5993,16.6833,36.3549
3224,Rælingen,2019-2023,2019,2023,Akershus,Oslo/Akershus,1,948,False,False,8461.0,43.28,38.19,-5.09,9.53,9.76,0.23,20.75,27.76,7.01,2.47,2.43,-0.04,6.96,3.4,-3.56,4.94,4.65,-0.29,3.29,3.86,0.57,4.33,3.45,-0.88,2.61,1.78,-0.83,1.84,4.73,2.89,18161.0,9.807,8.0227,19.4762
3226,Aurskog-Høland,2019-2023,2019,2023,Akershus,Oslo/Akershus,3,797,False,True,8372.0,39.06,36.72,-2.34,12.47,19.27,6.8,9.07,10.71,1.64,5.91,5.64,-0.27,25.54,18.57,-6.97,2.56,3.39,0.83,0.86,1.33,0.47,2.31,1.13,-1.18,2.23,3.25,1.02,0.0,0.0,0.0,17173.0,9.7511,4.4954,12.5008
3228,Nes,2019-2023,2019,2023,Akershus,Oslo/Akershus,3,826,False,False,10658.0,34.38,25.16,-9.22,12.48,21.16,8.68,12.15,18.98,6.83,2.96,2.13,-0.83,21.58,11.37,-10.21,0.0,0.0,0.0,2.55,3.62,1.07,5.28,4.64,-0.64,0.0,0.0,0.0,8.61,12.94,4.33,21885.0,9.9936,10.9573,22.5238
3230,Gjerdrum,2019-2023,2019,2023,Akershus,Oslo/Akershus,2,880,False,False,3419.0,26.0,22.16,-3.84,8.66,12.6,3.94,25.83,32.12,6.29,4.27,4.26,-0.01,22.58,13.76,-8.82,3.04,4.06,1.02,2.92,5.11,2.19,6.7,5.93,-0.77,0.0,0.0,0.0,0.0,0.0,0.0,6823.0,8.8281,6.7712,16.2995
3232,Nittedal,2019-2023,2019,2023,Akershus,Oslo/Akershus,2,886,False,False,12026.0,25.1,18.89,-6.21,11.78,12.48,0.7,25.44,32.57,7.13,2.51,2.4,-0.11,10.59,4.84,-5.75,5.42,7.79,2.37,6.42,8.38,1.96,8.34,5.97,-2.37,3.84,2.87,-0.97,0.55,3.8,3.25,24089.0,10.0895,5.6084,15.789
3234,Lunner,2019-2023,2019,2023,Akershus,Oslo/Akershus,3,785,False,False,4621.0,37.18,42.36,5.18,8.29,9.2,0.91,15.13,20.33,5.2,0.0,0.0,0.0,22.18,11.94,-10.24,4.78,4.21,-0.57,2.66,3.04,0.38,5.28,3.1,-2.18,4.5,3.69,-0.81,0.0,2.13,2.13,9051.0,9.1106,2.8284,4.8086
3236,Jevnaker,2019-2023,2019,2023,Akershus,Oslo/Akershus,3,793,False,False,3432.0,43.65,48.43,4.78,10.81,14.53,3.72,12.09,16.38,4.29,0.0,0.0,0.0,16.93,7.16,-9.77,11.6,7.22,-4.38,0.0,0.0,0.0,4.92,2.84,-2.08,0.0,3.45,3.45,0.0,0.0,0.0,6846.0,8.8314,2.1034,8.473
3238,Nannestad,2019-2023,2019,2023,Akershus,Oslo/Akershus,3,834,False,False,6011.0,29.13,25.58,-3.55,10.95,13.91,2.96,14.64,18.05,3.41,2.7,3.76,1.06,16.02,8.84,-7.18,2.65,3.2,0.55,4.64,2.38,-2.26,4.23,2.44,-1.79,1.95,2.2,0.25,13.11,19.64,6.53,13682.0,9.5238,13.5068,34.9848
3240,Eidsvoll,2019-2023,2019,2023,Akershus,Oslo/Akershus,3,851,False,False,11340.0,23.37,21.46,-1.91,12.41,13.83,1.42,16.94,32.03,15.09,2.22,2.04,-0.18,26.07,7.98,-18.09,4.48,6.17,1.69,1.81,2.59,0.78,4.93,2.88,-2.05,3.28,3.16,-0.12,4.5,7.85,3.35,24919.0,10.1234,9.7075,23.4667
3242,Hurdal,2019-2023,2019,2023,Akershus,Oslo/Akershus,4,736,False,False,1502.0,16.98,13.48,-3.5,9.59,17.83,8.24,11.65,10.84,-0.81,6.19,6.42,0.23,26.03,24.47,-1.56,0.0,0.0,0.0,4.99,5.71,0.72,6.72,3.78,-2.94,0.0,0.0,0.0,17.84,17.48,-0.36,2864.0,7.96,2.7933,9.6462
3301,Drammen,2019-2023,2019,2023,Buskerud,Østlandet,2,912,False,True,47682.0,26.16,21.91,-4.25,10.7,15.53,4.83,25.65,30.19,4.54,2.25,2.73,0.48,7.97,2.69,-5.28,4.49,4.6,0.11,2.09,5.15,3.06,8.59,3.63,-4.96,2.51,3.42,0.91,9.59,10.15,0.56,100581.0,11.5187,2.6943,7.9513
3303,Kongsberg,2019-2023,2019,2023,Buskerud,Østlandet,3,848,False,False,13251.0,20.35,19.02,-1.33,4.44,6.65,2.21,16.01,27.39,11.38,0.0,1.93,1.93,25.64,16.34,-9.3,5.06,6.62,1.56,3.18,3.49,0.31,7.08,4.25,-2.83,1.81,1.77,-0.04,16.42,12.54,-3.88,27481.0,10.2213,4.7742,11.2257
3305,Ringerike,2019-2023,2019,2023,Buskerud,Østlandet,3,838,False,False,14169.0,27.26,22.35,-4.91,9.92,10.68,0.76,18.85,24.53,5.68,2.0,1.99,-0.01,24.33,13.38,-10.95,5.42,6.18,0.76,2.72,3.54,0.82,4.55,1.91,-2.64,3.95,4.11,0.16,1.0,11.33,10.33,30442.0,10.3236,3.2915,6.9524
3310,Hole,2019-2023,2019,2023,Buskerud,Østlandet,3,832,False,False,3471.0,22.56,12.79,-9.77,6.22,8.67,2.45,38.38,45.52,7.14,3.4,3.75,0.35,16.85,14.62,-2.23,6.89,8.86,1.97,0.0,3.38,3.38,5.7,2.42,-3.28,0.0,0.0,0.0,0.0,0.0,0.0,6845.0,8.8313,0.6282,6.5759
3312,Lier,2019-2023,2019,2023,Buskerud,Østlandet,2,887,False,False,13078.0,25.84,20.92,-4.92,8.72,12.24,3.52,37.49,43.68,6.19,2.05,2.03,-0.02,10.93,6.16,-4.77,4.54,3.88,-0.66,3.65,4.72,1.07,6.77,4.35,-2.42,0.0,2.04,2.04,0.0,0.0,0.0,26373.0,10.1801,6.8024,13.7463
3314,Øvre Eiker,2019-2023,2019,2023,Buskerud,Østlandet,3,848,False,False,8797.0,23.13,21.2,-1.93,9.59,16.29,6.7,23.97,30.72,6.75,2.52,2.93,0.41,29.11,15.26,-13.85,4.47,5.25,0.78,2.25,4.23,1.98,3.14,0.0,-3.14,1.81,2.43,0.62,0.0,1.69,1.69,19117.0,9.8583,7.2082,15.4518
3316,Modum,2019-2023,2019,2023,Buskerud,Østlandet,3,812,False,False,6853.0,39.71,29.15,-10.56,13.25,19.66,6.41,10.52,18.57,8.05,3.09,3.47,0.38,21.51,16.89,-4.62,4.09,4.12,0.03,2.44,2.72,0.28,2.71,1.88,-0.83,1.81,3.53,1.72,0.88,0.0,-0.88,13980.0,9.5454,3.9127,8.9225
3318,Krødsherad,2019-2023,2019,2023,Buskerud,Østlandet,5,656,False,False,1116.0,35.75,28.09,-7.66,0.0,0.0,0.0,23.03,22.54,-0.49,0.0,0.0,0.0,0.0,3.83,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.22,45.54,4.32,2239.0,7.7138,-1.2506,-0.5398
3320,Flå,2019-2023,2019,2023,Buskerud,Østlandet,5,617,False,False,612.0,0.0,30.15,30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.32,19.77,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.68,50.08,-32.6,1052.0,6.9584,4.2776,4.4762
3322,Nesbyen,2019-2023,2019,2023,Buskerud,Østlandet,5,640,False,False,1762.0,13.56,30.4,16.84,0.0,0.0,0.0,21.96,29.99,8.03,0.0,0.0,0.0,17.65,30.97,13.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.82,8.64,-38.18,3315.0,8.1062,-0.4827,-3.9592
3324,Gol,2019-2023,2019,2023,Buskerud,Østlandet,4,683,False,False,2296.0,45.6,43.04,-2.56,3.48,6.67,3.19,16.81,19.56,2.75,2.05,0.0,-2.05,24.61,16.76,-7.85,4.05,5.16,1.11,3.4,7.11,3.71,0.0,0.0,0.0,0.0,1.69,1.69,0.0,0.0,0.0,4576.0,8.4286,4.174,2.1427
3326,Hemsedal,2019-2023,2019,2023,Buskerud,Østlandet,5,625,False,False,1326.0,13.2,9.57,-3.63,3.54,9.14,5.6,25.64,20.45,-5.19,7.32,6.38,-0.94,33.71,33.5,-0.21,6.03,14.36,8.33,3.77,3.92,0.15,0.0,0.0,0.0,0.0,0.0,0.0,6.79,2.68,-4.11,2481.0,7.8164,6.6102,18.9299
3328,Ål,2019-2023,2019,2023,Buskerud,Østlandet,5,635,False,False,2569.0,33.71,31.35,-2.36,4.63,6.15,1.52,15.03,25.5,10.47,0.0,0.0,0.0,33.98,24.86,-9.12,6.93,5.77,-1.16,5.72,4.45,-1.27,0.0,0.0,0.0,0.0,1.92,1.92,0.0,0.0,0.0,4671.0,8.4491,4.0891,2.1214
3330,Hol,2019-2023,2019,2023,Buskerud,Østlandet,5,629,False,False,2308.0,30.98,13.23,-17.75,0.0,6.13,6.13,27.25,34.46,7.21,0.0,0.0,0.0,36.14,26.68,-9.46,0.0,8.33,8.33,5.63,3.72,-1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44,7.44,4473.0,8.4058,0.7378,1.304
3332,Sigdal,2019-2023,2019,2023,Buskerud,Østlandet,5,663,False,False,1840.0,12.93,15.19,2.26,3.97,5.54,1.57,10.92,13.25,2.33,0.0,0.0,0.0,51.85,38.09,-13.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.33,27.93,7.6,3490.0,8.1577,-0.3152,-1.6676
3334,Flesberg,2019-2023,2019,2023,Buskerud,Østlandet,4,688,False,False,1364.0,18.77,13.83,-4.94,14.0,18.97,4.97,14.08,23.73,9.65,0.0,0.0,0.0,49.56,35.9,-13.66,0.0,0.0,0.0,3.59,0.0,-3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,7.56,2694.0,7.8988,1.5961,3.0109
3336,Rollag,2019-2023,2019,2023,Buskerud,Østlandet,5,578,False,False,746.0,38.07,41.59,3.52,0.0,16.94,16.94,0.0,0.0,0.0,0.0,0.0,0.0,61.93,41.46,-20.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419.0,7.2577,-3.735,0.8118
3338,Nore og Uvdal,2019-2023,2019,2023,Buskerud,Østlandet,6,530,False,False,1282.0,38.61,17.32,-21.29,5.46,20.79,15.33,15.68,15.75,0.07,0.0,0.0,0.0,34.71,28.43,-6.28,5.54,9.84,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.87,7.87,2448.0,7.803,1.5523,-1.778
3401,Kongsvinger,2019-2023,2019,2023,Innlandet,Innlandet,3,792,False,False,8734.0,31.22,29.29,-1.93,7.38,11.02,3.64,11.66,19.88,8.22,2.45,1.94,-0.51,23.47,9.57,-13.9,4.99,4.78,-0.21,2.27,2.84,0.57,2.6,1.81,-0.79,2.79,3.86,1.07,11.16,15.02,3.86,17823.0,9.7882,0.8023,1.8596
3403,Hamar,2019-2023,2019,2023,Innlandet,Innlandet,2,873,False,False,16053.0,23.05,14.37,-8.68,3.28,4.92,1.64,9.16,16.37,7.21,2.42,2.75,0.33,7.97,2.69,-5.28,5.32,6.45,1.13,3.28,8.41,5.13,4.62,3.1,-1.52,3.44,3.8,0.36,37.47,37.13,-0.34,31144.0,10.3464,3.9751,10.3192
3405,Lillehammer,2019-2023,2019,2023,Innlandet,Innlandet,3,818,False,False,14399.0,27.88,28.81,0.93,4.87,5.18,0.31,18.25,25.18,6.93,1.94,1.95,0.01,17.28,5.71,-11.57,7.74,8.36,0.62,4.09,4.85,0.76,9.17,5.23,-3.94,6.72,5.43,-1.29,2.05,9.31,7.26,28023.0,10.2408,1.9163,6.3687
3407,Gjøvik,2019-2023,2019,2023,Innlandet,Innlandet,3,805,False,False,14258.0,33.36,27.25,-6.11,3.78,8.7,4.92,19.0,21.11,2.11,2.43,2.44,0.01,22.46,19.5,-2.96,5.18,5.56,0.38,2.83,3.31,0.48,3.88,2.1,-1.78,6.11,5.9,-0.21,0.98,4.12,3.14,30676.0,10.3312,-0.3684,3.931
3411,Ringsaker,2019-2023,2019,2023,Innlandet,Innlandet,3,797,False,False,16186.0,44.8,32.24,-12.56,4.19,9.39,5.2,7.19,14.46,7.27,1.58,1.94,0.36,25.2,14.51,-10.69,3.29,4.73,1.44,1.0,1.87,0.87,3.63,2.51,-1.12,1.93,2.2,0.27,7.17,16.15,8.98,34488.0,10.4484,2.8619,6.1935
3412,Løten,2019-2023,2019,2023,Innlandet,Innlandet,3,790,False,False,3878.0,28.6,23.37,-5.23,3.4,6.95,3.55,5.16,8.43,3.27,0.0,0.0,0.0,51.99,41.38,-10.61,5.72,7.77,2.05,0.98,1.04,0.06,4.15,4.21,0.06,0.0,2.98,2.98,0.0,3.86,3.86,7663.0,8.9442,2.2576,4.7734
3413,Stange,2019-2023,2019,2023,Innlandet,Innlandet,3,820,False,False,11232.0,36.91,29.47,-7.44,5.89,9.58,3.69,5.17,8.64,3.47,3.2,4.5,1.3,23.79,9.49,-14.3,5.48,6.94,1.46,1.05,2.25,1.2,3.65,2.78,-0.87,2.64,3.05,0.41,12.22,23.31,11.09,20916.0,9.9483,2.1037,10.0428
3414,Nord-Odal,2019-2023,2019,2023,Innlandet,Innlandet,4,708,False,False,2530.0,41.58,44.91,3.33,6.84,11.24,4.4,7.79,11.28,3.49,0.0,0.0,0.0,33.99,16.02,-17.97,9.8,10.61,0.81,0.0,1.72,1.72,0.0,0.0,0.0,0.0,4.23,4.23,0.0,0.0,0.0,5024.0,8.522,-0.2787,-3.4682
3415,Sør-Odal,2019-2023,2019,2023,Innlandet,Innlandet,3,777,False,False,3892.0,35.2,22.51,-12.69,6.37,7.82,1.45,13.16,16.78,3.62,0.0,0.0,0.0,18.96,6.61,-12.35,5.37,6.68,1.31,1.62,5.65,4.03,2.08,0.87,-1.21,3.29,5.68,2.39,13.95,27.4,13.45,7879.0,8.972,2.4115,3.3692
3416,Eidskog,2019-2023,2019,2023,Innlandet,Innlandet,4,691,False,False,3182.0,33.34,46.38,13.04,6.35,10.73,4.38,13.64,16.28,2.64,0.0,0.0,0.0,35.76,18.65,-17.11,3.36,0.0,-3.36,3.61,1.87,-1.74,1.63,1.84,0.21,0.0,0.0,0.0,2.29,4.25,1.96,6114.0,8.7183,-1.4066,-4.0433
3417,Grue,2019-2023,2019,2023,Innlandet,Innlandet,5,662,False,False,2399.0,38.81,53.6,14.79,5.25,10.76,5.51,17.47,15.99,-1.48,0.0,0.0,0.0,30.85,15.23,-15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63,4.42,-3.21,4646.0,8.4438,-1.5928,-8.5051
3418,Åsnes,2019-2023,2019,2023,Innlandet,Innlandet,5,665,False,False,3641.0,34.06,25.84,-8.22,9.67,21.28,11.61,4.17,7.61,3.44,0.0,0.0,0.0,40.21,16.75,-23.46,0.0,0.0,0.0,7.17,2.15,-5.02,0.0,0.0,0.0,0.0,3.72,3.72,4.72,22.65,17.93,7214.0,8.8838,0.7347,-4.3816
3419,Våler (Innlandet),2019-2023,2019,2023,Innlandet,Innlandet,5,669,False,False,2026.0,19.55,25.13,5.58,3.7,6.37,2.67,7.31,14.44,7.13,0.0,0.0,0.0,25.57,14.73,-10.84,4.29,0.0,-4.29,3.36,0.0,-3.36,0.0,0.0,0.0,0.0,0.0,0.0,36.23,39.33,3.1,3705.0,8.2174,-2.1592,-5.2535
3420,Elverum,2019-2023,2019,2023,Innlandet,Innlandet,3,787,False,False,9906.0,35.73,31.89,-3.84,7.8,9.52,1.72,12.13,20.73,8.6,1.97,0.8,-1.17,23.77,12.0,-11.77,10.16,7.05,-3.11,1.38,2.31,0.93,4.34,3.06,-1.28,0.0,0.0,0.0,2.72,12.64,9.92,21191.0,9.9613,1.7791,6.0217
