kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,d_sp_frp,kv_sp_t0,kv_d_sp,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,nettoinnfl_per1000,fodselsovsk_per1000,andel_67p_t0,andel_19_34_t0,d_andel_67p,andel_hoyutd_t0,inntekt_median_t0,andel_primaer_t0,andel_industri_t0,andel_offentlig_t0
1828,Nesna,2017-2021,2017,2021,Nordland,Nord-Norge,6,494,False,1015.0,25.02,23.98,-1.04,12.12,7.76,-4.36,15.86,7.04,-8.82,2.36,1.94,-0.42,25.62,36.84,11.22,11.43,8.78,-2.65,1.87,0.71,-1.16,2.36,1.73,-0.63,1.97,7.24,5.27,1.38,3.98,2.6,6.86,18.09,5.09,1837.0,7.5159,-7.4034,-5.9181,-69.6788,-5.4437,16.1132,20.7403,2.5817,29.4079,424000.0,12.093,4.5349,49.0698
1832,Hemnes,2017-2021,2017,2021,Nordland,Nord-Norge,5,567,False,2646.0,29.33,30.3,0.97,13.19,8.21,-4.98,17.54,12.31,-5.23,2.0,1.23,-0.77,21.84,28.31,6.47,7.26,6.44,-0.82,1.93,1.46,-0.47,2.46,1.65,-0.81,3.63,7.48,3.85,0.83,2.61,1.78,1.49,18.22,6.84,4524.0,8.4172,-2.122,-3.7391,-11.4943,-9.7259,20.7118,18.1034,1.4201,18.3526,468000.0,6.1332,12.0747,38.7159
1833,Rana - Raane,2017-2021,2017,2021,Nordland,Nord-Norge,4,713,False,14736.0,32.89,39.8,6.91,15.31,6.17,-9.14,20.78,18.61,-2.17,1.72,1.2,-0.52,12.78,13.76,0.98,7.58,6.85,-0.73,2.06,2.41,0.35,2.07,1.99,-0.08,3.59,6.13,2.54,1.24,3.07,1.83,-8.16,10.38,18.79,26101.0,10.1697,-0.069,2.2903,-1.8773,0.8812,16.6009,20.2789,1.4415,24.6506,500000.0,1.7332,11.4685,36.7164
1834,Lurøy,2017-2021,2017,2021,Nordland,Nord-Norge,6,362,False,1095.0,24.02,24.61,0.59,19.0,14.1,-4.9,15.07,14.65,-0.42,3.47,2.12,-1.35,24.84,28.94,4.1,4.47,4.52,0.05,2.47,1.29,-1.18,2.37,1.38,-0.99,1.55,5.44,3.89,2.74,2.95,0.21,-0.8,32.42,-2.44,1920.0,7.5601,-2.2917,-1.8828,-7.2917,-16.6667,21.0417,17.7083,1.6129,17.7623,475000.0,16.5924,18.0401,31.8486
1835,Træna,2017-2021,2017,2021,Nordland,Nord-Norge,6,323,False,215.0,22.33,20.27,-2.06,15.81,15.32,-0.49,7.44,6.31,-1.13,9.77,4.05,-5.72,29.3,41.44,12.14,7.91,4.95,-2.96,1.86,0.45,-1.41,0.47,1.35,0.88,1.4,3.6,2.2,3.72,2.25,-1.47,11.65,0.0,0.0,465.0,6.142,-4.9462,-9.7959,-51.6129,-2.1505,14.8387,21.9355,2.3559,21.9895,450000.0,16.6667,31.6239,29.4872
1836,Rødøy,2017-2021,2017,2021,Nordland,Nord-Norge,6,338,False,697.0,17.79,19.46,1.67,17.5,11.85,-5.65,15.06,9.45,-5.61,5.74,5.22,-0.52,33.0,39.21,6.21,4.16,3.67,-0.49,0.86,1.13,0.27,1.43,1.27,-0.16,1.58,4.51,2.93,2.87,4.23,1.36,0.56,35.46,-19.26,1267.0,7.1444,-4.8145,-6.8006,-39.4633,-8.6819,18.7845,17.5217,2.6914,16.5531,462000.0,17.6948,3.7338,37.6623
1837,Meløy,2017-2021,2017,2021,Nordland,Nord-Norge,6,488,False,3363.0,25.01,25.74,0.73,20.01,15.46,-4.55,20.07,14.96,-5.11,5.35,5.1,-0.25,18.35,22.39,4.04,4.85,5.01,0.16,2.26,1.91,-0.35,1.25,1.18,-0.07,1.13,2.97,1.84,1.72,5.27,3.55,-0.51,19.77,6.7,6435.0,8.7695,-2.9215,-6.0602,-23.31,-5.7498,18.0109,18.6325,1.9347,18.3117,505000.0,8.1117,14.9097,37.2742
1838,Gildeskål,2017-2021,2017,2021,Nordland,Nord-Norge,6,478,False,1108.0,23.92,25.0,1.08,18.86,13.43,-5.43,18.41,16.52,-1.89,3.97,3.45,-0.52,20.04,22.7,2.66,5.14,4.51,-0.63,1.81,1.41,-0.4,2.53,2.39,-0.14,2.26,5.65,3.39,3.07,4.95,1.88,-2.77,15.11,4.22,2024.0,7.6128,-5.1383,-4.9505,-25.6917,-26.1858,21.5909,16.3538,3.357,22.6979,446000.0,11.6953,5.794,41.5236
1839,Beiarn,2017-2021,2017,2021,Nordland,Nord-Norge,6,448,False,679.0,28.57,26.52,-2.05,13.84,12.17,-1.67,13.55,8.27,-5.28,1.47,0.62,-0.85,34.61,41.03,6.42,3.09,2.96,-0.13,1.18,0.78,-0.4,1.47,1.09,-0.38,1.18,2.81,1.63,1.03,3.74,2.71,4.75,34.12,22.95,1043.0,6.9499,-4.2186,-9.4288,-19.1755,-23.0105,25.3116,15.0527,2.9166,13.0387,429000.0,12.3431,3.5565,43.9331
1840,Saltdal,2017-2021,2017,2021,Nordland,Nord-Norge,5,603,False,2697.0,26.92,28.83,1.91,17.87,14.41,-3.46,19.65,10.75,-8.9,2.19,1.79,-0.4,22.77,29.54,6.77,4.97,5.04,0.07,1.41,1.38,-0.03,1.33,1.08,-0.25,2.19,4.14,1.95,0.7,3.02,2.32,3.31,15.34,19.36,4702.0,8.4557,-1.4887,-0.8562,-7.0183,-8.507,19.8214,17.4394,2.0051,22.4134,481000.0,3.2244,13.614,44.7828
1841,Fauske - Fuossko,2017-2021,2017,2021,Nordland,Nord-Norge,4,679,False,5606.0,30.57,32.19,1.62,19.46,14.98,-4.48,20.55,16.02,-4.53,2.0,1.91,-0.09,12.49,16.4,3.91,6.71,6.33,-0.38,2.19,1.82,-0.37,1.69,1.69,0.0,3.21,4.58,1.37,1.12,4.07,2.95,-0.57,0.0,18.11,9729.0,9.1829,-0.9148,1.1224,-2.2613,-6.2699,18.5631,18.6967,1.5096,22.9144,484000.0,2.8278,6.6611,39.2752
1845,Sørfold - Fuolldá,2017-2021,2017,2021,Nordland,Nord-Norge,6,547,False,1147.0,33.65,33.16,-0.49,13.86,12.09,-1.77,16.39,9.69,-6.7,1.05,1.51,0.46,23.19,29.16,5.97,5.75,4.62,-1.13,0.96,0.98,0.02,1.05,0.71,-0.34,2.62,4.98,2.36,1.48,3.11,1.63,4.2,26.24,15.92,1958.0,7.5797,-2.3493,-3.8713,-5.1073,-18.3861,22.0123,15.4239,3.3016,17.1605,493000.0,9.141,12.6652,38.1057
1848,Steigen,2017-2021,2017,2021,Nordland,Nord-Norge,6,403,False,1469.0,21.51,22.21,0.7,15.38,10.83,-4.55,12.8,9.4,-3.4,2.59,2.32,-0.27,31.52,32.77,1.25,7.08,9.81,2.73,2.45,2.32,-0.13,1.97,2.25,0.28,3.95,4.97,1.02,0.75,3.13,2.38,-3.3,27.72,13.09,2543.0,7.8411,1.6909,-1.26,44.0425,-26.3468,23.0043,17.0271,0.7776,20.2226,446000.0,22.9866,2.9362,35.2349
1851,Lødingen,2017-2021,2017,2021,Nordland,Nord-Norge,6,537,False,1200.0,25.5,26.36,0.86,15.25,19.98,4.73,22.25,13.18,-9.07,1.08,0.67,-0.41,21.58,24.1,2.52,7.25,6.72,-0.53,2.33,1.43,-0.9,1.5,1.34,-0.16,1.25,3.27,2.02,2.0,2.94,0.94,7.25,0.0,17.29,2134.0,7.6658,-6.1387,-8.7887,-36.0825,-25.3046,23.4302,15.2296,3.5294,21.2719,449000.0,8.1675,7.5393,42.0942
1853,Evenes - Evenássi,2017-2021,2017,2021,Nordland,Nord-Norge,6,528,False,804.0,22.51,28.64,6.13,16.92,14.08,-2.84,26.37,15.29,-11.08,3.36,3.76,0.4,17.54,21.0,3.46,5.47,5.34,-0.13,2.86,1.58,-1.28,1.99,1.58,-0.41,1.62,4.73,3.11,1.37,4.0,2.63,0.62,15.47,1.89,1402.0,7.2457,-5.5635,-1.3413,-44.9358,-10.699,23.6805,15.6919,3.5099,19.273,460000.0,3.3159,2.6178,46.2478
1856,Røst,2017-2021,2017,2021,Nordland,Nord-Norge,6,366,False,302.0,27.48,30.5,3.02,14.57,9.22,-5.35,14.9,17.73,2.83,1.66,0.35,-1.31,18.21,28.01,9.8,7.95,1.77,-6.18,4.64,3.55,-1.09,2.65,1.06,-1.59,4.3,5.32,1.02,3.64,2.48,-1.16,4.45,0.0,0.0,535.0,6.2823,-8.785,-19.3388,-46.729,-41.1215,19.8131,15.7009,1.0886,14.3478,459000.0,17.6895,19.8556,25.6318
1857,Værøy,2017-2021,2017,2021,Nordland,Nord-Norge,6,370,False,369.0,17.34,23.28,5.94,24.93,13.79,-11.14,12.74,17.82,5.08,7.32,7.76,0.44,24.66,26.44,1.78,6.23,2.87,-3.36,2.71,0.86,-1.85,0.81,0.57,-0.24,0.81,2.01,1.2,2.44,4.6,2.16,-9.36,0.0,8.83,744.0,6.612,-6.1828,-6.6845,-43.0108,-18.8172,19.6237,17.8763,0.8635,14.1234,417000.0,15.9892,25.7453,33.3333
1859,Flakstad,2017-2021,2017,2021,Nordland,Nord-Norge,6,522,False,708.0,16.53,23.28,6.75,9.32,12.09,2.77,12.29,9.55,-2.74,2.68,2.09,-0.59,33.9,29.55,-4.35,11.16,8.66,-2.5,4.52,2.39,-2.13,3.11,3.73,0.62,1.13,5.22,4.09,5.37,3.43,-1.94,-1.58,48.26,-2.52,1349.0,7.2071,-8.2283,-8.9706,-65.9748,-16.3084,21.275,17.4203,3.8461,17.8131,497000.0,25.6966,6.6563,35.6037
1860,Vestvågøy,2017-2021,2017,2021,Nordland,Nord-Norge,5,631,False,5824.0,20.4,22.94,2.54,16.19,13.57,-2.62,20.79,15.7,-5.09,5.63,5.07,-0.56,18.92,22.12,3.2,9.5,7.95,-1.55,2.23,1.96,-0.27,2.25,2.71,0.46,1.6,3.5,1.9,2.49,4.48,1.99,0.58,15.71,13.75,11294.0,9.332,2.0099,6.8738,15.3179,4.7813,16.3273,20.0815,1.3882,22.918,478000.0,7.7009,7.4047,41.5957
1865,Vågan,2017-2021,2017,2021,Nordland,Nord-Norge,5,650,False,4726.0,22.07,26.45,4.38,16.1,10.99,-5.11,20.76,17.91,-2.85,1.38,0.85,-0.53,16.5,16.28,-0.22,9.69,9.24,-0.45,5.16,4.28,-0.88,2.43,3.76,1.33,4.49,7.0,2.51,1.42,3.24,1.82,-5.33,9.04,6.25,9444.0,9.1531,2.3931,7.1706,25.3071,-1.3765,16.6243,19.4197,1.4626,24.9839,467000.0,5.8282,8.678,33.4262
1866,Hadsel,2017-2021,2017,2021,Nordland,Nord-Norge,5,605,False,4397.0,24.33,26.43,2.1,18.31,11.91,-6.4,13.55,12.56,-0.99,1.86,1.27,-0.59,25.43,25.26,-0.17,6.66,7.48,0.82,3.16,2.28,-0.88,1.96,2.39,0.43,2.66,6.87,4.21,2.07,3.55,1.48,-6.57,12.01,14.27,8009.0,8.9883,0.6992,1.7794,11.6119,-4.8695,18.9662,18.6915,1.4306,24.8949,473000.0,4.2753,12.1,44.2592
1867,Bø,2017-2021,2017,2021,Nordland,Nord-Norge,6,497,False,1503.0,20.36,19.34,-1.02,18.7,15.53,-3.17,11.11,18.16,7.05,2.33,1.97,-0.36,35.46,29.34,-6.12,5.46,7.17,1.71,2.26,1.97,-0.29,1.46,0.92,-0.54,1.2,2.89,1.69,1.66,2.7,1.04,-9.29,12.06,8.97,2624.0,7.8725,-1.8293,-7.6703,19.8171,-38.1098,25.8384,14.7104,0.4815,15.9686,403000.0,10.9375,6.6176,40.9007
1868,Øksnes,2017-2021,2017,2021,Nordland,Nord-Norge,5,584,False,2321.0,19.04,24.32,5.28,20.16,16.02,-4.14,16.29,12.05,-4.24,3.75,3.39,-0.36,26.8,25.61,-1.19,6.42,6.25,-0.17,2.02,1.83,-0.19,1.51,0.98,-0.53,1.72,4.15,2.43,2.28,5.4,3.12,-5.33,20.72,15.59,4580.0,8.4295,-3.5808,-0.361,-30.131,-5.2402,17.2271,19.4541,2.2476,18.8763,461000.0,12.2259,14.699,34.7643
1870,Sortland - Suortá,2017-2021,2017,2021,Nordland,Nord-Norge,4,670,False,5571.0,20.23,22.4,2.17,16.53,13.59,-2.94,19.46,16.34,-3.12,1.76,1.58,-0.18,24.63,24.79,0.16,7.59,8.2,0.61,2.53,2.05,-0.48,1.87,2.57,0.7,3.11,4.89,1.78,2.3,3.6,1.3,-2.78,6.19,20.32,10378.0,9.2474,1.3105,6.6761,3.1798,9.6358,14.868,20.3893,2.0904,24.4313,491000.0,4.5365,5.7647,36.5293
1871,Andøy,2017-2021,2017,2021,Nordland,Nord-Norge,6,517,False,3052.0,7.54,15.39,7.85,5.67,6.3,0.63,2.72,4.31,1.59,1.57,1.45,-0.12,71.72,54.13,-17.59,5.8,7.86,2.06,1.41,1.56,0.15,2.0,2.5,0.5,0.75,4.09,3.34,0.82,2.43,1.61,-16.96,10.45,45.55,4908.0,8.4986,-6.52,-8.8416,-51.3447,-15.2812,21.4344,18.2967,2.6938,20.3329,471000.0,8.4398,4.0146,49.9544
1874,Moskenes,2017-2021,2017,2021,Nordland,Nord-Norge,6,442,False,506.0,22.53,21.82,-0.71,17.79,14.83,-2.96,16.6,13.77,-2.83,3.16,2.12,-1.04,23.12,26.69,3.57,7.91,9.32,1.41,2.17,1.06,-1.11,1.98,2.12,0.14,1.19,4.24,3.05,3.56,4.03,0.47,0.61,0.0,0.0,1073.0,6.9782,-7.8285,-11.6964,-46.5983,-37.2787,23.1128,16.2162,0.3453,16.5397,414000.0,21.1694,9.879,27.8226
1875,Hábmer - Hamarøy,2017-2021,2017,2021,Nordland,Nord-Norge,6,405,True,1672.78,25.07,24.41,-0.66,15.4,11.85,-3.55,20.67,12.7,-7.97,2.56,2.67,0.11,19.71,26.11,6.4,7.44,7.81,0.37,2.93,3.32,0.39,2.76,2.6,-0.16,2.31,5.92,3.61,1.14,2.6,1.46,2.85,13.83,16.55,2942.2214,7.9869,-8.1986,-7.7365,-42.3627,-11.9254,21.9485,18.6966,2.672,23.3399,438819.5432,6.519,12.094,41.6023
3101,Halden,2017-2021,2017,2021,Østfold,Østlandet,3,842,False,17096.0,32.49,31.32,-1.17,17.13,11.32,-5.81,22.26,16.8,-5.46,4.43,3.68,-0.75,8.95,14.46,5.51,5.18,5.92,0.74,2.37,2.71,0.34,3.02,3.53,0.51,2.31,5.47,3.16,1.85,4.8,2.95,-0.3,4.15,9.57,30790.0,10.3349,1.9389,7.4162,21.3381,-2.2085,16.9081,19.7337,1.4721,26.6321,453000.0,1.7117,16.7646,37.3421
3103,Moss,2017-2021,2017,2021,Østfold,Østlandet,2,900,False,26897.0,32.13,30.45,-1.68,15.8,11.03,-4.77,26.29,23.14,-3.15,2.61,1.92,-0.69,4.67,8.49,3.82,5.67,7.92,2.25,3.58,4.39,0.81,3.36,3.8,0.44,3.94,5.38,1.44,1.94,3.47,1.53,-0.95,1.61,5.6,48154.0,10.7822,3.1441,11.1365,33.0606,-1.7029,16.6653,18.1065,1.445,28.3193,475651.6915,1.0059,7.005,36.5927
3105,Sarpsborg,2017-2021,2017,2021,Østfold,Østlandet,2,877,False,29323.0,37.33,35.4,-1.93,18.58,14.17,-4.41,21.99,16.4,-5.59,4.13,3.5,-0.63,6.76,12.46,5.7,3.54,5.28,1.74,1.69,2.03,0.34,1.72,2.17,0.45,1.46,3.96,2.5,2.81,4.62,1.81,1.29,3.66,7.13,55127.0,10.9174,4.0724,8.6488,38.3841,2.1768,16.1953,19.1939,0.6962,23.261,467000.0,1.1678,12.0661,34.6223
3107,Fredrikstad,2017-2021,2017,2021,Østfold,Østlandet,2,870,False,44111.0,35.39,33.19,-2.2,16.99,12.77,-4.22,23.74,18.66,-5.08,3.89,3.13,-0.76,4.71,8.99,4.28,4.99,7.08,2.09,2.53,3.23,0.7,3.21,3.56,0.35,2.15,5.26,3.11,2.4,4.13,1.73,0.06,2.83,3.81,80121.0,11.2913,3.8342,11.5502,36.2327,1.9595,15.8036,19.6453,1.2712,28.0579,476000.0,0.7295,10.262,38.0376
3110,Hvaler,2017-2021,2017,2021,Østfold,Østlandet,4,723,False,2847.0,29.36,28.19,-1.17,20.16,14.58,-5.58,27.15,23.05,-4.1,2.6,1.96,-0.64,6.74,11.64,4.9,4.5,5.98,1.48,2.6,2.78,0.18,2.46,3.14,0.68,2.74,5.17,2.43,1.69,3.5,1.81,-0.68,5.06,7.99,4517.0,8.4156,3.9185,12.8365,52.6898,-14.6115,20.4561,13.1282,4.1285,28.6086,536000.0,2.8315,7.8339,38.5087
3112,Råde,2017-2021,2017,2021,Østfold,Østlandet,3,836,False,4285.0,23.08,22.77,-0.31,20.4,13.4,-7.0,26.81,22.15,-4.66,6.86,6.56,-0.3,12.95,19.74,6.79,2.92,3.95,1.03,1.89,2.34,0.45,2.24,2.22,-0.02,1.12,2.98,1.86,1.73,3.88,2.15,-0.21,10.83,10.58,7398.0,8.909,2.2979,8.9548,23.1144,-0.1352,17.8697,16.9776,0.8803,25.0,535000.0,3.664,9.1319,33.3991
3114,Våler (Østfold),2017-2021,2017,2021,Østfold,Østlandet,3,824,False,2915.0,20.69,20.84,0.15,21.58,14.65,-6.93,24.19,18.58,-5.61,4.91,3.63,-1.28,17.74,24.83,7.09,3.7,4.76,1.06,1.96,2.93,0.97,2.02,2.33,0.31,1.3,3.63,2.33,1.92,3.83,1.91,0.16,42.14,-4.14,5335.0,8.582,8.8097,26.9407,60.3561,26.0544,11.9775,19.7751,1.0457,23.5577,581000.0,3.1729,7.5492,32.9686
3116,Skiptvet,2017-2021,2017,2021,Østfold,Østlandet,3,792,False,1994.0,24.12,22.49,-1.63,18.71,14.15,-4.56,20.91,12.9,-8.01,5.87,4.41,-1.46,21.36,30.6,9.24,2.56,3.74,1.18,1.91,1.73,-0.18,1.05,1.63,0.58,1.45,3.36,1.91,2.06,4.99,2.93,4.68,21.77,18.23,3783.0,8.2383,1.1102,6.9631,9.7806,1.586,14.2215,18.2659,1.8046,18.1363,518000.0,4.3713,7.1236,30.599
3118,Indre Østfold,2017-2021,2017,2021,Østfold,Østlandet,3,858,False,23399.0,25.24,24.57,-0.67,18.83,13.43,-5.4,25.98,19.09,-6.89,4.46,3.6,-0.86,14.06,21.45,7.39,3.56,4.99,1.43,2.32,2.79,0.47,2.12,2.19,0.07,1.49,3.56,2.07,1.94,4.34,2.4,1.99,14.08,16.93,43815.0,10.6877,3.1633,9.9567,26.8401,4.7929,15.7526,18.6603,1.3776,21.2957,483207.4097,2.982,8.2851,31.0751
3120,Rakkestad,2017-2021,2017,2021,Østfold,Østlandet,3,785,False,4441.0,22.54,21.05,-1.49,18.13,12.03,-6.1,18.67,12.34,-6.33,8.33,5.73,-2.6,25.4,37.36,11.96,1.94,2.65,0.71,1.15,1.0,-0.15,1.46,1.47,0.01,0.79,2.54,1.75,1.6,3.83,2.23,5.86,25.9,19.36,8173.0,9.0086,0.5995,8.17,10.2777,-5.0165,16.3343,17.9126,2.0433,17.9156,486000.0,7.2606,13.2853,29.8404
3122,Marker,2017-2021,2017,2021,Østfold,Østlandet,4,732,False,2186.0,31.38,28.55,-2.83,11.48,8.75,-2.73,15.55,11.96,-3.59,9.65,6.1,-3.55,24.34,32.86,8.52,1.74,2.8,1.06,1.97,2.2,0.23,0.96,1.19,0.23,0.82,2.57,1.75,2.1,3.02,0.92,5.79,25.59,18.74,3597.0,8.1879,0.1112,3.5961,13.0664,-11.9544,21.7403,15.9577,1.5587,18.3262,459000.0,8.3589,9.2194,28.949
3124,Aremark,2017-2021,2017,2021,Østfold,Østlandet,5,662,False,908.0,18.83,18.25,-0.58,11.23,8.38,-2.85,15.09,10.1,-4.99,9.14,7.23,-1.91,38.22,45.46,7.24,1.65,2.76,1.11,1.1,1.38,0.28,1.87,0.92,-0.95,0.77,2.99,2.22,2.09,2.53,0.44,4.39,28.39,23.53,1398.0,7.2428,-5.2217,-6.2942,-27.1817,-25.0358,19.1702,13.877,1.8864,18.3001,491000.0,8.0916,16.9466,33.8931
3201,Bærum,2017-2021,2017,2021,Akershus,Oslo/Akershus,1,966,False,70606.0,19.81,19.55,-0.26,10.82,7.02,-3.8,42.56,40.27,-2.29,1.92,1.67,-0.25,2.17,2.98,0.81,4.55,5.85,1.3,10.91,11.76,0.85,4.2,5.86,1.66,1.65,2.82,1.17,1.42,2.22,0.8,-2.99,1.19,2.19,124008.0,11.7281,3.407,13.6928,19.9665,13.9023,14.1442,17.7835,0.8566,51.5557,613000.0,0.3123,3.7369,32.2396
3203,Asker,2017-2021,2017,2021,Akershus,Oslo/Akershus,2,910,False,51986.0,22.13,22.05,-0.08,14.05,9.21,-4.84,36.57,33.2,-3.37,2.36,2.09,-0.27,3.68,5.76,2.08,5.31,6.7,1.39,8.48,9.28,0.8,4.42,5.61,1.19,1.74,3.42,1.68,1.27,2.67,1.4,-2.76,1.87,4.1,92174.0,11.4314,2.9737,13.395,17.8684,11.4566,13.9215,17.4876,1.2163,42.5357,611980.8003,0.6244,5.4191,33.0568
3205,Lillestrøm,2017-2021,2017,2021,Akershus,Oslo/Akershus,1,940,False,44851.0,32.76,31.22,-1.54,16.37,11.56,-4.81,25.91,22.62,-3.29,2.41,2.06,-0.35,7.17,10.4,3.23,4.92,6.89,1.97,4.08,4.37,0.29,2.39,3.26,0.87,1.71,4.06,2.35,2.28,3.55,1.27,-1.58,4.6,7.33,82496.0,11.3205,5.4027,16.1402,47.3478,14.9462,13.14,19.7088,0.48,30.1659,552956.8975,0.7566,5.1912,30.7747
3207,Nordre Follo,2017-2021,2017,2021,Akershus,Oslo/Akershus,2,923,False,33222.0,26.0,25.87,-0.13,13.52,9.41,-4.11,32.2,28.63,-3.57,2.71,2.47,-0.24,3.99,5.75,1.76,6.84,7.81,0.97,7.03,7.58,0.55,3.86,5.36,1.5,2.07,3.9,1.83,1.78,3.21,1.43,-2.35,2.07,5.03,57686.0,10.9628,4.0703,11.8806,26.4709,10.1411,14.3848,17.1775,0.8166,39.0068,613005.5984,0.4253,3.5488,33.044
3209,Ullensaker,2017-2021,2017,2021,Akershus,Oslo/Akershus,2,920,False,18010.0,28.15,29.01,0.86,22.63,16.52,-6.11,26.57,22.06,-4.51,1.89,1.41,-0.48,8.1,11.57,3.47,3.95,5.74,1.79,3.14,3.64,0.5,1.87,2.46,0.59,1.55,3.89,2.34,2.16,3.69,1.53,-2.64,5.11,7.49,35102.0,10.466,15.2612,34.5002,130.1635,22.3919,11.7059,20.8193,0.0912,26.5549,526000.0,1.0573,4.3972,29.2476
3212,Nesodden,2017-2021,2017,2021,Akershus,Oslo/Akershus,3,850,False,11052.0,24.13,22.51,-1.62,11.08,7.52,-3.56,23.85,19.97,-3.88,2.17,1.94,-0.23,3.45,4.75,1.3,10.77,13.02,2.25,6.25,6.55,0.3,10.41,11.29,0.88,6.29,9.78,3.49,1.6,2.66,1.06,-2.26,0.91,4.97,18869.0,9.8453,4.9605,13.0745,38.6878,10.6524,13.0797,16.4238,1.5581,44.5573,583000.0,0.6724,2.6161,40.0925
3214,Frogn,2017-2021,2017,2021,Akershus,Oslo/Akershus,2,891,False,9564.0,22.35,21.94,-0.41,14.97,10.81,-4.16,36.91,33.66,-3.25,1.69,1.29,-0.4,4.55,6.62,2.07,5.29,6.71,1.42,6.06,7.15,1.09,4.39,5.5,1.11,1.9,3.56,1.66,1.87,2.76,0.89,-2.09,3.55,3.38,15743.0,9.6642,1.3339,7.6887,17.2775,-4.3829,16.8011,15.6705,1.7534,35.8105,576000.0,1.0996,3.7412,33.5693
3216,Vestby,2017-2021,2017,2021,Akershus,Oslo/Akershus,2,877,False,9479.0,26.25,27.2,0.95,16.09,10.85,-5.24,28.95,24.55,-4.4,2.11,1.82,-0.29,6.58,9.7,3.12,6.22,7.27,1.05,4.93,5.62,0.69,4.68,5.15,0.47,2.35,4.61,2.26,1.84,3.25,1.41,-2.12,4.95,3.41,17188.0,9.752,6.4114,24.3541,44.566,19.0249,13.748,17.3377,1.7523,33.2686,587000.0,1.3044,3.4125,32.6462
3218,Ås,2017-2021,2017,2021,Akershus,Oslo/Akershus,2,895,False,10521.0,25.24,24.43,-0.81,13.7,9.4,-4.3,22.74,19.24,-3.5,2.69,2.91,0.22,9.88,10.7,0.82,8.28,10.25,1.97,6.07,6.29,0.22,6.52,7.8,1.28,3.27,6.06,2.79,1.62,2.94,1.32,-3.48,12.3,0.16,19288.0,9.8672,5.9674,22.1479,54.0232,16.4351,12.5,23.2735,0.4214,42.0546,553000.0,1.2254,3.6659,36.0622
3220,Enebakk,2017-2021,2017,2021,Akershus,Oslo/Akershus,3,827,False,5878.0,23.29,25.53,2.24,22.17,16.43,-5.74,25.14,20.63,-4.51,3.37,2.85,-0.52,12.22,16.01,3.79,3.93,5.69,1.76,3.61,3.09,-0.52,2.06,2.06,0.0,1.79,3.58,1.79,2.43,4.12,1.69,-1.95,14.45,7.61,10927.0,9.299,1.2629,7.825,-3.1116,16.0154,12.3913,18.404,1.4722,23.3585,583000.0,1.4727,3.8434,31.3398
3222,Lørenskog,2017-2021,2017,2021,Akershus,Oslo/Akershus,1,978,False,20718.0,34.5,31.5,-3.0,16.35,11.24,-5.11,27.48,24.4,-3.08,2.05,1.83,-0.22,3.37,6.15,2.78,4.97,7.84,2.87,4.65,5.21,0.56,2.64,3.84,1.2,1.89,4.27,2.38,2.09,3.7,1.61,-2.33,1.29,6.08,37406.0,10.5296,14.2597,28.3175,120.6758,21.8414,13.4417,20.0235,0.3066,33.0453,545000.0,0.2719,4.3708,33.058
3224,Rælingen,2017-2021,2017,2021,Akershus,Oslo/Akershus,1,948,False,9718.0,35.89,33.96,-1.93,16.74,12.06,-4.68,25.42,22.14,-3.28,2.28,2.14,-0.14,4.91,7.89,2.98,4.72,6.96,2.24,3.77,4.59,0.82,2.35,2.91,0.56,1.65,3.59,1.94,2.27,3.76,1.49,-1.7,0.0,6.96,17730.0,9.783,5.6402,17.6508,31.4721,25.0987,11.8218,20.4681,0.3726,30.9348,556000.0,0.2909,4.6752,32.5972
3226,Aurskog-Høland,2017-2021,2017,2021,Akershus,Oslo/Akershus,3,797,False,9425.0,32.0,30.9,-1.1,19.69,12.82,-6.87,17.0,12.79,-4.21,4.41,3.31,-1.1,17.76,26.2,8.44,2.99,3.39,0.4,1.79,1.51,-0.28,1.56,1.7,0.14,1.06,3.16,2.1,1.73,4.21,2.48,1.57,11.6,13.94,16847.0,9.7319,4.4162,14.8988,40.8381,3.5615,16.3471,17.9617,1.4233,18.9433,497082.8315,2.9701,8.7186,30.994
3228,Nes,2017-2021,2017,2021,Akershus,Oslo/Akershus,3,826,False,11816.0,31.36,29.73,-1.63,19.25,14.05,-5.2,18.07,13.42,-4.65,2.36,1.78,-0.58,15.12,21.89,6.77,4.25,5.5,1.25,2.97,2.73,-0.24,2.18,2.6,0.42,1.56,4.48,2.92,2.89,3.82,0.93,1.57,10.46,11.12,21241.0,9.9637,10.2679,22.9566,55.7883,14.0295,13.8694,19.3305,0.9884,20.8894,543000.0,2.9212,5.3647,32.1514
