kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,d_sp_frp,kv_sp_t0,kv_d_sp,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,nettoinnfl_per1000,fodselsovsk_per1000,andel_67p_t0,andel_19_34_t0,d_andel_67p,andel_hoyutd_t0,inntekt_median_t0,andel_primaer_t0,andel_industri_t0,andel_offentlig_t0
1124,Sola,2017-2021,2017,2021,Rogaland,Vestlandet,2,878,False,13810.0,19.08,19.34,0.26,22.61,20.26,-2.35,35.26,30.5,-4.76,6.57,6.56,-0.01,5.68,8.23,2.55,2.77,3.73,0.96,3.42,3.6,0.18,2.28,1.89,-0.39,0.72,2.61,1.89,1.61,3.28,1.67,0.2,5.52,4.42,26016.0,10.1665,5.5389,17.5889,25.7918,29.4819,10.5474,22.3901,0.9834,35.0896,628000.0,1.7564,6.7125,25.9259
1127,Randaberg,2017-2021,2017,2021,Rogaland,Vestlandet,3,867,False,6065.0,20.73,21.03,0.3,18.66,16.36,-2.3,31.54,27.08,-4.46,11.71,12.12,0.41,6.6,8.91,2.31,2.64,3.77,1.13,3.26,3.26,0.0,2.46,1.81,-0.65,0.69,2.88,2.19,1.71,2.77,1.06,0.01,10.89,4.96,10873.0,9.294,4.0651,12.464,19.5898,20.8774,11.7999,20.9326,1.8281,29.4645,614000.0,1.8491,7.0601,30.9115
1130,Strand,2017-2021,2017,2021,Rogaland,Vestlandet,3,787,False,6721.0,19.0,18.99,-0.01,21.4,18.35,-3.05,27.17,21.15,-6.02,14.89,13.86,-1.03,7.93,12.88,4.95,2.38,3.45,1.07,2.5,2.37,-0.13,1.9,1.46,-0.44,0.68,3.43,2.75,2.14,4.06,1.92,1.9,7.05,6.06,12662.0,9.4464,3.2222,14.8607,-1.1057,20.3759,13.0627,21.063,1.505,23.1345,544000.0,3.5228,12.4294,32.7684
1133,Hjelmeland,2017-2021,2017,2021,Rogaland,Vestlandet,5,593,False,1454.0,15.34,14.83,-0.51,13.69,9.91,-3.78,17.47,13.7,-3.77,12.45,11.81,-0.64,32.32,35.35,3.03,2.96,5.13,2.17,2.13,1.34,-0.79,2.06,1.48,-0.58,0.34,3.02,2.68,1.24,3.44,2.2,-0.75,30.17,17.13,2708.0,7.904,-4.7267,-8.3156,-21.418,2.5849,17.356,16.9129,1.8301,24.1042,561000.0,17.147,14.2651,28.0259
1134,Suldal,2017-2021,2017,2021,Rogaland,Vestlandet,6,518,False,2193.0,18.74,18.58,-0.16,11.49,8.56,-2.93,14.04,10.07,-3.97,10.03,9.0,-1.03,33.29,36.85,3.56,5.06,5.88,0.82,3.1,1.74,-1.36,2.37,1.83,-0.54,0.82,4.55,3.73,1.05,2.94,1.89,0.63,37.56,7.0,3853.0,8.2566,-1.142,-1.0649,-13.496,2.3358,17.5448,16.7402,2.1192,24.0878,532000.0,11.8408,3.8806,32.3881
1135,Sauda,2017-2021,2017,2021,Rogaland,Vestlandet,5,604,False,2665.0,33.73,32.17,-1.56,12.23,9.81,-2.42,18.69,13.11,-5.58,4.88,3.94,-0.94,19.55,23.7,4.15,4.47,6.05,1.58,2.33,1.3,-1.03,1.39,1.78,0.39,0.83,4.87,4.04,1.91,3.27,1.36,1.73,44.65,8.93,4760.0,8.468,-4.1807,-3.0193,-26.6807,-14.916,18.1303,18.9076,1.2076,21.5187,485000.0,2.0188,16.5994,36.6083
1144,Kvitsøy,2017-2021,2017,2021,Rogaland,Vestlandet,6,525,False,337.0,21.07,25.81,4.74,24.04,17.3,-6.74,18.1,14.96,-3.14,18.69,22.29,3.6,7.72,10.26,2.54,2.97,3.81,0.84,2.37,0.88,-1.49,3.56,1.76,-1.8,0.3,1.76,1.46,1.19,1.17,-0.02,-4.2,0.0,0.0,534.0,6.2804,-5.0562,-3.9773,-46.8165,-3.7453,19.8502,16.6667,1.6488,21.0162,617000.0,6.4151,9.0566,36.2264
1145,Bokn,2017-2021,2017,2021,Rogaland,Vestlandet,5,624,False,514.0,17.32,18.43,1.11,14.4,14.42,0.02,27.63,19.71,-7.92,4.86,4.01,-0.85,30.93,34.12,3.19,0.78,2.55,1.77,1.17,0.73,-0.44,0.97,0.73,-0.24,0.19,1.46,1.27,1.75,3.83,2.08,3.21,49.69,-9.01,855.0,6.7511,0.4678,2.6284,-1.1696,5.848,17.7778,17.7778,1.7798,17.1014,572000.0,15.9251,9.3677,26.9321
1146,Tysvær,2017-2021,2017,2021,Rogaland,Vestlandet,4,724,False,6162.0,20.93,20.65,-0.28,20.42,19.09,-1.33,27.69,19.38,-8.31,8.88,6.94,-1.94,12.69,18.15,5.46,2.19,3.91,1.72,2.52,2.37,-0.15,1.72,1.6,-0.12,0.52,2.95,2.43,2.45,4.96,2.51,4.13,12.47,8.33,11041.0,9.3094,1.2408,9.685,-7.8797,20.1974,13.1872,19.971,1.5918,23.8655,598000.0,5.2875,9.8539,30.819
1149,Karmøy,2017-2021,2017,2021,Rogaland,Vestlandet,4,758,False,22930.0,19.1,19.7,0.6,25.54,23.14,-2.4,29.18,22.31,-6.87,11.16,10.96,-0.2,4.86,8.67,3.81,2.93,3.79,0.86,2.24,2.28,0.04,1.54,1.57,0.03,0.78,2.5,1.72,2.67,5.08,2.41,1.41,4.32,3.57,42229.0,10.6509,0.2747,5.696,-10.7272,13.4031,13.9691,19.8963,1.6526,22.4448,532000.0,2.0553,13.2581,31.7202
1151,Utsira,2017-2021,2017,2021,Rogaland,Vestlandet,6,293,False,135.0,33.33,41.98,8.65,8.89,6.87,-2.02,21.48,16.79,-4.69,1.48,1.53,0.05,27.41,23.66,-3.75,2.22,3.82,1.6,1.48,3.05,1.57,1.48,0.0,-1.48,1.48,0.76,-0.72,0.74,1.53,0.79,-5.77,0.0,0.0,201.0,5.3033,-4.4776,-11.1111,-39.801,-4.9751,15.4229,16.9154,4.3688,29.375,552000.0,9.434,0.0,44.3396
1160,Vindafjord,2017-2021,2017,2021,Rogaland,Vestlandet,5,643,False,4672.0,16.46,17.08,0.62,19.14,16.53,-2.61,20.36,16.74,-3.62,9.33,7.89,-1.44,26.35,29.19,2.84,2.8,3.9,1.1,2.27,2.2,-0.07,1.18,1.38,0.2,0.56,1.95,1.39,1.56,3.13,1.57,0.23,39.98,-6.77,8828.0,9.0857,-1.3933,4.9048,-21.2959,7.2497,14.9184,20.2084,1.4859,22.44,524000.0,10.1862,17.9847,26.4184
1505,Kristiansund,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,4,749,False,12921.0,29.42,22.88,-6.54,14.42,17.23,2.81,8.34,6.42,-1.92,1.6,0.99,-0.61,16.28,27.85,11.57,3.76,6.67,2.91,5.22,2.36,-2.86,1.81,2.59,0.78,4.5,9.56,5.06,14.66,3.45,-11.21,14.38,24.09,-6.63,24442.0,10.1041,-1.4033,2.2444,-12.8058,-1.1865,16.0707,20.5098,2.3367,25.8839,467000.0,1.4896,6.0294,34.3501
1506,Molde,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,4,740,False,18094.0,18.91,20.51,1.6,18.65,15.0,-3.65,32.68,26.04,-6.64,5.88,5.09,-0.79,7.94,10.94,3.0,5.91,9.29,3.38,3.91,3.54,-0.37,3.22,4.19,0.97,1.05,2.79,1.74,1.86,2.62,0.76,-0.65,9.22,6.94,31870.0,10.3694,0.0,6.0742,-6.7775,6.3069,16.5359,20.7531,1.9423,33.3652,507782.0018,2.2139,9.7146,40.5519
1508,Ålesund,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,3,800,True,30095.0,20.74,19.99,-0.75,24.09,25.28,1.19,30.14,19.22,-10.92,6.68,5.91,-0.77,5.6,10.42,4.82,3.75,5.94,2.19,3.86,3.59,-0.27,2.47,2.89,0.42,1.1,2.98,1.88,1.56,3.78,2.22,6.01,3.71,9.13,55408.0,10.9225,3.7357,12.2593,21.6621,11.9336,14.0178,22.2206,1.6204,32.9214,508364.0787,1.634,11.4277,34.6739
1511,Vanylven,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,6,535,False,1975.0,16.2,14.05,-2.15,32.2,30.88,-1.32,17.92,9.99,-7.93,7.29,5.38,-1.91,17.37,20.84,3.47,1.87,2.94,1.07,4.15,6.69,2.54,1.06,1.17,0.11,0.3,2.33,2.03,1.62,5.73,4.11,2.15,15.66,0.83,3203.0,8.0718,-3.7465,-9.7747,-15.2982,-21.8545,23.5717,15.3606,2.5068,17.3014,509000.0,10.5364,8.1737,35.5683
1514,Sande,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,6,560,False,1382.0,16.71,17.35,0.64,28.22,30.35,2.13,29.81,18.04,-11.77,5.79,4.13,-1.66,12.88,17.89,5.01,2.1,3.36,1.26,2.46,2.45,-0.01,0.51,0.46,-0.05,0.43,2.45,2.02,1.09,3.52,2.43,7.14,8.46,12.38,2540.0,7.8399,-3.7402,-6.8571,-26.7717,-10.6299,19.4882,16.0236,1.3707,20.2905,498000.0,6.2251,27.4541,30.7263
1515,Herøy (Møre og Romsdal),2017-2021,2017,2021,Møre og Romsdal,Vestlandet,5,664,False,4949.0,15.28,15.81,0.53,31.44,32.32,0.88,30.19,18.9,-11.29,9.09,9.12,0.03,6.39,10.77,4.38,1.96,3.21,1.25,2.65,1.84,-0.81,1.09,1.22,0.13,0.46,1.43,0.97,1.45,5.37,3.92,5.26,0.0,9.48,8957.0,9.1002,-1.1053,3.8087,-14.9604,4.0192,16.2778,18.6223,1.943,21.3517,558000.0,7.8685,16.686,26.2208
1516,Ulstein,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,4,719,False,4500.0,16.27,18.95,2.68,24.53,22.61,-1.92,31.69,22.5,-9.19,9.56,7.87,-1.69,7.11,12.32,5.21,3.62,4.51,0.89,3.78,3.46,-0.32,1.73,1.91,0.18,0.42,1.72,1.3,1.29,4.14,2.85,3.29,7.71,5.88,8457.0,9.0427,1.3953,10.6309,-7.4495,21.5206,13.0188,19.7351,2.1066,30.9744,527000.0,1.6235,25.7412,28.7294
1517,Hareid,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,4,683,False,2758.0,16.57,19.7,3.13,31.65,27.5,-4.15,25.6,16.33,-9.27,6.71,5.02,-1.69,9.28,13.8,4.52,3.41,4.28,0.87,3.81,4.03,0.22,1.38,1.39,0.01,0.83,2.38,1.55,0.76,5.57,4.81,0.37,0.0,0.0,5185.0,8.5535,-0.8679,4.2174,-17.7435,9.0646,15.2748,20.7136,1.5929,23.3534,507000.0,1.8167,22.7291,29.4308
1520,Ørsta,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,4,718,False,6147.0,19.81,18.54,-1.27,26.03,21.86,-4.17,18.58,11.61,-6.97,5.09,4.15,-0.94,20.04,26.49,6.45,3.55,6.16,2.61,2.49,2.4,-0.09,2.38,1.98,-0.4,0.78,2.67,1.89,1.25,4.15,2.9,2.28,23.22,24.86,10744.0,9.2821,0.8004,4.4057,8.4698,9.4006,16.7722,20.0112,1.3996,25.7655,515000.0,4.6459,13.6381,35.5189
1525,Stranda,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,5,628,False,2459.0,16.31,16.78,0.47,22.69,28.02,5.33,21.19,11.37,-9.82,6.67,5.16,-1.51,24.24,25.59,1.35,2.81,4.91,2.1,2.6,2.01,-0.59,1.42,1.76,0.34,0.73,2.18,1.45,1.34,2.22,0.88,6.68,46.18,0.42,4623.0,8.4388,-3.05,-2.0328,-28.5529,-3.0283,19.9438,20.3547,0.7167,22.947,511000.0,4.0833,35.1667,24.5833
1528,Sykkylven,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,4,695,False,4236.0,17.37,17.88,0.51,28.21,28.97,0.76,25.8,16.87,-8.93,5.71,5.47,-0.24,12.72,15.7,2.98,2.95,5.2,2.25,3.21,2.77,-0.44,1.51,1.46,-0.05,0.68,2.15,1.47,1.82,3.53,1.71,3.74,11.91,16.89,7695.0,8.9483,-1.2865,-0.8614,-10.7862,-2.2092,15.9714,17.8947,2.4198,23.2967,533000.0,1.5961,36.002,25.437
1531,Sula,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,4,737,False,4789.0,19.88,18.72,-1.16,29.88,32.55,2.67,25.58,16.51,-9.07,10.0,9.3,-0.7,5.2,8.13,2.93,3.05,5.27,2.22,2.76,2.03,-0.73,1.52,1.83,0.31,0.42,1.97,1.55,1.71,3.66,1.95,5.6,2.27,-2.27,9007.0,9.1058,4.4632,16.2179,24.9806,19.7624,13.434,20.1288,1.0309,26.4967,562000.0,1.9621,14.2637,33.2011
1532,Giske,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,4,714,False,4498.0,14.05,15.18,1.13,25.06,26.01,0.95,28.77,17.35,-11.42,15.05,15.86,0.81,6.4,9.87,3.47,2.56,4.47,1.91,4.45,3.05,-1.4,1.8,2.02,0.22,0.69,2.24,1.55,1.18,3.96,2.78,4.42,5.19,5.93,8176.0,9.009,4.0362,18.9817,13.2094,27.6419,12.977,20.499,1.5657,26.9176,589000.0,6.7491,11.3473,31.471
1535,Vestnes,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,5,644,False,3675.0,15.13,14.05,-1.08,26.78,31.4,4.62,22.75,14.36,-8.39,4.87,4.12,-0.75,17.12,17.07,-0.05,4.19,10.36,6.17,2.97,1.59,-1.38,1.63,1.48,-0.15,0.87,2.41,1.54,3.7,3.17,-0.53,4.57,41.83,-10.64,6577.0,8.7913,5.7929,6.9803,-4.1052,-0.6082,16.8314,18.8992,2.7145,19.9963,480000.0,4.1564,18.7808,37.5308
1539,Rauma,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,5,627,False,4091.0,18.92,20.41,1.49,21.24,21.76,0.52,22.88,15.28,-7.6,5.11,3.99,-1.12,16.72,18.86,2.14,8.02,7.82,-0.2,2.35,2.46,0.11,2.08,3.55,1.47,0.78,2.36,1.58,1.91,3.5,1.59,2.66,28.19,-8.87,7503.0,8.9231,-6.3575,-5.0541,-0.6664,-8.2634,19.2323,17.5663,1.7469,21.7285,482000.0,5.6981,12.3683,30.7858
1547,Aukra,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,5,616,False,1867.0,19.5,20.43,0.93,22.92,9.69,-13.23,28.92,30.59,1.67,5.68,6.97,1.29,11.3,17.44,6.14,4.07,4.92,0.85,3.8,3.04,-0.76,1.5,2.04,0.54,0.86,1.62,0.76,1.45,3.25,1.8,-7.09,8.29,9.04,3547.0,8.1739,-0.7048,8.4026,-10.1494,-1.4096,16.9721,19.1147,1.3982,24.9644,556000.0,3.8667,14.6341,35.931
1554,Averøy,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,5,611,False,3149.0,26.71,22.21,-4.5,22.42,23.85,1.43,12.04,7.55,-4.49,5.4,3.7,-1.7,17.18,24.74,7.56,2.86,4.61,1.75,5.78,3.38,-2.4,1.81,1.71,-0.1,1.27,3.54,2.27,4.54,4.71,0.17,8.99,10.24,3.83,5856.0,8.6752,-0.8197,5.2174,-10.0751,1.5369,16.7862,18.306,2.7558,22.1474,530000.0,7.1253,14.4963,29.8701
1557,Gjemnes,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,5,576,False,1487.0,19.7,19.45,-0.25,16.01,16.03,0.02,16.68,9.46,-7.22,7.4,4.07,-3.33,28.65,35.61,6.96,3.7,6.18,2.48,2.22,1.91,-0.31,1.82,1.18,-0.64,0.94,2.89,1.95,2.89,3.22,0.33,6.98,29.93,19.88,2611.0,7.8675,1.8001,2.9435,19.1498,-1.149,18.8434,16.7752,1.9241,22.449,511000.0,9.0132,10.9557,37.6845
1560,Tingvoll,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,5,568,False,1797.0,27.88,21.88,-6.0,15.41,17.85,2.44,10.57,5.69,-4.88,4.56,3.09,-1.47,29.16,34.09,4.93,3.12,4.92,1.8,3.01,2.04,-0.97,2.95,2.93,-0.02,0.61,3.59,2.98,2.73,3.92,1.19,7.37,22.4,10.69,3109.0,8.0421,-3.9884,-2.6101,-25.7317,-14.1525,21.293,16.5648,1.9566,24.8555,487000.0,8.9903,10.7192,33.7483
1563,Sunndal,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,5,640,False,4220.0,46.23,38.89,-7.34,12.68,11.48,-1.2,10.73,8.38,-2.35,2.63,1.81,-0.82,15.31,21.24,5.93,5.85,7.16,1.31,2.63,2.77,0.14,1.8,2.05,0.25,1.26,3.01,1.75,0.88,3.22,2.34,4.73,16.14,5.92,7126.0,8.8715,-2.3856,-4.2796,-17.5414,-6.3149,17.6116,18.5237,1.983,22.5362,483000.0,2.9258,25.4635,31.2862
1566,Surnadal,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,5,607,False,3387.0,34.69,28.65,-6.04,12.31,10.36,-1.95,12.02,7.57,-4.45,2.98,2.08,-0.9,31.0,39.42,8.42,2.18,4.49,2.31,1.36,1.17,-0.19,2.01,1.88,-0.13,0.59,2.47,1.88,0.86,1.91,1.05,6.47,35.57,10.44,5986.0,8.6972,-1.9044,-1.2943,-10.1904,-8.3528,19.128,18.1924,2.3809,20.4964,506000.0,7.1523,15.6291,33.7417
1573,Smøla,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,6,501,False,1248.0,28.04,20.42,-7.62,13.7,14.91,1.21,16.91,7.7,-9.21,2.4,2.19,-0.21,23.0,39.3,16.3,3.61,5.67,2.06,3.77,1.46,-2.31,1.28,0.89,-0.39,1.04,3.73,2.69,6.25,3.73,-2.52,17.51,14.93,24.46,2160.0,7.6779,-1.4815,-0.4212,-3.7037,-12.037,20.1852,17.6852,2.7471,18.588,457000.0,20.0,9.1324,28.1279
1576,Aure,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,6,501,False,2000.0,23.5,20.27,-3.23,15.4,16.0,0.6,14.5,8.66,-5.84,3.9,2.75,-1.15,27.35,35.84,8.49,2.2,4.02,1.82,3.8,1.61,-2.19,2.15,1.18,-0.97,1.45,5.68,4.23,5.75,3.98,-1.77,9.09,41.74,-12.64,3590.0,8.1859,-3.3983,-1.5612,-22.8412,-11.1421,20.585,15.961,1.5892,20.2802,468000.0,12.0413,11.0092,34.805
1577,Volda,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,4,705,False,6069.0,19.44,19.16,-0.28,19.61,14.59,-5.02,15.93,11.17,-4.76,8.72,6.77,-1.95,19.67,22.95,3.28,6.81,10.49,3.68,3.44,3.77,0.33,3.71,3.68,-0.03,1.86,3.79,1.93,0.81,3.63,2.82,-1.74,14.83,5.85,10300.0,9.2399,4.6699,9.3186,29.6117,8.0583,16.4951,22.6117,0.8131,35.9608,512486.4364,4.7021,8.4877,45.1484
1578,Fjord,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,6,564,False,1433.0,15.84,16.15,0.31,18.63,19.73,1.1,21.35,13.62,-7.73,4.95,3.37,-1.58,30.01,31.32,1.31,3.28,7.94,4.66,1.47,1.12,-0.35,1.67,1.4,-0.27,1.12,2.6,1.48,1.67,2.74,1.07,2.41,37.55,-3.74,2668.0,7.8891,-6.2219,-10.097,-47.2264,-14.9925,19.6777,15.1799,3.184,21.9534,494964.7266,9.1045,9.0299,34.9254
1579,Hustadvika,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,5,651,False,7183.0,17.78,18.0,0.22,27.11,25.64,-1.47,26.37,17.67,-8.7,5.07,5.02,-0.05,14.45,19.56,5.11,2.83,3.85,1.02,2.14,2.11,-0.03,1.56,1.38,-0.18,0.54,2.23,1.69,2.16,4.53,2.37,3.64,28.95,14.81,13195.0,9.4876,0.9246,4.3488,0.9094,8.4881,15.5438,19.4543,1.7274,20.0114,531295.8303,5.3945,14.211,32.1279
1580,Haram,2017-2021,2017,2021,Møre og Romsdal,Vestlandet,5,625,True,5119.0,19.55,19.99,0.44,24.77,25.28,0.51,22.54,19.22,-3.32,7.33,5.91,-1.42,16.88,10.42,-6.46,1.93,5.94,4.01,2.97,3.59,0.62,1.99,2.89,0.9,0.59,2.98,2.39,1.45,3.78,2.33,-5.95,21.4,-8.56,9312.0,9.1391,-1.2873,3.7837,5.1272,5.3462,16.86,18.3634,-1.2217,22.548,525000.0,4.1078,32.8624,27.6679
1804,Bodø,2017-2021,2017,2021,Nordland,Nord-Norge,3,793,False,29317.0,22.92,28.13,5.21,17.64,12.43,-5.21,27.85,21.82,-6.03,2.61,2.05,-0.56,9.09,10.64,1.55,7.82,8.45,0.63,4.07,4.63,0.56,3.08,3.73,0.65,3.53,5.59,2.06,1.4,2.53,1.13,-3.66,3.28,6.67,51022.0,10.84,3.0144,9.8501,17.1299,12.9356,13.0904,22.7451,1.5557,35.0999,527000.0,1.1016,3.4503,44.6004
1806,Narvik,2017-2021,2017,2021,Nordland,Nord-Norge,4,686,True,11989.22,30.67,31.42,0.75,17.39,14.34,-3.05,23.42,15.92,-7.5,2.83,2.24,-0.59,10.73,17.16,6.43,7.08,7.88,0.8,1.9,1.71,-0.19,2.01,1.97,-0.04,1.92,4.69,2.77,2.04,2.66,0.62,3.38,5.25,15.65,22137.7786,10.005,-2.1537,-0.8446,-19.44,-6.0039,17.5141,21.0857,1.7879,27.1815,484311.1329,1.2539,3.4918,41.7122
1811,Bindal,2017-2021,2017,2021,Nordland,Nord-Norge,6,426,False,988.0,33.3,32.2,-1.1,8.7,5.97,-2.73,11.74,7.57,-4.17,1.82,2.13,0.31,35.02,37.42,2.4,3.64,4.8,1.16,2.23,1.39,-0.84,1.92,2.13,0.21,1.01,3.73,2.72,0.61,2.67,2.06,-0.33,10.65,8.41,1473.0,7.2951,-5.1595,-12.2487,-21.7244,-29.871,23.8968,15.1392,2.9464,18.0791,439000.0,14.3297,3.698,45.3005
1812,Sømna,2017-2021,2017,2021,Nordland,Nord-Norge,6,505,False,1215.0,23.13,22.04,-1.09,12.26,7.91,-4.35,8.81,4.71,-4.1,2.14,1.36,-0.78,44.36,50.08,5.72,3.87,5.11,1.24,0.74,1.12,0.38,1.56,0.56,-1.0,2.14,5.51,3.37,0.99,1.6,0.61,1.37,38.94,12.54,2047.0,7.6241,-2.7846,-1.7284,-12.213,-17.5867,19.3454,16.7562,1.8104,20.5113,460000.0,14.5308,7.2654,40.2624
1813,Brønnøy,2017-2021,2017,2021,Nordland,Nord-Norge,5,613,False,4348.0,29.14,29.35,0.21,16.03,11.94,-4.09,17.57,10.08,-7.49,1.47,1.23,-0.24,20.91,27.54,6.63,6.09,6.61,0.52,1.91,1.84,-0.07,2.44,1.82,-0.62,2.71,6.17,3.46,1.72,3.43,1.71,2.54,20.17,18.93,7956.0,8.9817,-1.9231,1.0882,-16.8426,-1.7597,15.1961,19.0799,2.2203,23.1131,488000.0,5.9659,3.0217,45.4029
1815,Vega,2017-2021,2017,2021,Nordland,Nord-Norge,6,400,False,779.0,29.14,28.91,-0.23,10.53,10.25,-0.28,13.74,6.31,-7.43,1.16,0.79,-0.37,32.48,37.32,4.84,4.49,5.91,1.42,1.67,0.92,-0.75,1.41,1.71,0.3,3.72,4.6,0.88,1.67,3.29,1.62,4.56,32.83,-3.81,1234.0,7.118,-4.2139,-6.9291,-12.1556,-30.7942,22.6904,16.6937,0.829,20.4957,451000.0,19.3043,4.1739,37.7391
1816,Vevelstad,2017-2021,2017,2021,Nordland,Nord-Norge,6,373,False,285.0,28.42,27.24,-1.18,8.42,12.07,3.65,9.12,5.52,-3.6,1.75,2.07,0.32,43.16,42.41,-0.75,2.46,3.1,0.64,1.05,0.69,-0.36,1.05,0.69,-0.36,3.16,5.17,2.01,1.4,1.03,-0.37,2.9,0.0,0.0,528.0,6.2691,-11.9318,-10.5769,-126.8939,7.5758,20.2652,14.7727,4.0359,20.0,449000.0,25.0,4.0984,38.1148
1818,Herøy (Nordland),2017-2021,2017,2021,Nordland,Nord-Norge,6,480,False,881.0,35.75,32.29,-3.46,13.39,13.03,-0.36,17.48,12.92,-4.56,1.82,1.0,-0.82,20.89,27.84,6.95,4.54,4.57,0.03,1.02,0.33,-0.69,0.91,0.89,-0.02,1.36,3.56,2.2,2.84,3.56,0.72,6.59,8.53,12.35,1788.0,7.4889,0.2796,8.7326,2.7964,-0.5593,18.4004,20.0783,1.6219,17.362,470000.0,13.3811,16.2485,28.1959
1820,Alstahaug,2017-2021,2017,2021,Nordland,Nord-Norge,5,653,False,3926.0,27.94,26.32,-1.62,16.2,11.28,-4.92,17.4,9.67,-7.73,1.63,0.8,-0.83,20.99,31.67,10.68,6.14,6.15,0.01,1.94,1.38,-0.56,1.94,1.66,-0.28,4.28,7.51,3.23,1.55,3.57,2.02,5.76,19.86,25.24,7428.0,8.913,-0.4577,1.3432,-10.3662,5.6543,16.7878,20.1131,2.3223,26.7706,489000.0,4.8223,4.1334,42.1879
1822,Leirfjord,2017-2021,2017,2021,Nordland,Nord-Norge,6,559,False,1209.0,29.61,26.18,-3.43,17.2,13.36,-3.84,11.83,4.72,-7.11,1.82,1.1,-0.72,25.06,37.89,12.83,6.53,6.84,0.31,1.74,0.31,-1.43,1.82,1.1,-0.72,2.98,6.13,3.15,1.41,2.36,0.95,8.99,24.77,11.43,2278.0,7.7311,0.0,5.463,-12.2915,12.7305,16.0228,20.1493,2.4144,22.1484,480000.0,11.2053,6.0264,37.9473
1824,Vefsn,2017-2021,2017,2021,Nordland,Nord-Norge,4,686,False,7544.0,31.8,31.89,0.09,16.83,17.35,0.52,15.12,8.04,-7.08,1.75,1.36,-0.39,19.15,21.93,2.78,5.82,5.71,-0.11,2.0,1.43,-0.57,1.78,1.86,0.08,4.36,7.03,2.67,1.38,3.4,2.02,3.3,8.35,23.33,13465.0,9.5078,-1.4631,-0.2931,-9.7289,-5.1987,18.277,19.6064,1.1381,23.2623,473000.0,2.6946,14.075,38.7476
1825,Grane,2017-2021,2017,2021,Nordland,Nord-Norge,6,494,False,864.0,40.16,33.76,-6.4,14.12,12.24,-1.88,8.45,7.18,-1.27,1.04,0.82,-0.22,30.79,34.24,3.45,2.08,2.71,0.63,0.81,0.71,-0.1,0.58,0.59,0.01,1.27,4.94,3.67,0.69,2.82,2.13,1.57,43.13,16.36,1469.0,7.2923,-1.0892,-2.2865,4.0844,-14.9762,21.7155,16.678,1.5468,16.8831,469000.0,8.4371,18.6722,37.2061
1826,Aarborte - Hattfjelldal,2017-2021,2017,2021,Nordland,Nord-Norge,6,453,False,846.0,31.91,31.15,-0.76,7.8,6.06,-1.74,7.21,4.0,-3.21,1.54,0.85,-0.69,43.5,45.82,2.32,3.19,4.48,1.29,0.71,0.36,-0.35,0.95,0.61,-0.34,2.13,4.0,1.87,1.06,2.67,1.61,0.58,38.28,7.88,1414.0,7.2542,-10.396,-13.3971,-77.0863,-27.5813,23.6917,16.2659,2.2752,17.6122,440000.0,16.8317,11.5983,39.4625
1827,Dønna,2017-2021,2017,2021,Nordland,Nord-Norge,6,429,False,801.0,22.72,23.73,1.01,12.86,9.93,-2.93,13.23,8.47,-4.76,1.12,0.61,-0.51,33.83,38.86,5.03,8.24,7.14,-1.1,0.75,0.48,-0.27,1.12,1.21,0.09,2.75,6.78,4.03,3.37,2.78,-0.59,2.1,0.0,19.83,1410.0,7.2513,-2.766,-5.383,-8.5106,-19.1489,20.1418,17.4468,2.8341,21.7391,433000.0,14.1123,3.4901,39.909
