kom2024,aar,stemmeberettigede,avgitte_stemmer,godkjente_stemmer,forkastede_stemmer,blanke_stemmer,rettede_stemmer,forhandsstemmer,forhandsstemmer_prosent,valgdeltakelse_prosent
3418,1991,6994,4385,4381,4,0,953,,,62.7
3419,1991,3580,2474,2459,15,0,983,,,69.1
3420,1991,13720,8767,8736,31,0,953,,,63.9
3421,1991,5895,4227,4224,3,0,805,,,71.7
3422,1991,3591,2528,2419,109,0,371,,,70.4
3423,1991,2701,1980,1971,9,0,489,,,73.3
3424,1991,2042,1664,1656,8,0,485,,,81.5
3425,1991,1319,1076,1069,7,0,302,,,81.6
3426,1991,1442,1116,1111,5,0,368,,,77.4
3427,1991,4196,3025,3014,11,0,705,,,72.1
3428,1991,1907,1438,1437,1,0,484,,,75.4
3429,1991,1563,1269,1265,4,0,552,,,81.2
3430,1991,1584,1175,1175,0,0,377,,,74.2
3431,1991,2445,1670,1662,8,0,583,,,68.3
3432,1991,1886,1377,1369,8,0,757,,,73.0
3433,1991,2019,1413,1412,1,0,512,,,70.0
3434,1991,2085,1318,1312,6,0,559,,,63.2
3435,1991,3096,2322,2306,16,0,997,,,75.0
3436,1991,4906,3179,3144,35,0,744,,,64.8
3437,1991,4984,3120,3114,6,0,791,,,62.6
3438,1991,2805,1773,1765,8,0,522,,,63.2
3439,1991,4107,2797,2780,17,0,636,,,68.1
3440,1991,3576,2414,2408,6,0,728,,,67.5
3441,1991,5103,3603,3593,10,0,861,,,70.6
3442,1991,11384,7582,7565,17,0,1193,,,66.6
3443,1991,10558,6567,6501,66,0,1080,,,62.2
3446,1991,9990,6753,6730,23,0,1168,,,67.6
3447,1991,5028,3374,3361,13,0,599,,,67.1
3448,1991,5628,3332,3331,1,0,789,,,59.2
3449,1991,2790,1953,1947,6,0,816,,,70.0
3450,1991,1291,887,887,0,0,395,,,68.7
3451,1991,5147,3392,3382,10,0,1234,,,65.9
3452,1991,1889,1356,1354,2,0,686,,,71.8
3453,1991,2425,1671,1662,9,0,719,,,68.9
3454,1991,1369,912,907,5,0,581,,,66.6
3901,1991,17866,11559,11462,97,0,2140,,,64.7
3903,1991,20006,13486,13453,33,0,3484,,,67.41
3905,1991,25420,16447,16364,83,0,2135,,,64.7
3907,1991,38751,25307,25207,100,0,5844,,,65.31
3909,1991,31654,21461,21387,74,0,4879,,,67.8
3911,1991,17265,11455,11405,50,0,2126,,,66.35
4001,1991,24831,14824,14744,80,0,1928,,,59.7
4003,1991,37655,22593,22500,93,0,3420,,,60.0
4005,1991,9896,6878,6853,25,0,1679,,,69.5
4010,1991,1621,1091,1086,5,0,381,,,67.3
4012,1991,10366,6282,6248,34,0,1302,,,60.6
4014,1991,8403,5521,5508,13,0,1208,,,65.7
4016,1991,3400,2414,2409,5,0,810,,,71.0
4018,1991,5550,3480,3464,16,0,824,,,62.7
4020,1991,6997,4679,4665,14,0,1472,,,66.87
4022,1991,2393,1455,1439,16,0,492,,,60.8
4024,1991,1358,925,925,0,0,420,,,68.1
4026,1991,5464,4147,4128,19,0,1050,,,75.9
4028,1991,2252,1464,1459,5,0,525,,,65.0
4030,1991,1109,831,826,5,0,531,,,74.9
4032,1991,1090,811,803,8,0,324,,,74.4
4034,1991,2114,1575,1570,5,0,611,,,74.5
4036,1991,3046,2047,2036,11,0,607,,,67.2
4201,1991,5394,3549,3537,12,0,1172,,,65.8
4202,1991,11859,7483,7468,15,0,2773,,,63.1
4203,1991,29085,18527,18472,55,0,7093,,,63.7
4204,1991,59498,38320,38176,144,0,8510,,,64.41
4205,1991,15348,10566,10521,45,0,4550,,,68.84
4206,1991,7063,4718,4700,18,0,2217,,,66.8
4207,1991,6709,4488,4483,5,0,1929,,,66.9
4211,1991,1969,1325,1318,7,0,758,,,67.3
4212,1991,1370,1134,1127,7,0,729,,,82.8
4213,1991,4465,3005,2975,30,0,1301,,,67.3
4214,1991,3094,2039,2035,4,0,778,,,65.9
4215,1991,6085,4077,4063,14,0,1839,,,67.0
4216,1991,2949,2100,2097,3,0,1228,,,71.2
4217,1991,1497,1030,1029,1,0,586,,,68.8
4218,1991,750,576,576,0,0,375,,,76.8
4219,1991,2516,1711,1709,2,0,799,,,68.0
4220,1991,1061,743,743,0,0,415,,,70.0
4221,1991,1123,833,831,2,0,552,,,74.2
4222,1991,571,416,416,0,0,314,,,72.9
4223,1991,8518,5707,5695,12,0,1706,,,67.0
4224,1991,656,509,505,4,0,396,,,77.6
4225,1991,4825,3194,3188,6,0,1465,,,66.2
4226,1991,1138,884,881,3,0,576,,,77.7
4227,1991,4289,2921,2910,11,0,1600,,,68.1
4228,1991,1295,969,960,9,0,733,,,74.8
4601,1991,168830,107207,106975,232,0,18180,,,63.5
4602,1991,12414,7998,7971,27,0,3659,,,64.43
4611,1991,2985,2012,1994,18,0,1259,,,67.4
4612,1991,3211,2251,2246,5,0,1348,,,70.1
4613,1991,6880,4892,4869,23,0,2661,,,71.1
4614,1991,10693,7111,7096,15,0,2221,,,66.5
4615,1991,2139,1632,1630,2,0,876,,,76.3
4616,1991,2206,1564,1553,11,0,1122,,,70.9
4617,1991,9748,7165,7141,24,0,3433,,,73.5
4618,1991,10511,7080,7059,21,0,2843,,,67.36
4619,1991,825,610,608,2,0,406,,,73.9
4620,1991,988,743,739,4,0,460,,,75.2
4621,1991,11777,8096,8061,35,0,2592,,,68.75
4622,1991,6519,4472,4465,7,0,2093,,,68.6
4623,1991,1781,1197,1195,2,0,698,,,67.2
4624,1991,11790,8188,8156,32,0,4121,,,69.45
4625,1991,2973,2102,2094,8,0,1147,,,70.7
4626,1991,16320,11007,10969,38,0,3884,,,67.44
4627,1991,13649,8872,8845,27,0,1649,,,65.0
4628,1991,3520,2510,2508,2,0,1017,,,71.3
4629,1991,237,149,149,0,0,0,,,62.9
4630,1991,5102,3857,3844,13,0,1643,,,75.6
4631,1991,15242,10230,10215,15,0,4464,,,67.12
4632,1991,1998,1291,1288,3,0,655,,,64.6
4633,1991,560,460,459,1,0,278,,,82.1
4634,1991,1404,1066,1064,2,0,706,,,75.9
4635,1991,1971,1275,1271,4,0,846,,,64.7
4636,1991,867,539,539,0,0,343,,,62.2
4637,1991,1339,943,939,4,0,595,,,70.4
4638,1991,3771,2470,2457,13,0,171,,,65.5
4639,1991,2416,1684,1675,9,0,893,,,69.7
4640,1991,5915,3880,3872,8,0,1903,,,65.59
4641,1991,1440,1028,1025,3,0,533,,,71.4
4642,1991,3414,2555,2547,8,0,1344,,,74.84
4643,1991,4911,3163,3153,10,0,1155,,,64.4
4644,1991,3951,2766,2752,14,0,2031,,,70.0
4645,1991,2685,1729,1720,9,0,935,,,64.4
4646,1991,4491,3087,3077,10,0,1897,,,68.74
4647,1991,10678,7330,7315,15,0,3139,,,68.64
4648,1991,3530,2436,2434,2,0,1235,,,69.0
4649,1991,6579,4603,4585,18,0,2566,,,69.97
4650,1991,5463,3978,3970,8,0,2176,,,72.82
4651,1991,5074,3577,3566,11,0,2389,,,70.5
5001,1991,112005,69633,69330,303,0,11816,,,62.17
5006,1991,20141,13354,13289,65,0,3140,,,66.3
5007,1991,9784,6492,6471,21,0,1629,,,66.35
5014,1991,3305,2115,2109,6,0,884,,,64.0
5020,1991,1910,1352,1341,11,0,850,,,70.79
5021,1991,4791,3181,3176,5,0,1322,,,66.4
5022,1991,2307,1576,1574,2,0,733,,,68.3
5025,1991,4313,3028,3004,24,0,904,,,70.2
5026,1991,1988,1473,1459,14,0,557,,,74.1
5027,1991,4690,3175,3173,2,0,1020,,,67.7
5028,1991,9331,6457,6431,26,0,1634,,,69.2
5029,1991,4188,3082,3068,14,0,1321,,,73.6
5031,1991,7278,4658,4643,15,0,889,,,64.0
5032,1991,3199,2246,2238,8,0,846,,,70.2
5033,1991,771,655,652,3,0,342,,,85.0
5034,1991,2178,1370,1364,6,0,438,,,62.9
5035,1991,13300,8499,8471,28,0,2001,,,63.9
5036,1991,1875,1378,1375,3,0,656,,,73.5
5037,1991,12760,8447,8412,35,0,2237,,,66.2
5038,1991,10261,6526,6509,17,0,1962,,,63.6
5041,1991,1956,1471,1464,7,0,778,,,75.2
5042,1991,1306,827,824,3,0,426,,,63.3
5043,1991,534,433,433,0,0,246,,,81.1
5044,1991,888,663,661,2,0,313,,,74.7
5045,1991,1957,1501,1498,3,0,465,,,76.7
5046,1991,1042,853,851,2,0,461,,,81.9
5047,1991,2859,2047,2047,0,0,558,,,71.6
5049,1991,1085,741,739,2,0,439,,,68.3
5052,1991,640,447,445,2,0,290,,,69.8
5053,1991,7674,5550,5528,22,0,2026,,,72.32
5054,1991,4980,3297,3294,3,0,1409,,,66.2
5055,1991,4218,3000,2993,7,0,1126,,,71.12
5056,1991,3302,1955,1949,6,0,857,,,59.2
5057,1991,7587,4908,4895,13,0,1926,,,64.69
5058,1991,2761,1858,1849,9,0,834,,,67.3
5059,1991,12746,8411,8387,24,0,3145,,,65.99
5060,1991,7115,4696,4684,12,0,1721,,,66.0
5061,1991,1778,1159,1157,2,0,824,,,65.2
5501,1991,39840,22589,22514,75,0,3597,,,56.7
5503,1991,17805,10259,10231,28,0,2532,,,57.62
5510,1991,2679,1672,1669,3,0,699,,,62.4
5512,1991,3848,2481,2470,11,0,1351,,,64.48
5514,1991,1760,1153,1149,4,0,849,,,65.5
5516,1991,1170,831,823,8,0,502,,,71.0
5518,1991,926,733,733,0,0,500,,,79.2
5520,1991,2930,2060,2048,12,0,676,,,70.3
5522,1991,1943,1253,1252,1,0,424,,,64.5
5524,1991,5828,3322,3290,32,0,1204,,,57.0
5526,1991,2615,1522,1518,4,0,628,,,58.2
5528,1991,1282,782,780,2,0,316,,,61.0
5530,1991,11885,7238,7203,35,0,2744,,,60.9
5532,1991,5018,3071,3057,14,0,752,,,61.2
5534,1991,2078,1245,1237,8,0,707,,,59.9
5536,1991,2728,1735,1728,7,0,1076,,,63.6
5538,1991,1427,1002,994,8,0,812,,,70.2
5540,1991,2178,1429,1416,13,0,854,,,65.6
5542,1991,2347,1495,1493,2,0,737,,,63.7
5544,1991,3667,2215,2207,8,0,1077,,,60.4
5546,1991,1309,859,852,7,0,586,,,65.6
5601,1991,11199,5969,5937,32,0,2186,,,53.3
5603,1991,8339,4609,4590,19,0,1495,,,55.27
5605,1991,7637,4399,4379,20,0,1422,,,57.6
5607,1991,4677,2811,2788,23,0,935,,,60.1
5610,1991,2021,1455,1449,6,0,823,,,72.0
5612,1991,2109,1510,1500,10,0,1224,,,71.6
5614,1991,1325,896,892,4,0,588,,,67.6
5616,1991,1066,741,735,6,0,510,,,69.5
5618,1991,1472,864,860,4,0,426,,,58.7
5620,1991,3189,1891,1880,11,0,460,,,59.3
5622,1991,3480,2036,2017,19,0,913,,,58.5
5624,1991,1327,779,776,3,0,502,,,58.7
5626,1991,1093,766,757,9,0,510,,,70.1
5628,1991,2551,1676,1670,6,0,1018,,,65.7
5630,1991,1050,667,664,3,0,310,,,63.5
5632,1991,1780,949,944,5,0,346,,,53.3
5634,1991,2429,1460,1451,9,0,684,,,60.1
5636,1991,840,629,626,3,0,452,,,74.9
0301,1995,396506,274382,273225,1157,0,49043,,,69.2
1101,1995,9430,6092,6070,22,0,2736,,,64.6
1103,1995,82519,51309,51158,151,0,10162,,,62.18
1106,1995,22498,13814,13717,97,0,4316,,,61.4
1108,1995,36351,23027,22957,70,0,5807,,,63.35
1111,1995,2614,1749,1748,1,0,841,,,66.9
1112,1995,2220,1516,1509,7,0,918,,,68.3
1114,1995,1735,1334,1334,0,0,745,,,76.9
1119,1995,9361,6347,6296,51,0,3398,,,67.8
1120,1995,9196,5766,5744,22,0,1743,,,62.7
1121,1995,9020,6296,6286,10,0,2477,,,69.8
1122,1995,5559,3508,3502,6,0,1223,,,63.1
1124,1995,12629,7956,7926,30,0,2283,,,63.0
1127,1995,5818,3910,3910,0,0,1339,,,67.2
1130,1995,6977,4570,4565,5,0,1862,,,65.5
1133,1995,2026,1402,1400,2,0,913,,,69.2
1134,1995,3018,1968,1960,8,0,1124,,,65.2
1135,1995,3943,2646,2642,4,0,859,,,67.1
1144,1995,396,302,302,0,0,254,,,76.3
1145,1995,579,432,430,2,0,334,,,74.6
1146,1995,5818,3735,3725,10,0,1692,,,64.2
1149,1995,26163,14887,14848,39,0,5589,,,56.9
1151,1995,163,133,132,1,0,108,,,81.6
1160,1995,6004,3924,3910,14,0,2626,,,65.36
1505,1995,17234,9385,9331,54,0,2433,,,54.46
1506,1995,22752,12597,12558,39,0,4360,,,55.37
1508,1995,32372,19561,19477,84,0,5526,,,60.43
1511,1995,2817,1755,1750,5,0,1124,,,62.3
1514,1995,2444,1652,1635,17,0,1052,,,67.6
1515,1995,6202,3808,3800,8,0,2041,,,61.4
1516,1995,4537,2813,2810,3,0,1585,,,62.0
1517,1995,3422,2248,2239,9,0,1021,,,65.7
1520,1995,7800,4649,4633,16,0,2163,,,59.6
1525,1995,3550,2208,2203,5,0,1096,,,62.2
1528,1995,5313,3273,3267,6,0,1657,,,61.6
1531,1995,5044,3193,3174,19,0,1739,,,63.3
1532,1995,4567,2699,2687,12,0,1404,,,59.1
1535,1995,4931,3013,3010,3,0,1487,,,61.1
1539,1995,5987,3299,3293,6,0,1311,,,55.1
1547,1995,2220,1312,1307,5,0,693,,,59.1
1554,1995,4259,2534,2529,5,0,1240,,,59.5
1557,1995,2130,1361,1359,2,0,802,,,63.9
1560,1995,2550,1604,1604,0,0,760,,,62.9
1563,1995,5780,3364,3353,11,0,877,,,58.2
1566,1995,5000,2960,2954,6,0,1443,,,59.2
1573,1995,2024,1259,1257,2,0,585,,,62.2
1576,1995,4586,2842,2826,16,0,1693,,,61.98
1577,1995,6099,4013,4000,13,0,2052,,,65.8
1578,1995,2352,1565,1560,5,0,820,,,66.55
1579,1995,9024,5431,5414,17,0,3073,,,60.19
1580,1995,6529,4074,4047,27,0,1941,,,62.4
1804,1995,29779,15515,15446,69,0,2897,,,52.1
1806,1995,16974,9616,9591,25,0,2364,,,56.65
1811,1995,1549,1250,1245,5,0,693,,,80.7
1812,1995,1625,1097,1094,3,0,444,,,67.5
1813,1995,5361,3147,3132,15,0,1092,,,58.7
1815,1995,1175,785,782,3,0,382,,,66.8
1816,1995,512,375,373,2,0,217,,,73.2
1818,1995,1484,859,859,0,0,379,,,57.9
1820,1995,5623,2969,2964,5,0,939,,,52.8
1822,1995,1723,984,977,7,0,503,,,57.1
1824,1995,10652,5326,5317,9,0,1270,,,50.0
1825,1995,1312,773,772,1,0,253,,,58.9
1826,1995,1340,973,969,4,0,336,,,72.6
1827,1995,1310,896,890,6,0,565,,,68.4
1828,1995,1373,894,882,12,0,507,,,65.1
1832,1995,3677,2405,2399,6,0,1044,,,65.4
1833,1995,19746,9557,9537,20,0,1587,,,48.4
1834,1995,1683,1057,1056,1,0,578,,,62.8
1835,1995,380,280,280,0,0,158,,,73.7
1836,1995,1234,843,838,5,0,716,,,68.3
1837,1995,5246,3326,3316,10,0,2027,,,63.4
1838,1995,1921,1233,1228,5,0,611,,,64.2
1839,1995,1116,806,805,1,0,310,,,72.2
1840,1995,3948,2286,2285,1,0,904,,,57.9
1841,1995,8657,5272,5259,13,0,1856,,,60.9
1845,1995,2009,1302,1298,4,0,551,,,64.8
1848,1995,2428,1425,1413,12,0,730,,,58.7
1851,1995,2097,1407,1399,8,0,374,,,67.1
1853,1995,1273,908,903,5,0,452,,,71.3
1856,1995,514,315,315,0,0,179,,,61.3
1857,1995,637,430,430,0,0,264,,,67.5
1859,1995,1243,824,817,7,0,584,,,66.3
1860,1995,8239,4548,4541,7,0,1459,,,55.2
1865,1995,7228,3867,3812,55,0,1959,,,53.5
1866,1995,6643,3727,3715,12,0,1469,,,56.1
1867,1995,2838,1845,1835,10,0,744,,,65.0
1868,1995,3669,1915,1909,6,0,575,,,52.2
1870,1995,6754,3708,3698,10,0,1117,,,54.9
1871,1995,4844,2926,2913,13,0,1292,,,60.4
1874,1995,1104,700,698,2,0,439,,,63.4
