kom2024,aar,stemmer_andre,total_stemmer_alle_partier,prosent_andre
1508,2019,3751,30658,12.23
1511,2019,197,1740,11.32
1514,2019,135,1291,10.46
1515,2019,610,4241,14.38
1516,2019,79,4172,1.89
1517,2019,623,2482,25.1
1520,2019,0,5331,0.0
1525,2019,0,2264,0.0
1528,2019,37,3858,0.96
1531,2019,816,4211,19.38
1532,2019,536,3975,13.48
1535,2019,304,3184,9.55
1539,2019,154,3902,3.95
1547,2019,0,1818,0.0
1554,2019,0,2822,0.0
1557,2019,0,1309,0.0
1560,2019,0,1638,0.0
1563,2019,0,3903,0.0
1566,2019,0,3034,0.0
1573,2019,80,1183,6.76
1576,2019,244,2010,12.14
1577,2019,549,5576,9.85
1578,2019,0,1328,0.0
1579,2019,67,6293,1.06
1804,2019,125,25309,0.49
1806,2019,46,9908,0.46
1811,2019,281,918,30.61
1812,2019,183,1183,15.47
1813,2019,0,3880,0.0
1815,2019,28,727,3.85
1816,2019,252,252,100.0
1818,2019,176,891,19.75
1820,2019,252,3774,6.68
1822,2019,0,1221,0.0
1824,2019,289,6844,4.22
1825,2019,0,869,0.0
1826,2019,60,782,7.67
1827,2019,0,802,0.0
1828,2019,181,936,19.34
1832,2019,329,2422,13.58
1833,2019,0,13036,0.0
1834,2019,54,1074,5.03
1835,2019,81,246,32.93
1836,2019,547,716,76.4
1837,2019,0,3155,0.0
1838,2019,253,1045,24.21
1839,2019,118,601,19.63
1840,2019,224,2536,8.83
1841,2019,629,4903,12.83
1845,2019,0,1065,0.0
1848,2019,0,1436,0.0
1851,2019,0,1151,0.0
1853,2019,225,841,26.75
1856,2019,336,336,100.0
1857,2019,182,419,43.44
1859,2019,130,669,19.43
1860,2019,43,5235,0.82
1865,2019,0,4297,0.0
1866,2019,582,3912,14.88
1867,2019,0,1550,0.0
1868,2019,0,2151,0.0
1870,2019,39,4983,0.78
1871,2019,0,2682,0.0
1874,2019,396,471,84.08
1875,2019,0,1580,0.0
3101,2019,1312,14844,8.84
3103,2019,2742,23864,11.49
3105,2019,4716,25124,18.77
3107,2019,2964,37497,7.9
3110,2019,322,2767,11.64
3112,2019,0,3671,0.0
3114,2019,0,2663,0.0
3116,2019,0,1865,0.0
3118,2019,113,20012,0.56
3120,2019,0,3970,0.0
3122,2019,0,1888,0.0
3124,2019,0,834,0.0
3201,2019,2074,68196,3.04
3203,2019,1091,48626,2.24
3205,2019,3429,39411,8.7
3207,2019,1257,31002,4.05
3209,2019,69,16278,0.42
3212,2019,0,10810,0.0
3214,2019,364,8771,4.15
3216,2019,833,8790,9.48
3218,2019,0,9724,0.0
3220,2019,0,5204,0.0
3222,2019,0,18674,0.0
3224,2019,156,8461,1.84
3226,2019,0,8372,0.0
3228,2019,918,10658,8.61
3230,2019,0,3419,0.0
3232,2019,66,12026,0.55
3234,2019,0,4621,0.0
3236,2019,0,3432,0.0
3238,2019,788,6011,13.11
3240,2019,510,11340,4.5
3242,2019,268,1502,17.84
3301,2019,4572,47682,9.59
3303,2019,2176,13251,16.42
3305,2019,142,14169,1.0
3310,2019,0,3471,0.0
3312,2019,0,13078,0.0
3314,2019,0,8797,0.0
3316,2019,60,6853,0.88
3318,2019,460,1116,41.22
3320,2019,506,612,82.68
3322,2019,825,1762,46.82
3324,2019,0,2296,0.0
3326,2019,90,1326,6.79
3328,2019,0,2569,0.0
3330,2019,0,2308,0.0
3332,2019,374,1840,20.33
3334,2019,0,1364,0.0
3336,2019,0,746,0.0
3338,2019,0,1282,0.0
3401,2019,975,8734,11.16
3403,2019,6015,16053,37.47
3405,2019,295,14399,2.05
3407,2019,140,14258,0.98
3411,2019,1160,16186,7.17
3412,2019,0,3878,0.0
3413,2019,1373,11232,12.22
3414,2019,0,2530,0.0
3415,2019,543,3892,13.95
3416,2019,73,3182,2.29
3417,2019,183,2399,7.63
3418,2019,172,3641,4.72
3419,2019,734,2026,36.23
3420,2019,269,9906,2.72
3421,2019,0,3755,0.0
3422,2019,0,2114,0.0
3423,2019,0,1324,0.0
3424,2019,0,1117,0.0
3425,2019,371,807,45.97
3426,2019,0,908,0.0
3427,2019,130,3019,4.31
3428,2019,0,1367,0.0
3429,2019,111,991,11.2
3430,2019,0,1138,0.0
3431,2019,409,1407,29.07
3432,2019,0,1108,0.0
3433,2019,173,1270,13.62
3434,2019,433,1148,37.72
3435,2019,488,1969,24.78
3436,2019,0,2908,0.0
3437,2019,0,3293,0.0
3438,2019,137,1560,8.78
3439,2019,333,2217,15.02
3440,2019,0,2621,0.0
3441,2019,477,3114,15.32
3442,2019,170,7238,2.35
3443,2019,0,6539,0.0
3446,2019,2326,6923,33.6
3447,2019,519,2717,19.1
3448,2019,172,3345,5.14
3449,2019,106,1563,6.78
3450,2019,97,728,13.32
3451,2019,0,3154,0.0
3452,2019,236,1089,21.67
3453,2019,0,1586,0.0
3454,2019,134,894,14.99
3901,2019,0,13619,0.0
3903,2019,67,12198,0.55
3905,2019,336,27930,1.2
3907,2019,829,30063,2.76
3909,2019,2554,22633,11.28
3911,2019,1479,13821,10.7
4001,2019,669,17408,3.84
4003,2019,1659,25182,6.59
4005,2019,157,6410,2.45
4010,2019,0,1304,0.0
4012,2019,148,6926,2.14
4014,2019,0,5496,0.0
4016,2019,0,2172,0.0
4018,2019,33,3290,1.0
4020,2019,0,4731,0.0
4022,2019,0,1566,0.0
4024,2019,0,899,0.0
4026,2019,0,3082,0.0
4028,2019,0,1255,0.0
4030,2019,0,845,0.0
4032,2019,0,754,0.0
4034,2019,0,1270,0.0
4036,2019,0,1957,0.0
4201,2019,0,3736,0.0
4202,2019,166,10733,1.55
4203,2019,2819,21902,12.87
4204,2019,12610,55999,22.52
4205,2019,328,11737,2.79
4206,2019,82,4903,1.67
4207,2019,61,4467,1.37
4211,2019,0,1213,0.0
4212,2019,0,1237,0.0
4213,2019,551,3260,16.9
4214,2019,119,2778,4.28
4215,2019,464,5476,8.47
4216,2019,174,2478,7.02
4217,2019,0,954,0.0
4218,2019,0,711,0.0
4219,2019,0,1823,0.0
4220,2019,122,694,17.58
4221,2019,0,652,0.0
4222,2019,0,523,0.0
4223,2019,298,6964,4.28
4224,2019,0,575,0.0
4225,2019,0,5025,0.0
4226,2019,93,963,9.66
4227,2019,0,3161,0.0
4228,2019,73,1100,6.64
4601,2019,29875,150274,19.88
4602,2019,67,8267,0.81
4611,2019,0,2199,0.0
4612,2019,0,2869,0.0
4613,2019,309,6180,5.0
4614,2019,0,9171,0.0
4615,2019,0,1667,0.0
4616,2019,0,1596,0.0
4617,2019,650,6382,10.18
4618,2019,0,6212,0.0
4619,2019,0,518,0.0
4620,2019,0,645,0.0
4621,2019,0,8246,0.0
4622,2019,0,4530,0.0
4623,2019,506,1329,38.07
4624,2019,0,13216,0.0
4625,2019,0,2735,0.0
4626,2019,3642,18102,20.12
4627,2019,3967,14368,27.61
4628,2019,0,2250,0.0
4629,2019,208,208,100.0
4630,2019,0,4313,0.0
4631,2019,3574,15531,23.01
4632,2019,106,1426,7.43
4633,2019,0,356,0.0
4634,2019,0,969,0.0
4635,2019,0,1278,0.0
4636,2019,0,439,0.0
4637,2019,0,718,0.0
4638,2019,0,2217,0.0
4639,2019,0,1441,0.0
4640,2019,0,6299,0.0
4641,2019,0,1023,0.0
4642,2019,0,1211,0.0
4643,2019,0,2886,0.0
4644,2019,0,2978,0.0
4645,2019,0,1581,0.0
4646,2019,0,1460,0.0
4647,2019,100,11144,0.9
4648,2019,0,2005,0.0
4649,2019,0,5040,0.0
4650,2019,138,3210,4.3
4651,2019,37,3445,1.07
5001,2019,6799,104138,6.53
5006,2019,70,12114,0.58
5007,2019,0,7456,0.0
5014,2019,114,2333,4.89
5020,2019,128,489,26.18
5021,2019,0,3623,0.0
5022,2019,0,1420,0.0
5025,2019,128,3329,3.84
5026,2019,379,1293,29.31
5027,2019,486,3109,15.63
5028,2019,1008,8180,12.32
5029,2019,354,3895,9.09
5031,2019,279,6999,3.99
5032,2019,281,2093,13.43
5033,2019,0,506,0.0
5034,2019,326,1313,24.83
5035,2019,43,12222,0.35
5036,2019,0,1442,0.0
5037,2019,0,10202,0.0
5038,2019,0,7373,0.0
5041,2019,0,1258,0.0
5042,2019,0,729,0.0
5043,2019,175,280,62.5
5044,2019,78,521,14.97
5045,2019,0,1349,0.0
5046,2019,0,702,0.0
5047,2019,0,1947,0.0
5049,2019,0,672,0.0
5052,2019,0,385,0.0
5053,2019,0,3735,0.0
5054,2019,1463,5310,27.55
5055,2019,611,3212,19.02
5056,2019,323,2267,14.25
5057,2019,0,5196,0.0
5058,2019,0,2361,0.0
5059,2019,993,9001,11.03
5060,2019,0,4742,0.0
5061,2019,0,1067,0.0
5501,2019,4612,37649,12.25
5503,2019,31,11888,0.26
5510,2019,285,1461,19.51
5512,2019,123,2202,5.59
5514,2019,0,814,0.0
5516,2019,173,567,30.51
5518,2019,0,579,0.0
5520,2019,0,2150,0.0
5522,2019,0,1139,0.0
5524,2019,0,3338,0.0
5526,2019,258,1702,15.16
5528,2019,0,666,0.0
5530,2019,831,6989,11.89
5532,2019,32,2784,1.15
5534,2019,339,1187,28.56
5536,2019,514,1650,31.15
5538,2019,425,1108,38.36
5540,2019,0,1123,0.0
5542,2019,115,1430,8.04
5544,2019,0,2359,0.0
5546,2019,174,660,26.36
5601,2019,87,8619,1.01
5603,2019,0,5173,0.0
5605,2019,0,4766,0.0
5607,2019,0,2941,0.0
5610,2019,445,1459,30.5
5612,2019,781,1446,54.01
5614,2019,0,535,0.0
5616,2019,0,496,0.0
5618,2019,0,608,0.0
5620,2019,0,1779,0.0
5622,2019,354,2108,16.79
5624,2019,71,715,9.93
5626,2019,13,596,2.18
5628,2019,193,1664,11.6
5630,2019,0,541,0.0
5632,2019,0,1117,0.0
5634,2019,0,1062,0.0
5636,2019,105,592,17.74
0301,2023,18928,362385,5.22
1101,2023,532,7626,6.98
1103,2023,5265,74488,7.07
1106,2023,2022,17796,11.36
1108,2023,3213,36979,8.69
1111,2023,0,1768,0.0
1112,2023,0,1700,0.0
1114,2023,320,1501,21.32
1119,2023,1681,9296,18.08
1120,2023,857,9655,8.88
1121,2023,527,10032,5.25
1122,2023,410,5667,7.23
1124,2023,974,13330,7.31
1127,2023,243,5905,4.12
1130,2023,741,6463,11.47
1133,2023,0,1400,0.0
1134,2023,0,2195,0.0
1135,2023,0,2445,0.0
1144,2023,240,351,68.38
1145,2023,0,493,0.0
1146,2023,683,5538,12.33
1149,2023,5267,20244,26.02
1151,2023,136,136,100.0
1160,2023,618,4275,14.46
1505,2023,1985,11312,17.55
1506,2023,639,15584,4.1
1508,2023,5282,27955,18.89
1511,2023,340,1779,19.11
1514,2023,0,1242,0.0
1515,2023,1052,4247,24.77
1516,2023,392,4278,9.16
1517,2023,1570,2477,63.38
1520,2023,0,5307,0.0
1525,2023,0,2163,0.0
1528,2023,0,3791,0.0
1531,2023,440,4696,9.37
1532,2023,625,4253,14.7
1535,2023,231,3370,6.85
1539,2023,104,3742,2.78
1547,2023,0,1706,0.0
1554,2023,0,2714,0.0
1557,2023,0,1366,0.0
1560,2023,220,1549,14.2
1563,2023,0,3439,0.0
1566,2023,0,2862,0.0
1573,2023,0,1078,0.0
1576,2023,0,1719,0.0
1577,2023,510,5581,9.14
1578,2023,0,1321,0.0
1579,2023,632,6162,10.26
1580,2023,458,4781,9.58
1804,2023,1351,25888,5.22
1806,2023,1300,10041,12.95
1811,2023,0,633,0.0
1812,2023,304,1096,27.74
1813,2023,0,3590,0.0
1815,2023,215,755,28.48
1816,2023,176,269,65.43
1818,2023,239,873,27.38
1820,2023,0,3126,0.0
1822,2023,0,1086,0.0
1824,2023,317,6313,5.02
1825,2023,0,699,0.0
1826,2023,0,665,0.0
1827,2023,0,771,0.0
1828,2023,165,874,18.88
1832,2023,624,2335,26.72
1833,2023,1517,11995,12.65
1834,2023,39,932,4.18
1835,2023,0,252,0.0
1836,2023,652,684,95.32
1837,2023,225,3094,7.27
1838,2023,128,1009,12.69
1839,2023,200,646,30.96
1840,2023,250,2436,10.26
1841,2023,227,4688,4.84
1845,2023,0,969,0.0
1848,2023,0,1276,0.0
1851,2023,131,1110,11.8
1853,2023,237,795,29.81
1856,2023,215,215,100.0
1857,2023,299,348,85.92
1859,2023,206,580,35.52
1860,2023,253,5039,5.02
1865,2023,76,4179,1.82
1866,2023,996,3917,25.43
1867,2023,115,1481,7.77
1868,2023,0,1966,0.0
1870,2023,214,4747,4.51
1871,2023,0,2415,0.0
1874,2023,323,432,74.77
1875,2023,0,1534,0.0
3101,2023,3106,14798,20.99
3103,2023,3187,23932,13.32
3105,2023,2991,25290,11.83
3107,2023,5656,39582,14.29
3110,2023,210,2911,7.21
3112,2023,0,3659,0.0
3114,2023,29,2597,1.12
3116,2023,0,1779,0.0
3118,2023,1552,19791,7.84
3120,2023,0,3818,0.0
3122,2023,448,1874,23.91
3124,2023,0,824,0.0
3201,2023,3640,68225,5.34
3203,2023,3359,48960,6.86
3205,2023,4551,39894,11.41
3207,2023,2137,31555,6.77
3209,2023,242,16791,1.44
3212,2023,403,11071,3.64
3214,2023,906,8786,10.31
3216,2023,740,9120,8.11
3218,2023,571,10057,5.68
3220,2023,0,4850,0.0
3222,2023,622,19929,3.12
3224,2023,407,8608,4.73
3226,2023,0,8122,0.0
3228,2023,1384,10698,12.94
3230,2023,0,3524,0.0
3232,2023,454,11951,3.8
3234,2023,98,4608,2.13
3236,2023,0,3242,0.0
3238,2023,1197,6095,19.64
3240,2023,937,11936,7.85
3242,2023,245,1402,17.48
3301,2023,4536,44680,10.15
3303,2023,1662,13257,12.54
3305,2023,1592,14053,11.33
3310,2023,0,3229,0.0
3312,2023,0,12995,0.0
3314,2023,149,8797,1.69
3316,2023,0,6425,0.0
3318,2023,582,1278,45.54
3320,2023,304,607,50.08
3322,2023,150,1737,8.64
3324,2023,0,2249,0.0
3326,2023,37,1379,2.68
3328,2023,0,2651,0.0
3330,2023,176,2365,7.44
3332,2023,489,1751,27.93
3334,2023,100,1323,7.56
3336,2023,0,779,0.0
3338,2023,100,1270,7.87
3401,2023,1192,7934,15.02
3403,2023,5972,16084,37.13
3405,2023,1295,13907,9.31
3407,2023,558,13541,4.12
3411,2023,2512,15551,16.15
3412,2023,141,3654,3.86
3413,2023,2401,10300,23.31
3414,2023,0,2385,0.0
3415,2023,1037,3785,27.4
3416,2023,118,2777,4.25
3417,2023,92,2082,4.42
3418,2023,780,3444,22.65
3419,2023,673,1711,39.33
3420,2023,1211,9582,12.64
3421,2023,0,3435,0.0
3422,2023,0,1892,0.0
3423,2023,0,1206,0.0
3424,2023,0,1094,0.0
3425,2023,0,742,0.0
3426,2023,0,878,0.0
3427,2023,127,2928,4.34
3428,2023,71,1340,5.3
3429,2023,108,921,11.73
3430,2023,0,1077,0.0
3431,2023,205,1209,16.96
3432,2023,0,1009,0.0
3433,2023,299,1103,27.11
3434,2023,737,1201,61.37
3435,2023,782,1884,41.51
3436,2023,0,2562,0.0
3437,2023,0,2614,0.0
3438,2023,123,1534,8.02
3439,2023,376,2189,17.18
3440,2023,0,2398,0.0
3441,2023,929,2796,33.23
3442,2023,299,6726,4.45
3443,2023,0,6143,0.0
3446,2023,1527,6826,22.37
3447,2023,509,2525,20.16
3448,2023,291,3128,9.3
3449,2023,0,1378,0.0
3450,2023,0,621,0.0
3451,2023,82,2876,2.85
3452,2023,238,1028,23.15
3453,2023,0,1461,0.0
3454,2023,310,862,35.96
3901,2023,1108,13659,8.11
3903,2023,775,12677,6.11
3905,2023,2011,28518,7.05
3907,2023,2538,29117,8.72
3909,2023,1538,23386,6.58
3911,2023,2310,14561,15.86
4001,2023,2201,17703,12.43
4003,2023,2232,25327,8.81
4005,2023,97,5898,1.64
4010,2023,0,1202,0.0
4012,2023,0,7011,0.0
4014,2023,210,5317,3.95
4016,2023,240,2034,11.8
4018,2023,117,3097,3.78
4020,2023,0,4730,0.0
4022,2023,0,1503,0.0
4024,2023,0,778,0.0
4026,2023,0,2742,0.0
4028,2023,0,1209,0.0
4030,2023,0,847,0.0
4032,2023,0,598,0.0
4034,2023,0,1196,0.0
4036,2023,613,1971,31.1
4201,2023,0,3656,0.0
4202,2023,1032,11462,9.0
4203,2023,1721,21813,7.89
4204,2023,8407,56821,14.8
4205,2023,1239,12133,10.21
4206,2023,257,5126,5.01
4207,2023,135,4712,2.87
4211,2023,0,1222,0.0
4212,2023,0,1216,0.0
4213,2023,246,3075,8.0
4214,2023,240,2891,8.3
4215,2023,729,5679,12.84
4216,2023,185,2449,7.55
4217,2023,0,910,0.0
4218,2023,0,693,0.0
4219,2023,0,1809,0.0
4220,2023,52,657,7.91
4221,2023,158,641,24.65
4222,2023,43,560,7.68
4223,2023,483,7045,6.86
4224,2023,0,523,0.0
4225,2023,237,5314,4.46
4226,2023,71,1033,6.87
4227,2023,255,3139,8.12
4228,2023,0,1097,0.0
4601,2023,21392,146634,14.59
4602,2023,513,7937,6.46
4611,2023,167,2158,7.74
4612,2023,466,2938,15.86
4613,2023,971,6259,15.51
4614,2023,672,9200,7.3
4615,2023,144,1753,8.21
4616,2023,205,1669,12.28
4617,2023,968,6468,14.97
4618,2023,508,5989,8.48
4619,2023,0,552,0.0
4620,2023,0,621,0.0
4621,2023,871,8232,10.58
4622,2023,254,4672,5.44
4623,2023,410,1401,29.26
4624,2023,1352,13371,10.11
4625,2023,292,2834,10.3
4626,2023,3566,18550,19.22
4627,2023,2741,14274,19.2
4628,2023,260,2161,12.03
4629,2023,217,217,100.0
4630,2023,315,4315,7.3
4631,2023,1850,14745,12.55
4632,2023,277,1407,19.69
4633,2023,0,337,0.0
4634,2023,0,996,0.0
4635,2023,0,1267,0.0
4636,2023,0,395,0.0
4637,2023,0,679,0.0
4638,2023,249,2186,11.39
4639,2023,0,1394,0.0
4640,2023,0,6281,0.0
4641,2023,0,999,0.0
4642,2023,0,1176,0.0
4643,2023,0,2365,0.0
4644,2023,0,2909,0.0
4645,2023,0,1463,0.0
4646,2023,0,1398,0.0
4647,2023,623,10993,5.67
4648,2023,213,1853,11.49
4649,2023,253,4728,5.35
4650,2023,0,3168,0.0
4651,2023,58,3347,1.73
5001,2023,9319,109353,8.52
5006,2023,1492,11953,12.48
5007,2023,268,7054,3.8
5014,2023,172,2189,7.86
5020,2023,219,512,42.77
5021,2023,0,3669,0.0
5022,2023,260,1250,20.8
5025,2023,134,3153,4.25
5026,2023,516,1200,43.0
5027,2023,1054,2973,35.45
5028,2023,1760,8273,21.27
5029,2023,421,3989,10.55
5031,2023,831,7201,11.54
5032,2023,46,2149,2.14
5033,2023,0,467,0.0
5034,2023,359,1212,29.62
5035,2023,797,12061,6.61
5036,2023,0,1390,0.0
5037,2023,704,9599,7.33
5038,2023,1378,7358,18.73
5041,2023,30,1180,2.54
5042,2023,0,715,0.0
5043,2023,238,282,84.4
5044,2023,164,444,36.94
5045,2023,0,1138,0.0
5046,2023,0,695,0.0
5047,2023,0,1832,0.0
5049,2023,0,679,0.0
5052,2023,144,360,40.0
5053,2023,0,3568,0.0
5054,2023,1287,5018,25.65
5055,2023,479,3038,15.77
5056,2023,210,2357,8.91
5057,2023,745,4876,15.28
5058,2023,0,2298,0.0
5059,2023,2102,8713,24.12
5060,2023,110,4608,2.39
5061,2023,0,1022,0.0
5501,2023,4190,38438,10.9
5503,2023,771,11541,6.68
5510,2023,389,1336,29.12
5512,2023,760,2229,34.1
5514,2023,0,715,0.0
5516,2023,49,559,8.77
5518,2023,0,502,0.0
5520,2023,0,2022,0.0
5522,2023,0,987,0.0
5524,2023,0,3055,0.0
5526,2023,0,1639,0.0
5528,2023,0,584,0.0
5530,2023,1557,6493,23.98
5532,2023,85,2598,3.27
5534,2023,184,1161,15.85
5536,2023,510,1526,33.42
5538,2023,313,1058,29.58
5540,2023,0,1046,0.0
5542,2023,0,1383,0.0
5544,2023,332,2236,14.85
5546,2023,107,601,17.8
5601,2023,460,8763,5.25
5603,2023,812,4962,16.36
5605,2023,0,4593,0.0
5607,2023,378,2747,13.76
5610,2023,658,1284,51.25
5612,2023,864,1481,58.34
5614,2023,79,458,17.25
5616,2023,341,592,57.6
5618,2023,179,506,35.38
5620,2023,0,1480,0.0
5622,2023,543,2024,26.83
5624,2023,0,637,0.0
5626,2023,23,567,4.06
5628,2023,252,1449,17.39
5630,2023,0,473,0.0
5632,2023,305,913,33.41
5634,2023,0,929,0.0
5636,2023,267,552,48.37
