kode,variabel,aar,verdi
3050,Fodselsoverskudd,2023,6
3050,Nettoinnflytting,2020,13
3050,Nettoinnflytting,2021,1
3050,Nettoinnflytting,2022,18
3050,Nettoinnflytting,2023,43
3050,Folkemengde,2020,2688
3050,Folkemengde,2021,2713
3050,Folkemengde,2022,2720
3050,Folkemengde,2023,2737
3051,Fodselsoverskudd,2020,-6
3051,Fodselsoverskudd,2021,1
3051,Fodselsoverskudd,2022,-17
3051,Fodselsoverskudd,2023,1
3051,Nettoinnflytting,2020,2
3051,Nettoinnflytting,2021,-14
3051,Nettoinnflytting,2022,12
3051,Nettoinnflytting,2023,29
3051,Folkemengde,2020,1390
3051,Folkemengde,2021,1386
3051,Folkemengde,2022,1370
3051,Folkemengde,2023,1366
3052,Fodselsoverskudd,2020,-8
3052,Fodselsoverskudd,2021,3
3052,Fodselsoverskudd,2022,-28
3052,Fodselsoverskudd,2023,-25
3052,Nettoinnflytting,2020,-19
3052,Nettoinnflytting,2021,41
3052,Nettoinnflytting,2022,61
3052,Nettoinnflytting,2023,23
3052,Folkemengde,2020,2439
3052,Folkemengde,2021,2412
3052,Folkemengde,2022,2455
3052,Folkemengde,2023,2486
3053,Fodselsoverskudd,2020,5
3053,Fodselsoverskudd,2021,-9
3053,Fodselsoverskudd,2022,-14
3053,Fodselsoverskudd,2023,-18
3053,Nettoinnflytting,2020,10
3053,Nettoinnflytting,2021,50
3053,Nettoinnflytting,2022,100
3053,Nettoinnflytting,2023,65
3053,Folkemengde,2020,6852
3053,Folkemengde,2021,6867
3053,Folkemengde,2022,6908
3053,Folkemengde,2023,6990
3054,Fodselsoverskudd,2020,8
3054,Fodselsoverskudd,2021,18
3054,Fodselsoverskudd,2022,-5
3054,Fodselsoverskudd,2023,4
3054,Nettoinnflytting,2020,5
3054,Nettoinnflytting,2021,66
3054,Nettoinnflytting,2022,161
3054,Nettoinnflytting,2023,49
3054,Folkemengde,2020,9048
3054,Folkemengde,2021,9062
3054,Folkemengde,2022,9144
3054,Folkemengde,2023,9307
0101,Fodselsoverskudd,1980,-56
0101,Fodselsoverskudd,1981,-97
0101,Fodselsoverskudd,1982,-61
0101,Fodselsoverskudd,1983,-87
0101,Fodselsoverskudd,1984,-75
0101,Fodselsoverskudd,1985,-86
0101,Fodselsoverskudd,1986,-60
0101,Fodselsoverskudd,1987,-92
0101,Fodselsoverskudd,1988,-37
0101,Fodselsoverskudd,1989,-45
0101,Fodselsoverskudd,1990,-25
0101,Fodselsoverskudd,1991,-60
0101,Fodselsoverskudd,1992,-43
0101,Fodselsoverskudd,1993,-72
0101,Fodselsoverskudd,1994,-24
0101,Fodselsoverskudd,1995,-33
0101,Fodselsoverskudd,1996,27
0101,Fodselsoverskudd,1997,32
0101,Fodselsoverskudd,1998,-51
0101,Fodselsoverskudd,1999,-52
0101,Fodselsoverskudd,2000,17
0101,Fodselsoverskudd,2001,8
0101,Fodselsoverskudd,2002,7
0101,Fodselsoverskudd,2003,-12
0101,Fodselsoverskudd,2004,5
0101,Fodselsoverskudd,2005,-32
0101,Fodselsoverskudd,2006,-7
0101,Fodselsoverskudd,2007,13
0101,Fodselsoverskudd,2008,18
0101,Fodselsoverskudd,2009,47
0101,Fodselsoverskudd,2010,3
0101,Fodselsoverskudd,2011,-42
0101,Fodselsoverskudd,2012,-2
0101,Fodselsoverskudd,2013,-8
0101,Fodselsoverskudd,2014,-29
0101,Fodselsoverskudd,2015,-31
0101,Fodselsoverskudd,2016,27
0101,Fodselsoverskudd,2017,39
0101,Fodselsoverskudd,2018,-35
0101,Fodselsoverskudd,2019,-42
0101,Nettoinnflytting,1980,-112
0101,Nettoinnflytting,1981,-70
0101,Nettoinnflytting,1982,-82
0101,Nettoinnflytting,1983,-79
0101,Nettoinnflytting,1984,-88
0101,Nettoinnflytting,1985,42
0101,Nettoinnflytting,1986,26
0101,Nettoinnflytting,1987,139
0101,Nettoinnflytting,1988,33
0101,Nettoinnflytting,1989,24
0101,Nettoinnflytting,1990,68
0101,Nettoinnflytting,1991,27
0101,Nettoinnflytting,1992,106
0101,Nettoinnflytting,1993,83
0101,Nettoinnflytting,1994,70
0101,Nettoinnflytting,1995,99
0101,Nettoinnflytting,1996,118
0101,Nettoinnflytting,1997,224
0101,Nettoinnflytting,1998,169
0101,Nettoinnflytting,1999,255
0101,Nettoinnflytting,2000,390
0101,Nettoinnflytting,2001,66
0101,Nettoinnflytting,2002,233
0101,Nettoinnflytting,2003,42
0101,Nettoinnflytting,2004,113
0101,Nettoinnflytting,2005,176
0101,Nettoinnflytting,2006,118
0101,Nettoinnflytting,2007,227
0101,Nettoinnflytting,2008,274
0101,Nettoinnflytting,2009,356
0101,Nettoinnflytting,2010,442
0101,Nettoinnflytting,2011,367
0101,Nettoinnflytting,2012,340
0101,Nettoinnflytting,2013,260
0101,Nettoinnflytting,2014,221
0101,Nettoinnflytting,2015,248
0101,Nettoinnflytting,2016,212
0101,Nettoinnflytting,2017,210
0101,Nettoinnflytting,2018,170
0101,Nettoinnflytting,2019,232
0101,Folkemengde,1980,26696
0101,Folkemengde,1981,26528
0101,Folkemengde,1982,26361
0101,Folkemengde,1983,26219
0101,Folkemengde,1984,26050
0101,Folkemengde,1985,25876
0101,Folkemengde,1986,25844
0101,Folkemengde,1987,25807
0101,Folkemengde,1988,25848
0101,Folkemengde,1989,25841
0101,Folkemengde,1990,25816
0101,Folkemengde,1991,25852
0101,Folkemengde,1992,25831
0101,Folkemengde,1993,25896
0101,Folkemengde,1994,25908
0101,Folkemengde,1995,25953
0101,Folkemengde,1996,26021
0101,Folkemengde,1997,26162
0101,Folkemengde,1998,26417
0101,Folkemengde,1999,26523
0101,Folkemengde,2000,26733
0101,Folkemengde,2001,27133
0101,Folkemengde,2002,27204
0101,Folkemengde,2003,27438
0101,Folkemengde,2004,27464
0101,Folkemengde,2005,27582
0101,Folkemengde,2006,27722
0101,Folkemengde,2007,27835
0101,Folkemengde,2008,28092
0101,Folkemengde,2009,28389
0101,Folkemengde,2010,28776
0101,Folkemengde,2011,29220
0101,Folkemengde,2012,29543
0101,Folkemengde,2013,29880
0101,Folkemengde,2014,30132
0101,Folkemengde,2015,30328
0101,Folkemengde,2016,30544
0101,Folkemengde,2017,30790
0101,Folkemengde,2018,31037
0101,Folkemengde,2019,31177
0102,Fodselsoverskudd,1980,-59
0102,Fodselsoverskudd,1981,-60
0102,Fodselsoverskudd,1982,-37
0102,Fodselsoverskudd,1983,-97
0102,Fodselsoverskudd,1984,-59
0102,Fodselsoverskudd,1985,-74
0102,Fodselsoverskudd,1986,-83
0102,Fodselsoverskudd,1987,-106
0102,Fodselsoverskudd,1988,-75
0102,Fodselsoverskudd,1989,-54
0102,Fodselsoverskudd,1990,-58
0102,Fodselsoverskudd,1991,-76
0102,Nettoinnflytting,1980,-65
0102,Nettoinnflytting,1981,71
0102,Nettoinnflytting,1982,155
0102,Nettoinnflytting,1983,-9
0102,Nettoinnflytting,1984,90
0102,Nettoinnflytting,1985,-130
0102,Nettoinnflytting,1986,74
0102,Nettoinnflytting,1987,4
0102,Nettoinnflytting,1988,206
0102,Nettoinnflytting,1989,-52
0102,Nettoinnflytting,1990,106
0102,Nettoinnflytting,1991,95
0102,Folkemengde,1980,12136
0102,Folkemengde,1981,12017
0102,Folkemengde,1982,12023
0102,Folkemengde,1983,12143
0102,Folkemengde,1984,12039
0102,Folkemengde,1985,12069
0102,Folkemengde,1986,11878
0102,Folkemengde,1987,11859
0102,Folkemengde,1988,11757
0102,Folkemengde,1989,11886
0102,Folkemengde,1990,11782
0102,Folkemengde,1991,11826
0103,Fodselsoverskudd,1980,-102
0103,Fodselsoverskudd,1981,-76
0103,Fodselsoverskudd,1982,-44
0103,Fodselsoverskudd,1983,-147
0103,Fodselsoverskudd,1984,-81
0103,Fodselsoverskudd,1985,-143
0103,Fodselsoverskudd,1986,-74
0103,Fodselsoverskudd,1987,-125
0103,Fodselsoverskudd,1988,-123
0103,Fodselsoverskudd,1989,-127
0103,Fodselsoverskudd,1990,-71
0103,Fodselsoverskudd,1991,-107
0103,Fodselsoverskudd,1992,-78
0103,Fodselsoverskudd,1993,-47
0103,Nettoinnflytting,1980,0
0103,Nettoinnflytting,1981,-63
0103,Nettoinnflytting,1982,-97
0103,Nettoinnflytting,1983,-163
0103,Nettoinnflytting,1984,-59
0103,Nettoinnflytting,1985,-133
0103,Nettoinnflytting,1986,-86
0103,Nettoinnflytting,1987,-50
0103,Nettoinnflytting,1988,166
0103,Nettoinnflytting,1989,154
0103,Nettoinnflytting,1990,59
0103,Nettoinnflytting,1991,33
0103,Nettoinnflytting,1992,176
0103,Nettoinnflytting,1993,129
0103,Folkemengde,1980,27968
0103,Folkemengde,1981,27862
0103,Folkemengde,1982,27719
0103,Folkemengde,1983,27578
0103,Folkemengde,1984,27264
0103,Folkemengde,1985,27125
0103,Folkemengde,1986,26838
0103,Folkemengde,1987,26664
0103,Folkemengde,1988,26479
0103,Folkemengde,1989,26525
0103,Folkemengde,1990,26527
0103,Folkemengde,1991,26513
0103,Folkemengde,1992,26436
0103,Folkemengde,1993,26539
0104,Fodselsoverskudd,1980,31
0104,Fodselsoverskudd,1981,-21
0104,Fodselsoverskudd,1982,-38
0104,Fodselsoverskudd,1983,-12
0104,Fodselsoverskudd,1984,-83
0104,Fodselsoverskudd,1985,-30
0104,Fodselsoverskudd,1986,-72
0104,Fodselsoverskudd,1987,68
0104,Fodselsoverskudd,1988,-8
0104,Fodselsoverskudd,1989,-9
0104,Fodselsoverskudd,1990,-10
0104,Fodselsoverskudd,1991,5
0104,Fodselsoverskudd,1992,14
0104,Fodselsoverskudd,1993,20
0104,Fodselsoverskudd,1994,-16
0104,Fodselsoverskudd,1995,32
0104,Fodselsoverskudd,1996,77
0104,Fodselsoverskudd,1997,25
0104,Fodselsoverskudd,1998,26
0104,Fodselsoverskudd,1999,54
0104,Fodselsoverskudd,2000,13
0104,Fodselsoverskudd,2001,25
0104,Fodselsoverskudd,2002,13
0104,Fodselsoverskudd,2003,-1
0104,Fodselsoverskudd,2004,20
0104,Fodselsoverskudd,2005,19
0104,Fodselsoverskudd,2006,82
0104,Fodselsoverskudd,2007,63
0104,Fodselsoverskudd,2008,29
0104,Fodselsoverskudd,2009,75
0104,Fodselsoverskudd,2010,36
0104,Fodselsoverskudd,2011,68
0104,Fodselsoverskudd,2012,11
0104,Fodselsoverskudd,2013,5
0104,Fodselsoverskudd,2014,41
0104,Fodselsoverskudd,2015,28
0104,Fodselsoverskudd,2016,-45
0104,Fodselsoverskudd,2017,-15
0104,Fodselsoverskudd,2018,5
0104,Fodselsoverskudd,2019,-16
0104,Nettoinnflytting,1980,-232
0104,Nettoinnflytting,1981,-135
0104,Nettoinnflytting,1982,-79
0104,Nettoinnflytting,1983,-79
0104,Nettoinnflytting,1984,31
0104,Nettoinnflytting,1985,-281
0104,Nettoinnflytting,1986,189
0104,Nettoinnflytting,1987,14
0104,Nettoinnflytting,1988,-12
0104,Nettoinnflytting,1989,-29
0104,Nettoinnflytting,1990,76
0104,Nettoinnflytting,1991,90
0104,Nettoinnflytting,1992,186
0104,Nettoinnflytting,1993,45
0104,Nettoinnflytting,1994,181
0104,Nettoinnflytting,1995,86
0104,Nettoinnflytting,1996,90
0104,Nettoinnflytting,1997,310
0104,Nettoinnflytting,1998,364
0104,Nettoinnflytting,1999,337
0104,Nettoinnflytting,2000,497
0104,Nettoinnflytting,2001,168
0104,Nettoinnflytting,2002,185
0104,Nettoinnflytting,2003,200
0104,Nettoinnflytting,2004,285
0104,Nettoinnflytting,2005,128
0104,Nettoinnflytting,2006,366
0104,Nettoinnflytting,2007,381
0104,Nettoinnflytting,2008,484
0104,Nettoinnflytting,2009,367
0104,Nettoinnflytting,2010,212
0104,Nettoinnflytting,2011,384
0104,Nettoinnflytting,2012,251
0104,Nettoinnflytting,2013,316
0104,Nettoinnflytting,2014,450
0104,Nettoinnflytting,2015,353
0104,Nettoinnflytting,2016,275
0104,Nettoinnflytting,2017,205
0104,Nettoinnflytting,2018,127
0104,Nettoinnflytting,2019,329
0104,Folkemengde,1980,25455
0104,Folkemengde,1981,25239
0104,Folkemengde,1982,25088
0104,Folkemengde,1983,24975
0104,Folkemengde,1984,24881
0104,Folkemengde,1985,24830
0104,Folkemengde,1986,24548
0104,Folkemengde,1987,24668
0104,Folkemengde,1988,24747
0104,Folkemengde,1989,24720
0104,Folkemengde,1990,24657
0104,Folkemengde,1991,24725
0104,Folkemengde,1992,24805
0104,Folkemengde,1993,25013
0104,Folkemengde,1994,25071
0104,Folkemengde,1995,25239
0104,Folkemengde,1996,25358
0104,Folkemengde,1997,25524
0104,Folkemengde,1998,25860
0104,Folkemengde,1999,26242
0104,Folkemengde,2000,26633
0104,Folkemengde,2001,27143
0104,Folkemengde,2002,27338
0104,Folkemengde,2003,27534
0104,Folkemengde,2004,27732
0104,Folkemengde,2005,28040
0104,Folkemengde,2006,28182
0104,Folkemengde,2007,28633
0104,Folkemengde,2008,29073
0104,Folkemengde,2009,29588
0104,Folkemengde,2010,30030
0104,Folkemengde,2011,30265
0104,Folkemengde,2012,30723
0104,Folkemengde,2013,30988
0104,Folkemengde,2014,31308
0104,Folkemengde,2015,31802
0104,Folkemengde,2016,32182
0104,Folkemengde,2017,32407
0104,Folkemengde,2018,32588
0104,Folkemengde,2019,32726
0105,Fodselsoverskudd,1992,97
0105,Fodselsoverskudd,1993,-28
0105,Fodselsoverskudd,1994,45
0105,Fodselsoverskudd,1995,-3
0105,Fodselsoverskudd,1996,-20
0105,Fodselsoverskudd,1997,-2
0105,Fodselsoverskudd,1998,35
0105,Fodselsoverskudd,1999,57
0105,Fodselsoverskudd,2000,-17
0105,Fodselsoverskudd,2001,79
0105,Fodselsoverskudd,2002,44
0105,Fodselsoverskudd,2003,13
0105,Fodselsoverskudd,2004,-12
0105,Fodselsoverskudd,2005,31
0105,Fodselsoverskudd,2006,98
0105,Fodselsoverskudd,2007,46
0105,Fodselsoverskudd,2008,147
0105,Fodselsoverskudd,2009,171
0105,Fodselsoverskudd,2010,67
0105,Fodselsoverskudd,2011,100
0105,Fodselsoverskudd,2012,80
0105,Fodselsoverskudd,2013,56
0105,Fodselsoverskudd,2014,18
0105,Fodselsoverskudd,2015,91
0105,Fodselsoverskudd,2016,86
0105,Fodselsoverskudd,2017,46
0105,Fodselsoverskudd,2018,-8
0105,Fodselsoverskudd,2019,54
0105,Nettoinnflytting,1992,-159
0105,Nettoinnflytting,1993,-138
0105,Nettoinnflytting,1994,13
0105,Nettoinnflytting,1995,-20
0105,Nettoinnflytting,1996,34
0105,Nettoinnflytting,1997,252
0105,Nettoinnflytting,1998,399
0105,Nettoinnflytting,1999,273
0105,Nettoinnflytting,2000,561
0105,Nettoinnflytting,2001,482
0105,Nettoinnflytting,2002,454
0105,Nettoinnflytting,2003,366
0105,Nettoinnflytting,2004,352
0105,Nettoinnflytting,2005,327
0105,Nettoinnflytting,2006,390
0105,Nettoinnflytting,2007,422
0105,Nettoinnflytting,2008,512
0105,Nettoinnflytting,2009,264
0105,Nettoinnflytting,2010,594
0105,Nettoinnflytting,2011,423
0105,Nettoinnflytting,2012,299
0105,Nettoinnflytting,2013,306
0105,Nettoinnflytting,2014,104
0105,Nettoinnflytting,2015,399
0105,Nettoinnflytting,2016,370
0105,Nettoinnflytting,2017,375
0105,Nettoinnflytting,2018,460
0105,Nettoinnflytting,2019,673
0105,Folkemengde,1992,46611
0105,Folkemengde,1993,46543
0105,Folkemengde,1994,46381
0105,Folkemengde,1995,46449
0105,Folkemengde,1996,46424
0105,Folkemengde,1997,46440
0105,Folkemengde,1998,46692
0105,Folkemengde,1999,47122
0105,Folkemengde,2000,47447
0105,Folkemengde,2001,47993
0105,Folkemengde,2002,48555
0105,Folkemengde,2003,49044
0105,Folkemengde,2004,49423
0105,Folkemengde,2005,49753
0105,Folkemengde,2006,50115
0105,Folkemengde,2007,50593
0105,Folkemengde,2008,51053
0105,Folkemengde,2009,51723
0105,Folkemengde,2010,52159
0105,Folkemengde,2011,52805
0105,Folkemengde,2012,53333
0105,Folkemengde,2013,53696
0105,Folkemengde,2014,54059
0105,Folkemengde,2015,54192
0105,Folkemengde,2016,54678
0105,Folkemengde,2017,55127
0105,Folkemengde,2018,55543
0105,Folkemengde,2019,55997
0106,Fodselsoverskudd,1994,1
0106,Fodselsoverskudd,1995,-14
0106,Fodselsoverskudd,1996,11
0106,Fodselsoverskudd,1997,-31
0106,Fodselsoverskudd,1998,19
0106,Fodselsoverskudd,1999,32
0106,Fodselsoverskudd,2000,25
0106,Fodselsoverskudd,2001,5
0106,Fodselsoverskudd,2002,-31
0106,Fodselsoverskudd,2003,-14
0106,Fodselsoverskudd,2004,76
0106,Fodselsoverskudd,2005,44
0106,Fodselsoverskudd,2006,90
0106,Fodselsoverskudd,2007,32
0106,Fodselsoverskudd,2008,-7
0106,Fodselsoverskudd,2009,134
0106,Fodselsoverskudd,2010,69
0106,Fodselsoverskudd,2011,63
0106,Fodselsoverskudd,2012,42
0106,Fodselsoverskudd,2013,43
0106,Fodselsoverskudd,2014,48
0106,Fodselsoverskudd,2015,23
0106,Fodselsoverskudd,2016,46
0106,Fodselsoverskudd,2017,93
0106,Fodselsoverskudd,2018,48
0106,Fodselsoverskudd,2019,13
0106,Nettoinnflytting,1994,365
0106,Nettoinnflytting,1995,505
0106,Nettoinnflytting,1996,309
0106,Nettoinnflytting,1997,746
0106,Nettoinnflytting,1998,664
0106,Nettoinnflytting,1999,314
0106,Nettoinnflytting,2000,355
0106,Nettoinnflytting,2001,359
0106,Nettoinnflytting,2002,817
0106,Nettoinnflytting,2003,585
0106,Nettoinnflytting,2004,485
0106,Nettoinnflytting,2005,339
0106,Nettoinnflytting,2006,414
0106,Nettoinnflytting,2007,653
0106,Nettoinnflytting,2008,775
0106,Nettoinnflytting,2009,734
0106,Nettoinnflytting,2010,879
0106,Nettoinnflytting,2011,956
0106,Nettoinnflytting,2012,1186
0106,Nettoinnflytting,2013,752
0106,Nettoinnflytting,2014,511
0106,Nettoinnflytting,2015,788
0106,Nettoinnflytting,2016,1099
0106,Nettoinnflytting,2017,766
0106,Nettoinnflytting,2018,738
0106,Nettoinnflytting,2019,598
0106,Folkemengde,1994,64843
0106,Folkemengde,1995,65214
0106,Folkemengde,1996,65711
0106,Folkemengde,1997,66034
0106,Folkemengde,1998,66746
0106,Folkemengde,1999,67415
0106,Folkemengde,2000,67761
0106,Folkemengde,2001,68143
0106,Folkemengde,2002,68505
0106,Folkemengde,2003,69288
0106,Folkemengde,2004,69867
0106,Folkemengde,2005,70418
0106,Folkemengde,2006,70791
0106,Folkemengde,2007,71297
0106,Folkemengde,2008,71976
0106,Folkemengde,2009,72760
0106,Folkemengde,2010,73638
0106,Folkemengde,2011,74579
0106,Folkemengde,2012,75583
0106,Folkemengde,2013,76807
0106,Folkemengde,2014,77591
0106,Folkemengde,2015,78159
0106,Folkemengde,2016,78967
0106,Folkemengde,2017,80121
0106,Folkemengde,2018,80977
0106,Folkemengde,2019,81772
0111,Fodselsoverskudd,1980,0
0111,Fodselsoverskudd,1981,-2
0111,Fodselsoverskudd,1982,-12
0111,Fodselsoverskudd,1983,-7
0111,Fodselsoverskudd,1984,-14
0111,Fodselsoverskudd,1985,-7
0111,Fodselsoverskudd,1986,-4
0111,Fodselsoverskudd,1987,-1
0111,Fodselsoverskudd,1988,-6
0111,Fodselsoverskudd,1989,-9
0111,Fodselsoverskudd,1990,-9
0111,Fodselsoverskudd,1991,-13
0111,Fodselsoverskudd,1992,-21
0111,Fodselsoverskudd,1993,-12
0111,Fodselsoverskudd,1994,-17
0111,Fodselsoverskudd,1995,-4
0111,Fodselsoverskudd,1996,-10
0111,Fodselsoverskudd,1997,2
0111,Fodselsoverskudd,1998,-20
0111,Fodselsoverskudd,1999,6
0111,Fodselsoverskudd,2000,-22
0111,Fodselsoverskudd,2001,-7
0111,Fodselsoverskudd,2002,-7
0111,Fodselsoverskudd,2003,-12
0111,Fodselsoverskudd,2004,-11
0111,Fodselsoverskudd,2005,-1
0111,Fodselsoverskudd,2006,6
0111,Fodselsoverskudd,2007,-7
0111,Fodselsoverskudd,2008,-10
0111,Fodselsoverskudd,2009,-4
0111,Fodselsoverskudd,2010,-9
0111,Fodselsoverskudd,2011,-20
0111,Fodselsoverskudd,2012,-14
0111,Fodselsoverskudd,2013,0
0111,Fodselsoverskudd,2014,4
0111,Fodselsoverskudd,2015,-23
0111,Fodselsoverskudd,2016,-12
0111,Fodselsoverskudd,2017,-14
0111,Fodselsoverskudd,2018,-19
0111,Fodselsoverskudd,2019,-27
0111,Nettoinnflytting,1980,97
0111,Nettoinnflytting,1981,95
0111,Nettoinnflytting,1982,88
0111,Nettoinnflytting,1983,41
0111,Nettoinnflytting,1984,33
0111,Nettoinnflytting,1985,38
0111,Nettoinnflytting,1986,52
0111,Nettoinnflytting,1987,122
0111,Nettoinnflytting,1988,95
0111,Nettoinnflytting,1989,39
0111,Nettoinnflytting,1990,13
0111,Nettoinnflytting,1991,57
0111,Nettoinnflytting,1992,27
0111,Nettoinnflytting,1993,101
0111,Nettoinnflytting,1994,60
0111,Nettoinnflytting,1995,26
0111,Nettoinnflytting,1996,42
0111,Nettoinnflytting,1997,-4
0111,Nettoinnflytting,1998,44
0111,Nettoinnflytting,1999,1
0111,Nettoinnflytting,2000,31
0111,Nettoinnflytting,2001,88
0111,Nettoinnflytting,2002,27
0111,Nettoinnflytting,2003,88
0111,Nettoinnflytting,2004,90
0111,Nettoinnflytting,2005,49
0111,Nettoinnflytting,2006,45
0111,Nettoinnflytting,2007,89
0111,Nettoinnflytting,2008,45
0111,Nettoinnflytting,2009,97
0111,Nettoinnflytting,2010,80
0111,Nettoinnflytting,2011,67
0111,Nettoinnflytting,2012,89
0111,Nettoinnflytting,2013,102
0111,Nettoinnflytting,2014,89
0111,Nettoinnflytting,2015,56
0111,Nettoinnflytting,2016,20
0111,Nettoinnflytting,2017,36
0111,Nettoinnflytting,2018,79
0111,Nettoinnflytting,2019,93
0111,Folkemengde,1980,2571
0111,Folkemengde,1981,2668
0111,Folkemengde,1982,2761
0111,Folkemengde,1983,2838
0111,Folkemengde,1984,2870
0111,Folkemengde,1985,2889
0111,Folkemengde,1986,2921
0111,Folkemengde,1987,2968
0111,Folkemengde,1988,3090
0111,Folkemengde,1989,3181
0111,Folkemengde,1990,3213
0111,Folkemengde,1991,3222
0111,Folkemengde,1992,3266
0111,Folkemengde,1993,3273
0111,Folkemengde,1994,3364
0111,Folkemengde,1995,3407
0111,Folkemengde,1996,3430
0111,Folkemengde,1997,3462
0111,Folkemengde,1998,3460
0111,Folkemengde,1999,3487
0111,Folkemengde,2000,3494
0111,Folkemengde,2001,3504
0111,Folkemengde,2002,3588
0111,Folkemengde,2003,3617
0111,Folkemengde,2004,3694
0111,Folkemengde,2005,3773
0111,Folkemengde,2006,3821
0111,Folkemengde,2007,3880
0111,Folkemengde,2008,3961
0111,Folkemengde,2009,3998
0111,Folkemengde,2010,4085
0111,Folkemengde,2011,4160
0111,Folkemengde,2012,4206
0111,Folkemengde,2013,4284
0111,Folkemengde,2014,4386
0111,Folkemengde,2015,4480
0111,Folkemengde,2016,4511
0111,Folkemengde,2017,4517
0111,Folkemengde,2018,4540
0111,Folkemengde,2019,4599
0113,Fodselsoverskudd,1980,15
0113,Fodselsoverskudd,1981,-19
0113,Fodselsoverskudd,1982,-10
0113,Fodselsoverskudd,1983,-21
0113,Fodselsoverskudd,1984,-46
0113,Fodselsoverskudd,1985,-19
0113,Fodselsoverskudd,1986,7
0113,Fodselsoverskudd,1987,-3
0113,Fodselsoverskudd,1988,-13
0113,Fodselsoverskudd,1989,0
0113,Fodselsoverskudd,1990,61
0113,Fodselsoverskudd,1991,9
0113,Fodselsoverskudd,1992,6
0113,Fodselsoverskudd,1993,18
0113,Nettoinnflytting,1980,120
0113,Nettoinnflytting,1981,201
0113,Nettoinnflytting,1982,114
0113,Nettoinnflytting,1983,138
0113,Nettoinnflytting,1984,82
0113,Nettoinnflytting,1985,190
0113,Nettoinnflytting,1986,239
0113,Nettoinnflytting,1987,199
0113,Nettoinnflytting,1988,67
0113,Nettoinnflytting,1989,-42
0113,Nettoinnflytting,1990,-30
0113,Nettoinnflytting,1991,-81
0113,Nettoinnflytting,1992,64
0113,Nettoinnflytting,1993,-37
0113,Folkemengde,1980,10717
